address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Державина, 77/1",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-20T02:51:53.334252Z,"При звонке, пожалуйста, назовите номер объявления - 193 055<br>Консультируем подробно по телефону.",54 м²,649.0,12/23,54 м²,54.0,12,6,2942519964,Sale,/kvartira-na-prodazhu-novosibirsk-2942519964,271.0,6 590 000 ₽,122 037 ₽ за м²,122037,6590000,Apartment,2020-10-20T02:51:53.334252Z,78,Listing,Студия,,2020-12-27T05:22:50.738415+03:00,2016834760,2020-10-20T05:39:04.431703+03:00,2020-12-05T03:06:43.071522+03:00,0.562,271.0,#008000,Берёзовая роща,"Квартира-студия, 54 м², 12/23 эт.",2020-12-05T00:16:24.481248Z
"Новосибирск, улица Татьяны Снежиной, 46, подъезд 6",77593647,женя,Resale,3285,2020-11-12T03:36:48.042014Z,"Предлагается к продаже уютная 2-х комнатная, самая лучшая квартира в данном доме. В ней проведена огромная работа по шумоизоляции( всей квартиры) и комфортного проживания(кондиционеры в каждой комнате)<br>Этаж верхний по голове никто не ходит, кто знает, тот поймет)))<br>Соседи без преувеличения во всем подъезде адекватные люди, дружелюбные, спокойные, семейные, без меломанов, алкашей и прочей нечисти.                                                                                                                      Состояние лифта и подъезда говорит само за себя, смежные соседи с боку и с низу без животных и прочей живности.<br>Ремонт всей квартиры выполнен весной 2018г., состояние отличное, заходи и живи!!!<br>АДЕКВАТНАЯ быстро реагирующая Управляющая компания, по звонку все вопросы решаются!!! Очень чисто и уютно!!! Летом придомовая территория ухожена, кругом цветы!  Детские площадки просто огромные, инфраструктура - есть все, абсолютно!!! В шаговой доступности новая школа, новые сады, новые ясли и магазины.                                              Проблем с парковками нет!!! Дороги в районе лучше, чем в городе!!!  <br>Рядом лес, жарим шашлыки, рядом с домом, есть место, установлены камеры чтобы все за собой убирали!!!<br>- В квартире мебель / техника по согласованию!!!<br>- Приточная вентиляция во всех комнатах и на кухне!!!<br>- Инверторные кондиционеры 3 шт., очень экономичные!!!<br>- На всех окнах стоят детские замки!!! <br>- Качественная дорогая входная дверь!!!<br>- животных в квартире не было!<br>О перспективах...<br>Метро.<br>Есть особенность при покупке, вся дополнительная информация при звонке!<br>Квартира ждет нового хозяина!!! Ждем на просмотр!!!",76 м²,650.0,10/10,76 м²,76.0,10,10,2999447799,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2999447799,272.0,3 750 000 ₽,49 342 ₽ за м²,49342,3750000,Apartment,2020-11-12T03:36:48.042014Z,78,Listing,2,2.0,2020-12-12T06:27:44.728811+03:00,2029175905,2020-11-12T06:22:10.661385+03:00,2020-11-24T06:21:00.486841+03:00,3.412,272.0,#008000,Золотая Нива,"2-комн. квартира, 76 м², 10/10 эт.",2020-11-24T03:30:02.312606Z
"Новосибирск, Бронная улица, 39/4, подъезд 2",176123877,"ООО ""Новосибирскстрой-Недвижимость+""",New,3285,2020-07-03T00:34:45.214365Z,"В продаже огромная однокомнатная квартира с ремонтом. Удобное расположение дома, рядом множество магазинов, новая школа, детский сад, остановки транспорта. Продажа по переуступке.",59 м²,655.0,8/10,59 м²,59.0,8,6,2686154501,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2686154501,,2 500 000 ₽,42 373 ₽ за м²,42373,2500000,Apartment,2020-07-03T00:34:45.214365Z,78,Listing,1,1.0,2020-12-31T13:24:23.281624+03:00,1955849755,2020-07-02T08:53:05.532897+03:00,2020-12-01T13:24:23.281624+03:00,,,,,"1-комн. квартира, 59 м², 8/10 эт.",2020-12-01T10:33:28.387288Z
"Новосибирская область, Барабинск, переулок Гутова, 23",39223374,И.П.  МОСИНА И.А,Resale,3266,2020-11-28T04:51:56.637653Z,Продом однокомнатную квартиру. Торг при осмотре.,39 м²,,1/3,39 м²,39.0,1,4,3037706644,Sale,/1-komnatnaya-kvartira-na-prodazhu-barabinsk-3037706644,,1 200 000 ₽,30 769 ₽ за м²,30769,1200000,Apartment,2020-11-28T04:51:56.637653Z,78,Listing,1,1.0,2020-12-28T07:43:16.629037+03:00,2028538372,2020-11-28T07:41:43.11005+03:00,2020-11-28T07:43:16.629037+03:00,,,,,"1-комн. квартира, 39 м², 1/3 эт.",2020-11-28T04:52:19.97069Z
"Новосибирск, улица Татьяны Снежиной, 25/2",177077257,SILVER,Resale,3285,2020-02-09T10:09:09.233701Z,"В продаже квартира студия, ремонт, балкон застеклен. Цена указана с учётом мебели и бытовой техники, ТОРГ, возможна продажа без мебели и техники. В шаговой доступности 1 школа и 2 детских сада 5 минут пешком. В 100 метрах от дома магазин Мария Ра и Аптека. Также остановка общественного транспорта, с этой остановки можно уехать в любой район города с раннего утра до позднего вечера без всяких задержек(следующая остановка конечная). Квартира без всяких обременений, ипотек, залогов, материнских капиталов и т.д. ПРОДАЖА ОТ СОБСТВЕННИКА БЕЗ ПОСРЕДНИКОВ. ТОРГ. Возможен обмен на ТАУНХАУС от 40 м.кв. в поселке Новолуговое Берёзки.",34 м²,650.0,8/10,34 м²,34.0,8,10,2292094988,Sale,/kvartira-na-prodazhu-novosibirsk-2292094988,,2 450 000 ₽,72 059 ₽ за м²,72059,2450000,Apartment,2020-02-09T10:09:09.233701Z,78,Listing,Студия,,2020-12-25T12:45:15.201262+03:00,1863599548,2020-02-09T11:44:01.105555+03:00,2020-11-25T12:45:15.201262+03:00,3.078,272.0,#008000,Золотая Нива,"Квартира-студия, 34 м², 8/10 эт.",2020-11-25T09:54:19.061389Z
"Новосибирск, улица Есенина, 39",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-27T02:40:14.04773Z,"При звонке, пожалуйста, назовите номер объявления - 115 768<br>Консультируем подробно по телефону.",57.1 м²,651.0,5/5,57.1 м²,57.1,5,3,3035248044,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3035248044,272.0,3 900 000 ₽,68 301 ₽ за м²,68301,3900000,Apartment,2020-11-27T02:40:14.04773Z,78,Listing,3,3.0,2020-12-27T05:31:11.084872+03:00,2015981540,2020-11-27T05:30:48.128106+03:00,2020-12-08T05:24:40.485094+03:00,0.999,272.0,#008000,Золотая Нива,"3-комн. квартира, 57.1 м², 5/5 эт.",2020-12-08T02:34:11.50098Z
"Новосибирск, улица Блюхера, 14",73386185,Yurii,Resale,3285,2020-11-24T18:32:02.332834Z,"Вашему вниманию представлена тёплая, сухая, со свежим ремонтом квартира на втором этаже пятиэтажного дома. В подъезде сделан ремонт, соседи тихие. Один взрослый собственник, во владении квартира десять лет. Идеально подходит как для сдачи, так и для проживания. До метро менее 10 минут. С уважением, риэлтор Юрий.",31 м²,654.0,2/5,31 м²,31.0,2,10,3030016983,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3030016983,267.0,3 400 000 ₽,109 677 ₽ за м²,109677,3400000,Apartment,2020-11-24T18:32:02.332834Z,78,Listing,1,1.0,2020-12-24T21:22:58.098441+03:00,2022949862,2020-11-24T21:11:19.733288+03:00,2020-11-24T21:22:58.098441+03:00,0.43,267.0,#FF0000,Площадь Маркса,"1-комн. квартира, 31 м², 2/5 эт.",2020-11-24T18:32:22.063767Z
"Новосибирск, Спортивная улица, 7/2",36292628,Александр,Resale,3285,2020-11-22T16:15:30.606756Z,"Предлагается к продаже просторная квартира в отличном состоянии на комфортном третьем этаже общей площадью 41,84м.кв (самая большая планировка для однокомнатных в Чистой Слободе)<br>Детский сад во дворе напротив подъезда, окна квартиры выходят на новую школу №215 Вашему ребенку не нужно будет переходить ни одну дорогу. В шаговой доступности спортивный комплекс ""Заря"". В радиусе 300 м от дома расположен торговый центр ""Ягода"", магазин ""Пятерочка"", строится супермаркет ""Лента"", здесь же находится главный транспортный узел всего микрорайона (остановки автобусов, маршрутных такси и трамвая) удобный выезд на ул. Титова (до станции метро Площадь Маркса 15 мин езды).<br>Площадь комнаты 19,1м.кв, кухня 8,6м.кв. При входе размещена удобная гардеробная. Квартира оснащена новой мебелью и бытовой техникой (кухонный гарнитур, стол, электроплита, холодильник, микроволновая печь, стиральная машина, телевизор, угловой диван, шкаф, кoмoд, письменный стол, прихoжая, тумба для обуви) все останется новому владельцу при цене продажи 2 950 000р. У застройщика сейчас аналогичная квартира стоит 2,75 млн.р. Со сроком сдачи 1кв.2022г.  Здесь ничего ждать не придется, заходи и живи.<br>Два взрослых собственника. Чистая продажа. Ключи в день сделки.<br>Любая помощь в получении ипотечного решения. Звоните прямо сейчас!",42 м²,654.0,3/10,42 м²,42.0,3,13,3025085798,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3025085798,,2 800 000 ₽,66 667 ₽ за м²,66667,2800000,Apartment,2020-11-22T16:15:30.606756Z,78,Listing,1,1.0,2020-12-22T19:06:52.2668+03:00,2034522642,2020-11-22T19:05:29.358312+03:00,2020-11-22T19:06:52.2668+03:00,,,,,"1-комн. квартира, 42 м², 3/10 эт.",2020-11-22T16:15:55.990303Z
"Новосибирская область, Искитимский район, рабочий поселок Линёво, 4-й микрорайон, 11",158189654,Зинаида,Resale,3260,2019-08-11T01:24:36.350295Z,"Частично с мебелью. Ламинат везде,  кухня - пробка, везде натяжные потолки, лоджия застеклена, охранная сигнализация. Красивый вид из окна.",62 м²,,5/9,62 м²,62.0,5,18,1700642922,Sale,/3-komnatnaya-kvartira-na-prodazhu-linevo-1700642922,,2 800 000 ₽,45 161 ₽ за м²,45161,2800000,Apartment,2019-08-11T01:24:36.350295Z,78,Listing,3,3.0,2020-12-26T12:51:51.917969+03:00,1779985084,2019-08-10T12:03:05.5533+03:00,2020-11-26T12:51:51.917969+03:00,,,,,"3-комн. квартира, 62 м², 5/9 эт.",2020-11-26T10:00:57.75522Z
"Новосибирская область, Сузунский район, село Шипуново",97636617,Сергей,Resale,3264,2019-02-05T20:39:03.825535Z,"Продам квартиру ( общая площадь -104,3м2, жилая площадь-72м2) в двухквартирном доме. Дом блочный, обшит сайдингом с утеплителем, крыша закрыта металлопрофилем. Три комнаты (14м2; 14,3м2; 7,8м2;), кухня (10м2), прихожая (9,7м2). Центральное водоснабжение, канализация – септик. Туалет, ванна в доме, горячая вода – бойлер на 50 и 30 литров. Отопление  на твёрдом топливе, плюс электрокотёл. Большая веранда (27м2) и летняя кухня (21,5м2) смежные. Отличный косметический ремонт: натяжные потолки в трёх комнатах, в кухне и прихожей пластик, окна пластиковые. Есть возможность сделать мансардный этаж. Имеется два гаража (один кирпичный),новая баня. хоз. постройки. На участке (9,73 сотки) большая теплица, амшаник для пчёл, посадки, два погреба (один в летней кухне).<br>	Адрес: НСО Сузунский район, с. Шипуново, ул. Гаврилова 3/2. Село расположено на трассе Сузун – Новосибирск (асфальт). В село заходит городской автобус Сузун-Новосибирск. Рядом замечательный Сузунский бор с ягодами и грибами, река, водохранилище - популярное место отдыха сузунцев и новосибирцев,  .В селе всё есть для комфортного проживания: школа, дет.сад, амбулатория, аптека, дом культуры, отделение сбербанка, почта, магазины, масло -сыр завод. Торг!!!",104.3 м²,,1/1,104.3 м²,104.3,1,14,170285936,Sale,/5-komnatnaya-kvartira-na-prodazhu-suzun-170285936,,1 500 000 ₽,14 382 ₽ за м²,14382,1500000,Apartment,2019-02-05T20:39:03.825535Z,78,Listing,5,5.0,2020-12-22T19:12:12.917994+03:00,839392276,2016-09-19T10:13:53+03:00,2020-11-22T19:12:12.917994+03:00,,,,,"5-комн. квартира, 104.3 м², 1/1 эт.",2020-11-22T16:21:15.618073Z
