address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,roadId,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Владимира Высоцкого, 41/5",143686567,Елена,Resale,3285,2020-12-01T09:01:15.149402Z,"Продам уютную,светлую квартиру-студию в самом начале МЖК с отличным ремонтом!<br>Квартира продается с мебелью.<br>Счастливому покупателю останется занести только личные вещи.<br>Дом расположен в районе с развитой инфраструктурой. Во дворе детский сад,школа,магазины,аптеки и тд. <br>(Автобус.остановка в 5 минутах от дома)<br>В 10 минутах от дома  Автовокзал-главный!<br>Квартира от собственника, чистая продажа.",32.4 м²,,,,,650.0,4/10,32.4 м²,32.4,4,19,3044601799,Sale,/kvartira-na-prodazhu-novosibirsk-3044601799,272.0,3 100 000 ₽,95 679 ₽ за м²,95679,3100000,Apartment,2020-12-01T09:01:15.149402Z,78,Listing,,Студия,,2020-12-31T11:59:39.074055+03:00,2021384897,2020-12-01T11:51:51.824905+03:00,2020-12-04T19:21:49.424932+03:00,3.178,272.0,#008000,Золотая Нива,"Квартира-студия, 32.4 м², 4/10 эт.",2020-12-04T16:31:22.787607Z
"ул. Охотская, д. 88/1",148958711,VELVET LOOK,New,3285,2020-12-05T00:11:11.857336Z,Продам 3х комнатную студию в ЖК ЭВОЛЮЦИЯ в третьем доме.<br>Дом сдан!<br>☝️Квартира продаётся с кладовой 5 кв. с большим окно!,72 м²,83694.0,ЖК «Эволюция»,83694.0,ЖК «Эволюция»,653.0,6/12,72 м²,72.0,6,10,3053205359,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3053205359,,5 900 000 ₽,81 944 ₽ за м²,81944,5900000,Apartment,2020-12-05T00:11:11.857336Z,78,Listing,,3,3.0,2021-01-04T03:02:09.966582+03:00,2069719337,2020-12-05T03:01:49.8703+03:00,2020-12-05T03:02:09.966582+03:00,,,,,"3-комн. квартира, 72 м², 6/12 эт.",2020-12-05T00:11:17.566002Z
"мкр. «Радужный», ул. Луговая, д. 17/4",110786703,Банк ВТБ (ПАО),New,3268,2020-02-06T02:45:25.515687Z,"Право требования на 1 комн. квартиру-студию, 39,32 кв.м, Новосибирская область, Новосибирский район, с. Верх-Тула, микрорайон Радужный, 17/4 стр.<br>Количество комнат: 1<br>Этаж: 4/4<br>Тип дома: Монолит-газобетонный блок.<br>Год постройки: Строительство не завершено <br>Общая площадь стр.: 39,32 кв.м.<br>Жилая площадь стр.: 26,25 кв.м.<br>Площадь кухни стр.: 5,0 кв.м.<br>Санузел: совмещенный.<br>Наличие балкона: есть.<br>Наличие лифта: нет.<br>Ремонт: черновая отделка.<br>Жилой комплекс «Радужный город» расположен в 15 километрах от Новосибирска в с. Верх-Тула.  Новый микрорайон строится в районе с благоприятной экологией, недалеко от реки Тула и Обского моря. Предполагается, что жилой комплекс «Радужный город» станет микрорайоном с развитой инфраструктурой, собственным спортивно-оздоровительным комплексом, торговым центром. Рядом с жилым комплексом проходит Ордынское шоссе, по которому возможно доехать до площади Карла Маркса г. Новосибирска за 20 минут, как на личном так и на общественном транспорте (остановка в 5 мин.). В с.Верх-Тула развитая инфраструктура: три детских сада, один в 5 мин. от жилого комплекса, средняя общеобразовательная школа, школа искусств, поликлиника, магазины.  Застройщик: ООО ИСК «Базис-Строй».<br>Сделка может быть зарегистрирована с использованием сервиса электронной регистрации.<br>Существующие обременения: не зарегистрированы. <br>Способ продажи: прямая продажа, покупка за счет собственных средств.<br>Данное предложение не является публичной офертой.",39.3 м²,40613.0,ЖК «Радужный город»,40613.0,ЖК «Радужный город»,,4/4,39.3 м²,39.3,4,3,2282330314,Sale,/1-komnatnaya-kvartira-na-prodazhu-verh_tula-2282330314,,1 060 000 ₽,26 972 ₽ за м²,26972,1060000,Apartment,2020-02-06T02:45:25.515687Z,78,Listing,59.0,1,1.0,2020-12-31T19:25:47.292594+03:00,1869323157,2020-02-05T14:05:05.897194+03:00,2020-12-01T19:25:47.292594+03:00,,,,,"1-комн. квартира, 39.3 м², 4/4 эт.",2020-12-01T16:35:22.791525Z
"Новосибирск, Дивногорская улица, 150/2",168327121,АН СТАТУС,Resale,3285,2020-12-02T07:30:22.745801Z,"Квартира на высоком первом этаже, с хорошим ремонтом. Выполнена перепланировка в двухкомнатную. Кухня вынесена в коридор. Можно узаконить. Ипотека возможна. В обременении банка ВТБ. Чистая продажа. Отличная альтернатива двухкомнатной квартире за меньшие деньги!<br>В квартире остаётся кухонный гарнитур.<br>Звоните! Покажем в удобное для Вас время.",43 м²,,,,,654.0,1/6,43 м²,43.0,1,18,3046782069,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3046782069,,2 850 000 ₽,66 279 ₽ за м²,66279,2850000,Apartment,2020-12-02T07:30:22.745801Z,78,Listing,,2,2.0,2021-01-01T10:21:01.634308+03:00,2031634175,2020-12-02T10:20:34.924268+03:00,2020-12-02T10:21:01.634308+03:00,,,,,"2-комн. квартира, 43 м², 1/6 эт.",2020-12-02T07:30:31.424983Z
"Новосибирск, улица Забалуева, 92",20444862,Елена,Resale,3285,2020-12-01T16:38:01.127554Z,"Однокомнатная квартира в жилом комплексе Радуга Сибири на 11 этаже. Комплекс выгодно отличается от других ЖК, благодаря наличию собственного озера с благоустроенной набережной, высажено более 500 крупномерных деревьев. Жителям микрорайона из окон домов открываются потрясающие виды на зеленые насаждения или озеро. Система видеонаблюдения и контроля доступа, огороженная территория и просторные детские, и спортивные площадки.<br>Концерном «Сибирь» для микрорайона «Радугу Сибири» также построена современная автомобильная дорога. <br>Дом сдан, отделка черновая. При необходимости могу выслать видео квартиры.",36.5 м²,,,,,654.0,11/17,36.5 м²,36.5,11,6,3045710760,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3045710760,,2 150 000 ₽,58 904 ₽ за м²,58904,2150000,Apartment,2020-12-01T16:38:01.127554Z,78,Listing,,1,1.0,2020-12-31T19:28:58.768752+03:00,2044624407,2020-12-01T19:24:28.949475+03:00,2020-12-01T19:28:58.768752+03:00,,,,,"1-комн. квартира, 36.5 м², 11/17 эт.",2020-12-01T16:38:03.483411Z
"Новосибирск, Октябрьский район, жилмассив Плющихинский, 139/1",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-12-04T07:24:51.035773Z,"В продаже 1-комнатная квартира 48 м2 на 9 этаже.<br>Все необходимое рядом: магазины, аптеки, остановки общественного транспорта.<br>В квартире выполнен ремонт от застройщика.<br>Квартира в чистой продаже, без залогов и обременений.<br>Возможно приобрести эту квартиру в ипотеку от 4.5% годовых<br> • Бесплатная помощь в получение ипотеки (Снижение % ставки до – 0.8%)<br> • полное юридическое сопровождение сделки.<br> • Возможно использовать материнский капитал как первоначальный взнос.<br> • Военная ипотека.<br> • Гарантированная безопасность сделки!<br>-Помогу выгодно продать вашу недвижимость.<br>Звоните.. Номер в базе: 5059954. Район: Октябрьский.",48 м²,,,,,650.0,9/10,48 м²,48.0,9,9,3051720747,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3051720747,272.0,2 300 000 ₽,47 917 ₽ за м²,47917,2300000,Apartment,2020-12-04T07:24:51.035773Z,78,Listing,,1,1.0,2021-01-03T10:15:49.519864+03:00,2072728821,2020-12-04T10:15:19.737549+03:00,2020-12-07T10:06:48.517717+03:00,3.191,272.0,#008000,Золотая Нива,"1-комн. квартира, 48 м², 9/10 эт.",2020-12-07T07:16:22.626742Z
"Новосибирск, Геодезическая улица, 17/1",94101510,"Агентство недвижимости ""Дельта""",Resale,3285,2020-09-30T15:03:16.454496Z,"В продаже 2 комнатная квартира в 5 минутах ходьбы от метро ""Студенческая"". Дом 2005 года постройки, расположен в глубине дворов от оживленных магистралей. При этом недалеко от таких учебных заведений как Новосибирский государственный технический университет (НГТУ) и Сибирский университет потребительской кооперации (Сиб УПК). В шаговой доступности школы, детские сады, развлекательные и торговые центры, спортивный центр с бассейном и многое другое.<br>Большая, уютная и светлая квартира, которую при необходимости можно перепланировать в 3 к.кв, так как в большой комнате два окна. <br>Квартира в свободной продаже. Звоните и записывайтесь на просмотр!<br>Агентство Недвижимости «Дельта» со всей ответственностью оказывает высококачественные услуги на рынке недвижимости уже 26 лет. Мы поможем Вам приобрести данную квартиру максимально комфортно, быстро и безопасно. ",56.6 м²,,,,,654.0,6/18,56.6 м²,56.6,6,14,2899394141,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2899394141,266.0,4 950 000 ₽,87 456 ₽ за м²,87456,4950000,Apartment,2020-09-30T15:03:16.454496Z,78,Listing,,2,2.0,2020-12-30T08:16:25.589278+03:00,1988723717,2020-09-30T17:53:51.143113+03:00,2020-11-30T08:16:25.589278+03:00,0.277,266.0,#FF0000,Студенческая,"2-комн. квартира, 56.6 м², 6/18 эт.",2020-11-30T05:28:15.781653Z
"Новосибирск, Военного Городка территория, 428",30961135,ТеремГрадЪ,Resale,3285,2020-06-04T02:02:49.396452Z,"Продам 3-комнатную квартиру -70, кв .м. на территории 17-го Военного городка (Октябрьский район ,ост-ка транспорта Кошурникова).<br>Сама квартира очень удачной планировки- распашонка на две стороны. Перепланировка узаконена. В квартире сделан качественный ремонт из дорогих материалов , натяжные потолки, современный кафель в ванной и кухне, качественные окна и двери, дорогой ламинат и обои.<br>Уникальное расположения дома в тихом и спокойном месте вдали от шумных и пыльных магистралей города, заводов, предприятий, строек. При этом в радиусе 2км 4 станции метро. С территории 17-го Военного городка имеется четыре выхода и выезда: до Оперного, мимо торгово-развлекательного центра «Аура» расстояние -2.7 км, до «Сибирского Молла» на ул. Фрунзе – 500 м. Выход и выезд на ул. Б. Богаткова к остановке «Гаранина» - 600м, а на остановку «Воинская»-1,2км ,а через ул. Тополевая в центр города - около 3 км. Летом 2018 года проложена асфальтная дорога по территории городка с остановочными платформами от ул. Б. Богаткова до остановки «Тополевая и далее. Ввиду производимых работ по превращению военного городка в военно-историческую зону, городок станет одним из прекраснейших мест в Новосибирске и будет по плану развития городка застроен спортивными и торговыми комплексами. Рядом с домом парк -музей 'Россия -Моя история', в пешей доступности два крупнейших ТРЦ(Аура, Сибирский Молл), Новосибирский Театр оперы и балета(НОВАТ),ПКиО Центральный, ПКиО Березовая роща, шесть высших учебных заведений и многое другое.<br>Документы к сделке готовы. Чистая продажа.",70 м²,,,,,650.0,3/5,70 м²,70.0,3,17,2611248605,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2611248605,271.0,4 300 000 ₽,61 429 ₽ за м²,61429,4300000,Apartment,2020-06-04T02:02:49.396452Z,78,Listing,,3,3.0,2020-12-30T08:20:23.131472+03:00,1933367339,2020-06-03T07:53:02.022935+03:00,2020-11-30T08:20:23.131472+03:00,1.217,271.0,#008000,Берёзовая роща,"3-комн. квартира, 70 м², 3/5 эт.",2020-11-30T05:29:36.992477Z
"Новосибирск, улица Дениса Давыдова, 7/1",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-10-01T12:20:37.500734Z,"Продается полноценная трехкомнатная квартира. Дом расположен в Дзержинском районе города Новосибирска, в жилом микрорайоне - Авиастроителей. <br>Все комнаты изолированы.<br>Квартира в хорошем состояние.<br>Критичных вложений не требуется, заезжай и живи.<br>Хороший вид с 9 этажа. В доме современный лифт.<br>В квартире очень тихо, сверху никто не гремит.<br>В подъезде сделали свежий ремонт, новая плитка.<br>В стоимость входит большая часть мебели.<br>Отличная транспортная доступность! Остановки общественного транспорта (автобусы, трамваи, маршрутное такси) <br>Развитая инфраструктура! Места отдыха и досуга: Сквер им. Калинина<br>В шаговой доступности Лицей №28, Средняя общеобразовательная школа №36, Средняя общеобразовательная школа №26 с дошкольным отделением, Детский сад №450 ""Сибирская сказка"", Детский сад №430 ""Сказка"", Детский сад №262 комбинированного вида, Детский сад №329 комбинированного вида, Детский сад №206<br>Больше количество магазинов Фермер-Центр, Красное & Белое, Ярче, Пятерочка, Перекресток, Мария-Ра<br>Подходит под ипотеку, поможем получить ипотечное решение! Звоните прямо сейчас!. Номер в базе: 4515941. Район: Дзержинский.",56 м²,,,,,651.0,9/9,56 м²,56.0,9,19,2901304628,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2901304628,271.0,3 649 000 ₽,65 161 ₽ за м²,65161,3649000,Apartment,2020-10-01T12:20:37.500734Z,78,Listing,,3,3.0,2020-12-31T05:22:31.679331+03:00,2008205202,2020-10-01T15:10:40.694596+03:00,2020-12-01T10:19:12.372149+03:00,3.633,271.0,#008000,Берёзовая роща,"3-комн. квартира, 56 м², 9/9 эт.",2020-12-01T07:28:54.582333Z
"Новосибирская область, Мошковский район, село Сокур, 2-й квартал, 28",155979646,АН Твоя крепость,Resale,3262,2020-11-03T14:05:14.332322Z,"Продается благоустроенная 2-х комнатная квартира 52,1 кв.м. Адрес: НСО Мошковский район, с. Сокур, квартал 2. Квартира на 4-м этаже 5-ти этажного кирпичного дома. Большие просторные комнаты выходят на две стороны дома, большая кухня, пластиковые окна, балкон застеклен, раздельный санузел, установлены водосчетчики. Квартира теплая, светлая! Чистый подъезд. Во дворе детская площадка, стадион. В шаговой доступности д/сад, школа, магазин, сбербанк, кафе, остановка автобуса до г. Новосибирск ",52.1 м²,,,,,,4/5,52.1 м²,52.1,4,10,2979463958,Sale,/2-komnatnaya-kvartira-na-prodazhu-sokur-2979463958,,1 560 000 ₽,29 942 ₽ за м²,29942,1560000,Apartment,2020-11-03T14:05:14.332322Z,78,Listing,,2,2.0,2021-01-03T10:29:57.266766+03:00,2044229525,2020-11-03T16:55:46.730297+03:00,2020-12-04T10:29:57.266766+03:00,,,,,"2-комн. квартира, 52.1 м², 4/5 эт.",2020-12-04T07:39:02.603748Z
