address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,roadId,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Владимира Заровного, 26",182504330,Милый Дом,Resale,3285,2020-11-13T05:20:43.946977Z,"Однокомнатная квартира- студия с двумя окнами.вЖК Европейский берег один из лучших комплексов с внутренней инфраструктурой.Огороженная территория,школы,детские сады,магазины и кофейни.Шикарный вид из окна. Дом повышенного комфорта, рядом с домом новая набережная. Квартира с отличным ремонтом, окна в пол, есть гардеробная, просторная лоджия. Остановка транспорта в 5-ти минутах ходьбы, 7 минут до метро ""Речной вокзал"". Подходит под любой вид расчетов, документы готовы к сделке.<br>Звоните!Приходите на просмотр!",37 м²,,,,,650.0,9/25,37 м²,37.0,9,11,3002242141,Sale,/kvartira-na-prodazhu-novosibirsk-3002242141,265.0,4 350 000 ₽,117 568 ₽ за м²,117568,4350000,Apartment,2020-11-13T05:20:43.946977Z,78,Listing,,Своб. планировка,,2020-12-13T08:11:41.303494+03:00,2024614970,2020-11-13T08:05:03.259055+03:00,2020-11-13T09:26:19.015768+03:00,2.828,265.0,#FF0000,Речной вокзал,"Квартира своб. планировки, 37 м², 9/25 эт.",2020-11-13T06:35:19.901918Z
"Новосибирская область, Барабинский район, село Новокозловское",68717443,настя,Resale,3266,2020-06-11T02:31:31.657124Z,"Тёплая, ухоженная. Не требует ремонта.Отопление, канализация, все поменяно. Окна пластиковые.",53 м²,,,,,,1/2,53 м²,53.0,1,15,2630132022,Sale,/3-komnatnaya-kvartira-na-prodazhu-barabinsk-2630132022,,700 000 ₽,13 208 ₽ за м²,13208,700000,Apartment,2020-06-11T02:31:31.657124Z,78,Listing,,3,3.0,2020-12-12T08:12:01.579316+03:00,1921601842,2020-06-10T10:22:05.387872+03:00,2020-11-12T08:12:01.579316+03:00,,,,,"3-комн. квартира, 53 м², 1/2 эт.",2020-11-12T05:21:34.410817Z
"ул. Забалуева, стр. 4",173701179,Макромир,New,3285,2020-11-17T09:29:29.928004Z,"Прекрасный вариант вашей первой квартиры  в 15-20 мин. езды от метро .Наличие собственного озера с благоустроенной набережной. Достаточное количество парковочных мест ,Любые формы расчета - рассрочка, мат. капитал, ипотека. И... отличная цена от достойного застройщика. Комиссия на услуги 0%.",25.7 м²,70114.0,ЖК «Радуга Сибири»,70114.0,ЖК «Радуга Сибири»,654.0,14/17,25.7 м²,25.7,14,1,3012328558,Sale,/kvartira-na-prodazhu-novosibirsk-3012328558,267.0,1 540 000 ₽,59 922 ₽ за м²,59922,1540000,Apartment,2020-11-17T09:29:29.928004Z,78,Listing,,Студия,,2020-12-17T12:20:17.744327+03:00,2041512383,2020-11-17T12:19:50.544933+03:00,2020-11-17T12:20:17.744327+03:00,,,,,"Квартира-студия, 25.7 м², 14/17 эт.",2020-11-17T09:29:56.437011Z
"Новосибирск, улица Татьяны Снежиной, 45/3",29647998,ЖилойФонд,Resale,3285,2020-11-09T11:43:36.242649Z,"Предлагается к продаже большая, светлая, уютная квартира на Плющихинском ж/м!<br>Из студии 37,8 кв.м. удачно сделана полноценная однокомнатная квартира!<br>Этаж высокий, есть цокольный этаж, чистый подъезд. Просторный холл, большой совмещенный с/у, из комнаты выход на утепленный и остекленный двойным стеклопакетом балкон - 4,9 кв.м., окна квартиры выходят во двор дома. Большая, отлично обустроенная детская площадка!<br>В квартире выполнен качественный ремонт из дорогостоящих материалов, дополнительных вложений не требует: заходи - и живи!!! В подарок новым владельцам остается кухонный гарнитур, вместительный шкаф-купе в прихожей и двуспальная кровать, остальная мебель - по договоренности.<br>Вся необходимая инфраструктура - в шаговой доступности: новая школа, д/сады, магазины, ТЦ Панорама, остановка транспорта, с возможностью уехать в любую точку города!<br>Документы готовы к продаже,один собственник, без обременений!!!<br>Приглашаем на просмотр в удобное для Вас время!",37.8 м²,,,,,650.0,1/10,37.8 м²,37.8,1,19,2993007174,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2993007174,272.0,2 495 000 ₽,66 005 ₽ за м²,66005,2495000,Apartment,2020-11-09T11:43:36.242649Z,78,Listing,,1,1.0,2020-12-09T14:35:00.317556+03:00,2043954743,2020-11-09T14:31:08.981665+03:00,2020-12-09T06:16:35.04662+03:00,3.073,272.0,#008000,Золотая Нива,"1-комн. квартира, 37.8 м², 1/10 эт.",2020-12-09T03:25:41.507842Z
"ул. Заслонова, стр. 12",71368327,Открытый Город,New,3285,2020-05-14T00:55:56.654763Z,"Предлагаем однокомнатную квартиру в новом Эко-комплексе Свобода!!! 8 домов сданы и заселены! Квартиры в экологически чистом районе с ремонтом от застройщика. Развитая транспортная развязка, уютные дворы, детские площадки, малоэтажные дома!!! В доме будет установлен лифт!!! Сдача 2 кв 2021 года! Комиссия агентства 0%!!! Для безопасности нахождения на территории комплекса предусмотрена огороженная территория с видеонаблюдением и контрольно-пропускными пунктами для автомобилистов. В доме номер №1 на первом этаже будут располагаться коммерческие помещения для сетевого продуктового магазина, аптеки, управляющей компании для обеспечения жителей всем необходимым в шаговой доступности. Приглашаем на просмотр в удобное для Вас время!!! Помощь в получении ипотеки!!!!",38.6 м²,87932.0,Эко-комплекс «Свобода»,87932.0,Эко-комплекс «Свобода»,651.0,3/4,38.6 м²,38.6,3,21,2557225922,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2557225922,272.0,3 088 000 ₽,80 000 ₽ за м²,80000,3088000,Apartment,2020-05-14T00:55:56.654763Z,78,Listing,55.0,1,1.0,2020-12-10T11:33:12.122942+03:00,1925900774,2020-05-13T07:55:37.239031+03:00,2020-11-23T06:52:16.01973+03:00,3.682,272.0,#008000,Золотая Нива,"1-комн. квартира, 38.6 м², 3/4 эт.",2020-11-23T04:01:16.113038Z
"Новосибирская область, Бердск, улица Кутузова",32229857,Отдел продаж,Resale,3279,2020-09-14T03:45:34.260774Z,"Господдержка Ипотека! 2020. 6,1% Успейте приобрести до 1 ноября<br>Предлагается к продаже отличная квартира от застройщика. Квартира от застройщика!!!услуги 0%.Ждем Вас по адресу : Бердск, Комсомольская 6 б. Сдача дома 4 квартал 2021 года",88 м²,,,,,,4/16,88 м²,88.0,4,3,2860929503,Sale,/3-komnatnaya-kvartira-na-prodazhu-berdsk-2860929503,,3 850 000 ₽,43 750 ₽ за м²,43750,3850000,Apartment,2020-09-14T03:45:34.260774Z,78,Listing,,3,3.0,2020-12-13T08:26:52.927345+03:00,1983894548,2020-09-14T06:29:28.542157+03:00,2020-11-19T06:50:36.403439+03:00,,,,,"3-комн. квартира, 88 м², 4/16 эт.",2020-11-19T04:07:08.600357Z
"Новосибирск, Первомайская улица, 102",68836356,ЕВРОДОМ,Resale,3285,2020-11-12T05:33:50.824168Z,"Продается уютная трехкомнатная квартира!<br>Две изолированные комнаты 12 кв.м. и 11 кв.м., большая гостиная 21 кв.м.<br>Имеется место под гардеробную!<br>Сан/узел совмещенный<br>Кухня почти 7 кв.м.<br>Свежий ремонт делали для себя.<br>Продажа в связи с переездом.<br>Звоните! Покажем в любое время!",59 м²,,,,,657.0,4/5,59 м²,59.0,4,12,2999608253,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2999608253,,2 800 000 ₽,47 458 ₽ за м²,47458,2800000,Apartment,2020-11-12T05:33:50.824168Z,78,Listing,,3,3.0,2020-12-12T08:24:48.981095+03:00,2018665217,2020-11-12T08:24:25.251781+03:00,2020-11-12T08:24:48.981095+03:00,,,,,"3-комн. квартира, 59 м², 4/5 эт.",2020-11-12T05:33:53.118002Z
"Новосибирская область, Бердск, улица Кутузова",32229857,Отдел продаж,Resale,3279,2020-09-14T03:34:08.336936Z,"Господдержка Ипотека! 2020. 6,1%<br>Предлагается к продаже отличная квартира от застройщика. Квартира от застройщика!!!услуги 0%.Ждем Вас по адресу : Бердск, Комсомольская 6 б. Сдача дома 4 квартал 2021 года",88 м²,,,,,,3/16,88 м²,88.0,3,3,2860904269,Sale,/3-komnatnaya-kvartira-na-prodazhu-berdsk-2860904269,,4 250 000 ₽,48 295 ₽ за м²,48295,4250000,Apartment,2020-09-14T03:34:08.336936Z,78,Listing,,3,3.0,2020-12-13T08:28:34.178674+03:00,1983126007,2020-09-14T06:24:01.120865+03:00,2020-11-13T08:28:34.178674+03:00,,,,,"3-комн. квартира, 88 м², 3/16 эт.",2020-11-13T05:37:37.693922Z
"ул. Титова, д. 252/2",173701179,Макромир,New,3285,2020-11-16T04:17:34.881147Z,"В продаже однокомнатная квартира от застройщика, в динамично развивающемся районе!<br>Все квартиры сдаются с ремонтом под ключ. Лоджия с панорамным остеклением,качественная входная дверь, линолеум на полу, натяжные потолки!<br>Возможно приобретение квартиры в ипотеку под 5,9%, а так же без первоначального взноса.<br>Услуги 0%",35.7 м²,23111.0,Мкр. «Чистая слобода»,23111.0,Мкр. «Чистая слобода»,654.0,9/10,35.7 м²,35.7,9,1,3008967847,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3008967847,267.0,2 600 000 ₽,72 829 ₽ за м²,72829,2600000,Apartment,2020-11-16T04:17:34.881147Z,78,Listing,,1,1.0,2020-12-16T07:08:32.682711+03:00,2041363232,2020-11-16T07:08:12.286811+03:00,2020-12-01T12:34:47.757957+03:00,,,,,"1-комн. квартира, 35.7 м², 9/10 эт.",2020-12-01T09:44:26.744197Z
"ул. Заслонова, стр. 12",71368327,Открытый Город,New,3285,2020-11-10T08:51:07.746513Z,"Предлагаем однокомнатную квартиру в новом Эко-комплексе Свобода!!! 8 домов сданы и заселены! Квартиры в экологически чистом районе с ремонтом от застройщика. Развитая транспортная развязка, уютные дворы, детские площадки, малоэтажные дома!!! В доме будет установлен лифт!!! Сдача 2 кв 2021 года! Комиссия агентства 0%!!! Для безопасности нахождения на территории комплекса предусмотрена огороженная территория с видеонаблюдением и контрольно-пропускными пунктами для автомобилистов. В доме номер №1 на первом этаже будут располагаться коммерческие помещения для сетевого продуктового магазина, аптеки, управляющей компании для обеспечения жителей всем необходимым в шаговой доступности. Приглашаем на просмотр в удобное для Вас время!!! Помощь в получении ипотеки!!!!",41.3 м²,87932.0,Эко-комплекс «Свобода»,87932.0,Эко-комплекс «Свобода»,651.0,3/4,41.3 м²,41.3,3,12,2994873725,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2994873725,272.0,3 221 400 ₽,78 000 ₽ за м²,78000,3221400,Apartment,2020-11-10T08:51:07.746513Z,78,Listing,,1,1.0,2020-12-10T11:42:06.405125+03:00,2021563922,2020-11-10T11:41:44.084001+03:00,2020-11-23T06:52:37.76936+03:00,3.682,272.0,#008000,Золотая Нива,"1-комн. квартира, 41.3 м², 3/4 эт.",2020-11-23T04:01:38.749152Z
"Новосибирск, улица Залесского, 8/1",10543446,"АН""Недвижимость НСК""",Resale,3285,2020-11-12T05:39:57.754744Z,"Большая трехкомнатная квартира в новом кирпичном доме в шаговой доступности от метро по очень привлекательной цене. Отличное местоположение, мед. академия СГУПС, Городская больница, ни каких занижений, вся стоимость в договоре. Ипотека любых банков.",85 м²,,,,,653.0,2/17,85 м²,85.0,2,5,2999626590,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2999626590,260.0,5 930 000 ₽,69 765 ₽ за м²,69765,5930000,Apartment,2020-11-12T05:39:57.754744Z,78,Listing,,3,3.0,2020-12-12T08:31:17.813152+03:00,2036697221,2020-11-12T08:23:54.389515+03:00,2020-12-04T10:07:41.312248+03:00,1.354,260.0,#FF0000,Заельцовская,"3-комн. квартира, 85 м², 2/17 эт.",2020-12-04T07:17:04.81927Z
"Новосибирск, Автогенная улица, 69",183262990,Агентство недвижимости ЖИЛФОНД,Resale,3285,2020-10-14T04:36:07.340708Z,"Октябрьский район, г.Новосибирск, ул. Автогенная.  УДОБНАЯ 3-комнатная квартира с отличной планировкой в НАСТОЯЩЕМ КИРПИЧНОМ ДОМЕ! Это значит- тепло, отличная звукоизоляция и комфортный микроклимат.<br>Вы по достоинству оцените эту планировку - 4 большие комнаты правильной формы (включая кухню-гостиную) и просторный холл с окном! Легко поддается перепланировке в бОльшее количество комнат  - в квартире 10! окон на 3 стороны света.<br>Ровные стены, идеальная стяжка - минимум затрат на подготовку к косметической отделке.<br>Дом сдан 2015 году -  дал хорошую усадку и все уже давно сделали ремонт. На площадке всего три квартиры! Территория дома огорожена и находится под охраной и видеонаблюдением, имеется наличие большого числа парковочных мест.<br>В десяти метрах от жилого дома находится теплый, охраняемый подземный паркинг, где есть возможность арендовать ( летом 4 т.р., зимой 5 т.р.), либо купить место для Вашего автомобиля (от 250 000 за одно машиноместо)!<br>Подойдет ЛЮБАЯ ФОРМА РАСЧЕТА! Один взрослый собственник, ни обременений, ни занижений, ни опек, просто ЧИСТАЯ ПРОДАЖА! <br>Покажем в любое время, звоните!<br>Возможен обмен на вашу недвижимость.<br>	<br>	При звонке, пожалуйста, сообщите номер варианта - <br>       JV000030070807",110.3 м²,,,,,650.0,8/10,110.3 м²,110.3,8,10,2928057929,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2928057929,265.0,6 590 000 ₽,59 746 ₽ за м²,59746,6590000,Apartment,2020-10-14T04:36:07.340708Z,78,Listing,,3,3.0,2020-12-13T08:37:59.440116+03:00,1996502200,2020-10-14T07:26:44.385146+03:00,2020-11-17T08:30:23.171781+03:00,1.916,265.0,#FF0000,Речной вокзал,"3-комн. квартира, 110.3 м², 8/10 эт.",2020-11-17T05:39:49.294643Z
