address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Россия, Новосибирск, улица Мясниковой, 6/3, подъезд 1",124843517,юлия,Resale,3285,2020-08-31T09:44:13.943762Z,"Я собственник. Продам евро двухкомнатную квартиру в ЖК « Стрижи на Родниках». в 5-ти остановках от метро <br>Удобное месторасположение до центра 15 минут <br>Развитая инфраструктура. <br>Рядом сады, школы, Бассейн, супермаркеты, ТРЦ Голден парк, кинотеатры, автобусная остановка <br>Дом 2017 года постройки, выполнен качественный ремонт. <br>В коридоре керамогранит<br>Во всей квартире ламинат <br>В ванной комнате гидро подогрев пола, и гидро полотенце сушитель. Установлена самая дорогая и надежная инсталляция на момент ремонта<br>Кондиционер, посудомоечная машина, холодильник, стиральная машина, спальный гарнитур и кровать, диван, кухонный гарнитур, духовой шкаф и варочная панель Большая застекленная лоджия, 2 шкафа с полками, обшивка выгонкой,выложена плитка.",35.6 м²,648.0,13/16,35.6 м²,35.6,13,28,2828884812,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2828884812,,3 500 000 ₽,98 315 ₽ за м²,98315,3500000,Apartment,2020-08-31T09:44:13.943762Z,78,Listing,1,1.0,2020-12-20T10:23:54.07222+03:00,2011212892,2020-08-31T12:34:46.938549+03:00,2020-12-09T06:20:31.846091+03:00,,,,,"1-комн. квартира, 35.6 м², 13/16 эт.",2020-12-09T03:29:55.250054Z
"Новосибирск, улица Александра Невского, 4",8644903,Анна,Resale,3285,2020-10-20T16:06:58.278775Z,"Продажа 2-комнатной квартиры ул. Александра Невского, 4<br>Площадь квартиры 55м2 <br>Хороший качественный свежий ремонт.<br>B квартиpе ocтaется вся мебель по желанию покупателя. <br>Перекрытия ж/б<br>Площадь жилая 55/полезная 33/кухня 9.<br>Балкон застеклен.<br>Есть небольшая перепланировка, узаконена. <br>Во дворе детская площадка для детeй. Через дорогу одна из лучших гимназий города - Гимназия #12<br>В ближайшей близости продуктовые магазины, аптеки, мед центры, бассейн Сибирь. <br>До ближайшей остановки транспорта 300м. <br>Документы в порядке. Два взрослых собственника, дети не прописаны. <br>В собственности более 5 лет <br>Подходит под ипотеку !<br>Никаких комиссий нет ! Торг небольшой обсуждаем",55 м²,648.0,3/5,55 м²,55.0,3,12,2944177143,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2944177143,260.0,4 500 000 ₽,81 818 ₽ за м²,81818,4500000,Apartment,2020-10-20T16:06:58.278775Z,78,Listing,2,2.0,2020-12-20T10:24:25.111261+03:00,1989394588,2020-10-20T18:57:35.169479+03:00,2020-11-20T10:24:25.111261+03:00,2.73,260.0,#FF0000,Заельцовская,"2-комн. квартира, 55 м², 3/5 эт.",2020-11-20T07:33:31.846353Z
"Новосибирск, улица Татьяны Снежиной, 46/1",9275131,Сергей,Resale,3285,2020-03-17T13:09:37.589709Z,"Предлагается к продаже уникальная двухкомнатная квартира улучшенной планировки, для большой и дружной семьи. Есть возможность переделать в 3ком. студию.<br>Из окон открывается прекрасный вид на зеленую аллею и детскую площадку.<br>Имеется большой тамбур на две квартиры который можно использовать, как полезную площадь.<br>Вся инфроструктура в шаговой доступности: магазины, супермаркеты, аптеки, школы и дошкольные учреждения, остановки общественного транспорта.<br>Придомовая территория оборудована парковочными местами. <br> т.  -913-750-66-Тридцать три",80 м²,650.0,6/10,80 м²,80.0,6,36,2409858578,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2409858578,,4 650 000 ₽,58 125 ₽ за м²,58125,4650000,Apartment,2020-03-17T13:09:37.589709Z,78,Listing,2,2.0,2020-12-20T10:24:41.400679+03:00,1913434146,2020-03-17T15:31:17.127703+03:00,2020-12-07T14:51:25.30087+03:00,3.484,272.0,#008000,Золотая Нива,"2-комн. квартира, 80 м², 6/10 эт.",2020-12-07T12:01:15.610519Z
"Новосибирск, улица Немировича-Данченко, 141",186619795,Grand 21,Resale,3285,2020-11-27T09:33:13.747568Z,"В продаже 1-комнатная квартира с удачным местоположением - в 10-ти минутах ходьбы от м. Маркса.<br>Отличный вариант как для собственного проживания, так и для сдачи в аренду. В квартире остаётся кухонный гарнитур и практически вся мебель и техника. Пластиковые окна.<br>Квартира очень теплая.<br>Один взрослый собственник, без занижений, мат кап не использовался.<br>Любые варианты расчётов, поможем получить ипотеку по выгодным ставкам.",30 м²,655.0,3/5,30 м²,30.0,3,5,3035994106,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3035994106,267.0,3 010 000 ₽,100 333 ₽ за м²,100333,3010000,Apartment,2020-11-27T09:33:13.747568Z,78,Listing,1,1.0,2020-12-27T12:23:38.795334+03:00,2065470728,2020-11-27T12:23:11.290642+03:00,2020-12-02T05:28:28.569301+03:00,1.2,267.0,#FF0000,Площадь Маркса,"1-комн. квартира, 30 м², 3/5 эт.",2020-12-02T02:37:28.908816Z
"Новосибирск, улица Владимира Высоцкого, 50",192477229,Агентство недвижимости ЖИЛФОНД,Resale,3285,2020-11-24T01:19:40.403007Z,"Октябрьский район, г.Новосибирск, ул. Высоцкого.  ВНИМАНИЕ! <br>УСПЕЙ КУПИТЬ ВЫГОДНО!<br>Предлагается теплая, просторная двухкомнатная квартира с изолированными комнатами на среднем этаже. Окна выходят во двор. <br>Детская площадка для прогулок. Спортивная площадка. Всегда есть место для парковки автомобиля.<br>Дом расположен в тихом, спальном районе.До остановки 5 минут пешком.  Рядом 2 школы, 3 детских сада, супермаркеты, торговые центры.Дом один из первых на МЖК, что дает возможность  выезда с массива без пробок.  <br>Микрорайон один из динамично развивающихся с современной инфраструктурой- супермаркеты, школы, детские сады, бассейн. <br>ПРИГЛАШАЕМ НА ПРОСМОТР!<br>Возможен обмен на вашу недвижимость.<br>	<br>	При звонке, пожалуйста, сообщите номер варианта - <br>       JV002054101434",49.1 м²,650.0,6/7,49.1 м²,49.1,6,13,3028011171,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3028011171,272.0,3 200 000 ₽,65 173 ₽ за м²,65173,3200000,Apartment,2020-11-24T01:19:40.403007Z,78,Listing,2,2.0,2020-12-24T04:10:38.382026+03:00,2027047178,2020-11-24T04:10:14.916319+03:00,2020-11-24T04:10:38.382026+03:00,3.367,272.0,#008000,Золотая Нива,"2-комн. квартира, 49.1 м², 6/7 эт.",2020-11-24T01:19:41.460626Z
"Новосибирская область, Черепановский район, рабочий посёлок Дорогино, Шоссейная улица, 1",175491574,Юлия Родина,Resale,3263,2020-06-02T00:52:56.763628Z,"Продам квартиру. На втором этаже, окна выходят на две стороны. Окна пластиковые. Балкон застеклен. Частично с мебелью. С/у раздельный. Хорошие соседи. Детская площадка. Все в шаговой доступности. Все вопросы по телефону. Собственник",58 м²,,2/5,58 м²,58.0,2,5,2604918009,Sale,/3-komnatnaya-kvartira-na-prodazhu-dorogino-2604918009,,1 400 000 ₽,24 138 ₽ за м²,24138,1400000,Apartment,2020-06-02T00:52:56.763628Z,78,Listing,3,3.0,2020-12-27T12:36:50.440589+03:00,1940350765,2020-06-01T11:41:07.334329+03:00,2020-11-27T12:36:50.440589+03:00,,,,,"3-комн. квартира, 58 м², 2/5 эт.",2020-11-27T09:46:00.262234Z
"Новосибирск, улица Немировича-Данченко, 143",186619795,Grand 21,Resale,3285,2020-11-27T09:46:17.601754Z,"Предлагаем вашему вниманию полноценную однокомнатную квартиру. Выполнен свежий ремонт, окна пластиковые. Заезжай и живи. Остается бонусом шкаф в прихожей и кухонный гарнитур. До метро пл. К. Маркса 10 минут пешком. Ждем на просмотр. Возможен обмен на вашу недвижимость.",31 м²,655.0,4/5,31 м²,31.0,4,5,3036039118,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3036039118,267.0,2 930 000 ₽,94 516 ₽ за м²,94516,2930000,Apartment,2020-11-27T09:46:17.601754Z,78,Listing,1,1.0,2020-12-27T12:37:16.33388+03:00,2065156747,2020-11-27T12:36:40.298199+03:00,2020-12-02T05:28:34.108832+03:00,1.22,267.0,#FF0000,Площадь Маркса,"1-комн. квартира, 31 м², 4/5 эт.",2020-12-02T02:37:35.557908Z
"Новосибирск, улица Адриена Лежена, 25",192477229,Агентство недвижимости ЖИЛФОНД,Resale,3285,2020-11-24T01:33:39.236823Z,"Дзержинский район, г.Новосибирск, ул. Адриена Лежена.  В продаже  2 -ая квартира в одном из лучших домов города! Кирпичная кладка, стены шириной 1 метр. Квартира улучшенной  планировки. Лоджия с остеклением. В квартире выполнен ремонт с использованием качественных материалов.<br>Охраняемая придомовая  территория, круглосуточное видеонаблюдение.<br>Отличная транспортная развязка- метро Золотая Нива,остановки общественного транспорта- маршрутное такси, автобус. <br> Все в шаговой доступности-   торговые центры, магазины, детские сады, школы и другие учебные заведения.<br>Возможен обмен на вашу недвижимость.<br>	<br>	При звонке, пожалуйста, сообщите номер варианта - <br>       JV000020011767",41.7 м²,651.0,1/14,41.7 м²,41.7,1,11,3028033665,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3028033665,272.0,3 900 000 ₽,93 525 ₽ за м²,93525,3900000,Apartment,2020-11-24T01:33:39.236823Z,78,Listing,2,2.0,2020-12-24T04:24:38.713271+03:00,2027419973,2020-11-24T04:24:16.902983+03:00,2020-11-24T04:24:38.713271+03:00,0.685,272.0,#008000,Золотая Нива,"2-комн. квартира, 41.7 м², 1/14 эт.",2020-11-24T01:33:47.120794Z
"Новосибирск, Обская улица, 82",128581768,АН СФЕРА,Resale,3285,2020-11-23T09:32:57.093562Z,"Отличная однокомнатная квартира со свежим ремонтом в новом доме!  Светлая, просторная, удобная планировка. Обременений, опеки - нет.  Один взрослый собственник владеет квартирой менее трех лет. Показ практически в любое время по преварительной договоренности.",46 м²,650.0,2/20,46 м²,46.0,2,19,3026397276,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3026397276,265.0,4 300 000 ₽,93 478 ₽ за м²,93478,4300000,Apartment,2020-11-23T09:32:57.093562Z,78,Listing,1,1.0,2020-12-23T12:23:32.220875+03:00,2022505821,2020-11-23T12:23:04.098715+03:00,2020-11-23T12:23:32.220875+03:00,1.427,265.0,#FF0000,Речной вокзал,"1-комн. квартира, 46 м², 2/20 эт.",2020-11-23T09:32:59.023575Z
"Новосибирск, Кировский район, Затулинский жилмассив, улица Зорге, 68",120597542,Гена,Resale,3285,2020-11-24T18:34:38.048657Z,"Продам замечательную трешку по выгодной цене. В хорошем состоянии, остается прихожая. Без обременений, в собственности более 5 лет, без малолетних детей. Уютный двор с большой парковкой. Продажа срочная, чистая, документы в порядке.",60 м²,655.0,9/9,60 м²,60.0,9,7,3030020896,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3030020896,,3 100 000 ₽,51 667 ₽ за м²,51667,3100000,Apartment,2020-11-24T18:34:38.048657Z,78,Listing,3,3.0,2020-12-24T21:25:37.209983+03:00,2020822177,2020-11-24T21:21:13.084677+03:00,2020-11-24T21:25:37.209983+03:00,,,,,"3-комн. квартира, 60 м², 9/9 эт.",2020-11-24T18:34:40.417102Z
