address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,roadId,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"ул. Заслонова, стр. 9",71368327,Открытый Город,New,3285,2020-01-18T02:23:39.020341Z,"Предлагаем двухкомнатную квартиру-студию в новом Эко-комплексе Свобода!!! 8 домов сданы и заселены! Квартиры в экологически чистом районе с ремонтом от застройщика. Развитая транспортная развязка, уютные дворы, детские площадки, малоэтажные дома!!! В доме будет установлен лифт!!! Сдача 2 кв 2021 года! Комиссия агентства 0%!!! Для безопасности нахождения на территории комплекса предусмотрена огороженная территория с видеонаблюдением и контрольно-пропускными пунктами для автомобилистов. В доме номер №1 на первом этаже будут располагаться коммерческие помещения для сетевого продуктового магазина, аптеки, управляющей компании для обеспечения жителей всем необходимым в шаговой доступности. Приглашаем на просмотр в удобное для Вас время!!!",45.5 м²,87932.0,Эко-комплекс «Свобода»,87932.0,Эко-комплекс «Свобода»,651.0,1/4,45.5 м²,45.5,1,19,2226471372,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2226471372,272.0,3 594 500 ₽,79 000 ₽ за м²,79000,3594500,Apartment,2020-01-18T02:23:39.020341Z,78,Listing,55.0,2,2.0,2020-12-10T11:38:30.821526+03:00,1861009252,2020-01-17T08:44:01.497048+03:00,2020-11-23T06:51:35.520691+03:00,3.683,272.0,#008000,Золотая Нива,"2-комн. квартира, 45.5 м², 1/4 эт.",2020-11-23T04:00:36.761638Z
"Новосибирск, Охотская улица, 88",193498344,Алексей,Resale,3285,2020-11-26T06:58:27.214615Z,"Квартира под чистовую самоотделку. Без обременений, детей, опек и прочего. Быстрый выход на сделку. Занижение. АН просьба не беспокоить, звонить с клиентом.",35 м²,,,,,653.0,4/12,35 м²,35.0,4,5,3033154333,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3033154333,,3 620 000 ₽,103 429 ₽ за м²,103429,3620000,Apartment,2020-11-26T06:58:27.214615Z,78,Listing,,1,1.0,2020-12-26T09:49:25.781847+03:00,2021957503,2020-11-26T08:30:19.311762+03:00,2020-11-26T09:49:25.781847+03:00,,,,,"1-комн. квартира, 35 м², 4/12 эт.",2020-11-26T06:58:28.915095Z
"Новосибирск, улица Краузе, 808",184063293,"Родники, Квартиры - Заходи и живи",New,3285,2020-11-19T08:20:43.844587Z,"3х комнатная квартира-студия,с отделкой ""под ключ"",в новом проекте ""INFININY"" застройщика ООО""Энергомонтаж"".<br>Поможем Вам получить положительное кредитное решение для покупки квартиры Вашей мечты! Наши услуги - 0%",65.3 м²,,,,,648.0,4/14,65.3 м²,65.3,4,10,3017364666,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017364666,,4 150 000 ₽,63 553 ₽ за м²,63553,4150000,Apartment,2020-11-19T08:20:43.844587Z,78,Listing,,3,3.0,2020-12-19T11:11:42.73183+03:00,2043254856,2020-11-19T11:11:12.101206+03:00,2020-11-20T06:38:29.51205+03:00,,,,,"3-комн. квартира, 65.3 м², 4/14 эт.",2020-11-20T03:47:53.140182Z
"Новосибирск, улица Владимира Высоцкого, 62",69655304,Виктория,Resale,3285,2020-11-20T11:32:08.380176Z,"Чистая продажа! <br>Обременений нет, 1 взрослый собственник.<br>Требуется косметический ремонт.<br>Разумный торг уместен.",75.8 м²,,,,,650.0,4/10,75.8 м²,75.8,4,7,3020239578,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3020239578,272.0,3 690 000 ₽,48 681 ₽ за м²,48681,3690000,Apartment,2020-11-20T11:32:08.380176Z,78,Listing,,2,2.0,2020-12-20T14:26:22.801417+03:00,2022093544,2020-11-20T14:20:52.616289+03:00,2020-11-20T14:27:01.076844+03:00,3.544,272.0,#008000,Золотая Нива,"2-комн. квартира, 75.8 м², 4/10 эт.",2020-11-20T11:35:25.854845Z
"Новосибирск, улица Фрунзе, 71/1",30716286,НСН СибЖилКом,Resale,3285,2020-10-14T16:56:15.260166Z,"Чистая продажа!  Квартира с самой лучшей планировкой в этом доме.<br>В продаже  шикарная 2-комнатная квартира ( Холл 18 кв.м, две комнаты по 23 и 24 кв.м , кухня 17 кв.м)  на этаже с улучшенной отделкой (3 верхних этажа) Район с отличной развитой инфраструктурой, в шаговой доступности метро Березовая роща, рядом Сибирский Молл.. Квартира под чистовую отделку и большими  панорамными окнами ,  шикарный вид на город. Показываем в любое время, по договоренности!!!",80 м²,,,,,651.0,18/19,80 м²,80.0,18,10,2930025339,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2930025339,271.0,6 600 000 ₽,82 500 ₽ за м²,82500,6600000,Apartment,2020-10-14T16:56:15.260166Z,78,Listing,,2,2.0,2020-12-15T11:39:23.076835+03:00,2012148460,2020-10-14T19:46:38.18071+03:00,2020-11-27T13:55:36.599237+03:00,0.46,271.0,#008000,Берёзовая роща,"2-комн. квартира, 80 м², 18/19 эт.",2020-11-27T11:05:01.789394Z
"ул. Большевистская, стр. 42",162753784,"Микрорайон «Европейский берег», застройщик Брусника",New,3285,2020-10-15T07:52:06.331118Z,"Квартира с объединенной кухней-гостиной и тремя спальнями в микрорайоне «Европейский Берег». <br>                  ОБЪЯВЛЕНИЕ ОТ ЗАСТРОЙЩИКА<br>Квартиру можно купить онлайн.<br>Трёхкомнатная квартира в ЖК «Европейский Берег» в 15 минутах от метро «Речной вокзал» — это квартира с объединённой кухней-гостиной и тремя спальнями. В «Европейском Береге» можно купить 3-комнатную квартиру с собственной террасой, тёплой лоджией или открытым балконом. В квартирах также спроектированы дополнительные помещения — гардеробные или ниши под хранение, второй санузел, постирочная. Есть особенные квартиры увеличенной площади с несколькими балконами и летними террасами. Купить 3-комнатную квартиру в Октябрьском районе Новосибирска выгодно напрямую от застройщика «Брусника. Сибакадемстрой».<br>На сдаче в 3-комнатных от застройщика «Брусника. Сибакадемстрой» выполнена отделка под чистовую. Установлена надёжная сейф-дверь. В каждой квартире — приборы учёта, радиаторы, розетки и выключатели, разводка отопления и электрики. Стены в студиях оштукатурены. Пол готов к финишному покрытию — ламинату, линолеуму, плитке.<br>ЖК «Европейский Берег» расположен на берегу Оби, между двумя мостами — Коммунальным и Бугринским, 15 минут на автомобиле по улице Большевистской до метро «Речной вокзал». В «Европейском Береге» построено 22 дома и проживает 5 000 семей. Внутри микрорайона расположен детский сад на 320 мест, открыты магазины, аптеки, кафе. Предусмотрено место под строительство школы и второго детского сада.<br>Сейчас в «Европейском Береге» ведётся строительство домов от 6 до 25 этажей на береговой линии ЖК вдоль улицы Владимира Заровного: три закрытых квартала с камерным двором-садом, две башни-доминанты и один сблокированный дом. Под строящимися домами «Европейского Берега» спроектированы подземные паркинги, в цокольных этажах — кладовые помещения. В продаже в ЖК «Европейский Берег» есть квартиры со сдачей в 4 квартале 2020 и 2021.<br>Купить трёхкомнатную квартиру в ЖК «Европейский Берег» в Октябрьском районе Новосибирска выгодно напрямую от застройщика «Брусника. Сибакадемстрой»:<br>— ипотека с отсрочкой платежей на год от ПАО Сбербанк;<br>— беспроцентная рассрочка на 3-комнатные в «Европейском Береге»;<br>— обмен своей квартиры на трёхкомнатную в новостройках на набережной Оби;<br>— возможность заказать отделку и оформить её вместе с 3-комнатной квартирой в ипотеку;<br>— бесплатный юридический сервис по оформлению квартиры.<br>Получить одобрение ипотеки или рассрочку, а также осуществить обмен квартиры можно онлайн. Запишитесь на онлайн презентацию по телефону или на сайте.<br>            № квартиры в нашей базе: НСК20675.",85 м²,23887.0,Микрорайон «Европейский Берег»,23887.0,Микрорайон «Европейский Берег»,650.0,5/7,85 м²,85.0,5,12,2931333732,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2931333732,265.0,6 200 000 ₽,72 941 ₽ за м²,72941,6200000,Apartment,2020-10-15T07:52:06.331118Z,78,Listing,,3,3.0,2020-12-14T14:26:05.620369+03:00,2038344973,2020-10-15T10:42:32.026693+03:00,2020-11-14T14:28:11.487095+03:00,2.997,265.0,#FF0000,Речной вокзал,"3-комн. квартира, 85 м², 5/7 эт.",2020-11-14T11:37:37.080219Z
"ул. Большевистская, стр. 42",162753784,"Микрорайон «Европейский берег», застройщик Брусника",New,3285,2020-10-15T08:01:38.922319Z,"Квартира с объединенной кухней-гостиной и двумя спальнями в микрорайоне «Европейский Берег». <br>                  ОБЪЯВЛЕНИЕ ОТ ЗАСТРОЙЩИКА<br>Квартиру можно купить онлайн.<br>Двухкомнатная квартира в ЖК «Европейский Берег» в 15 минутах от метро «Речной вокзал» — это квартира с объединённой кухней-гостиной и двумя спальнями. В продаже в «Европейском Береге» есть варианты 2-комнатных квартир с террасами, тёплыми лоджиями и балконами. В квартирах также спроектированы дополнительные помещения — гардеробные или ниши под хранение, второй санузел, постирочная. Есть особенные квартиры увеличенной площади с несколькими французскими балконами и большой террасой. Купить двухкомнатную квартиру в Октябрьском районе Новосибирска выгодно напрямую от застройщика «Брусника. Сибакадемстрой».<br>На сдаче в 2-комнатных от застройщика «Брусника. Сибакадемстрой» выполнена отделка под чистовую. Установлена надёжная сейф-дверь. В каждой квартире — приборы учёта, радиаторы, розетки и выключатели, разводка отопления и электрики. Стены в студиях оштукатурены. Пол готов к финишному покрытию — ламинату, линолеуму, плитке.<br>ЖК «Европейский Берег» расположен на берегу Оби, между двумя мостами — Коммунальным и Бугринским, 15 минут на автомобиле по улице Большевистской до метро «Речной вокзал». В «Европейском Береге» построено 22 дома и проживает 5 000 семей. Внутри микрорайона расположен детский сад на 320 мест, открыты магазины, аптеки, кафе. Предусмотрено место под строительство школы и второго детского сада.<br>Сейчас в «Европейском Береге» ведётся строительство домов от 6 до 25 этажей на береговой линии ЖК вдоль улицы Владимира Заровного: три закрытых квартала с камерным двором-садом, две башни-доминанты и один сблокированный дом. Под строящимися домами «Европейского Берега» спроектированы подземные паркинги, в цокольных этажах — кладовые помещения. <br>Купить двухкомнатную квартиру в «Европейском Береге» в Октябрьском районе Новосибирска выгодно напрямую от застройщика «Брусника. Сибакадемстрой»:<br>— ипотека с отсрочкой платежей на год от ПАО Сбербанк;<br>— беспроцентная рассрочка на 2-комнатные в «Европейском Береге»;<br>— обмен своей квартиры на двухкомнатную в новостройках на набережной Оби;<br>— возможность заказать отделку и оформить её вместе с 2-комнатной квартирой в ипотеку;<br>— бесплатный юридический сервис по оформлению квартиры.<br>Получить одобрение ипотеки или рассрочку, а также осуществить обмен квартиры можно онлайн. Запишитесь на онлайн презентацию по телефону или на сайте.<br>            № квартиры в нашей базе: НСК20680.",73.9 м²,23887.0,Микрорайон «Европейский Берег»,23887.0,Микрорайон «Европейский Берег»,650.0,3/7,73.9 м²,73.9,3,12,2931356287,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2931356287,265.0,5 540 000 ₽,74 966 ₽ за м²,74966,5540000,Apartment,2020-10-15T08:01:38.922319Z,78,Listing,,2,2.0,2020-12-14T14:26:05.783072+03:00,2038305190,2020-10-15T10:52:17.016912+03:00,2020-11-14T14:28:11.185333+03:00,2.997,265.0,#FF0000,Речной вокзал,"2-комн. квартира, 73.9 м², 3/7 эт.",2020-11-14T11:37:36.509634Z
"Новосибирск, улица Мясниковой, 30",170275846,Александра,Resale,3285,2020-11-16T07:03:12.370112Z,"Квартира расположена в первой очереди комплекса ""Серная корона"". Отличная планировка две лоджии, гардеробная комната. Площадь указана истинная, без площади лоджии (с площадью лоджии 49 квадратов) <br>С ремонтом",42.4 м²,,,,,648.0,4/13,42.4 м²,42.4,4,10,3009286234,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3009286234,,3 495 000 ₽,82 429 ₽ за м²,82429,3495000,Apartment,2020-11-16T07:03:12.370112Z,78,Listing,,1,1.0,2020-12-16T09:56:09.549033+03:00,2020251290,2020-11-16T09:53:51.066083+03:00,2020-11-29T08:05:33.639442+03:00,,,,,"1-комн. квартира, 42.4 м², 4/13 эт.",2020-11-29T05:14:33.559861Z
"Новосибирск, улица Дуси Ковальчук, 242/1",68836356,ЕВРОДОМ,Resale,3285,2020-10-13T06:22:25.035964Z,"При проектировании дома были учтены все современные требования к дому и к прилегающей территории. В жилом комплексе предусмотрена подземная парковка, детские и спортивные площадки, кладовые.<br>Дом расположен в Заельцовском районе в 900 метрах от метро Заельцовская. Это одно из самых привлекательных мест для проживания в Новосибирске.<br>Самый близкий детский сад (Золотой петушок) расположен прямо перед домом. В пятистах метрах от дома расположены еще три садика (№ 101, 193 и 420).<br>Со школами в жк «Покровский» тоже все хорошо. До средней школы номер 120 идти всего 200 метров. До девятой гимназии пять минут пешком.<br>Взрослая поликлиника расположена в двухстах метрах от дома, до детской поликлиники около 10 минут пешком.<br>Важно отметить, что жилой комплекс находится практически в центре города. В шаговой доступности 2 станции метро. Добраться до площади Ленина (деловой центр Новосибирска) на общественном транспорте, можно менее чем за 20 минут.<br>В ЖК «Покровский» предусмотрен благоустроенный двор для отдыха и прогулок с детьми. Пройдя 600 метров от дома, можно погулять в «Тимирязевском сквере». Немного дальше, 10 — 15 минут пешком, расположен «Нарымский сквер».<br>Менее чем в одном километре от жилого комплекса находится одна из главных достопримечательностей города — Новосибирский Зоопарк.<br>Учитывая, что «Покровский» находится в очень удобном месте, можно говорить о высокой ликвидности жилого комплекса. Квартиры рядом с метро всегда в цене среди жителей Новосибирска и приезжих.<br>Возможен обмен на вашу недвижимость.",43 м²,,,,,653.0,21/24,43 м²,43.0,21,5,2925925415,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2925925415,261.0,2 650 000 ₽,61 628 ₽ за м²,61628,2650000,Apartment,2020-10-13T06:22:25.035964Z,78,Listing,,1,1.0,2020-12-17T09:18:21.035194+03:00,2018791013,2020-10-13T09:07:38.352831+03:00,2020-11-17T09:18:21.035194+03:00,0.917,261.0,#FF0000,Гагаринская,"1-комн. квартира, 43 м², 21/24 эт.",2020-11-17T06:27:27.990911Z
"ул. Мясниковой, стр. 41",1627682,Собственник,New,3285,2020-09-18T06:35:42.103554Z,"Продам студию 27,8 кв. с отличным ремонтом от застройщика (""заходи и живи"" ) по адресу: ул. Мясниковой, 41 в перспективном, успешно развивающемся микрорайоне Родники серия Green, дом стр.601. Сдача дома запланирована на 2 кв. 2021 года, скорей всего будет раньше, до Нового года. Pядом есть вся инфpастpуктуpа, магaзины, оcтaновкa общественного транспорта, детский cад, школа, спортивный комплекс с множеством занятий для детей, Леруа мерлен, Лента и многое другое.                      Торг, не агентство, лично, собственник. Телефон актуален.",28 м²,67715.0,Мкр. «Родники»,67715.0,Мкр. «Родники»,648.0,14/17,28 м²,28.0,14,2,2871601376,Sale,/kvartira-na-prodazhu-novosibirsk-2871601376,,2 700 000 ₽,96 429 ₽ за м²,96429,2700000,Apartment,2020-09-18T06:35:42.103554Z,78,Listing,,Студия,,2020-12-17T09:28:30.70296+03:00,1984540162,2020-09-18T09:26:21.212152+03:00,2020-11-21T11:39:15.719198+03:00,,,,,"Квартира-студия, 28 м², 14/17 эт.",2020-11-21T08:48:56.611951Z
