address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"ул. Дуси Ковальчук, д. 242/1, секция 1-2",77585552,Нина,New,3285,2020-09-12T05:23:37.36193Z,"ЖК «Покровский» находится в месте с удобной транспортной развязкой, позволяющей добраться в любой конец города. ЖК «Покровский» окружает великолепная инфраструктура! В шаговой доступности находятся лучшие магазины города: Бахетле, ТРК Ройял Парк, Магнит, Мария-Ра, Горожанка. В 650 метрах расположена одна из главных достопримечательностей нашего города - Новосибирский Зоопарк.<br>Преимущества ЖК «Покровский»:<br>• Доступная цена для этого района (ниже среднерыночной).<br>• Подземные парковки на 301 машиномест (придомовая и отдельно стоящая трех уровневая)<br>• Кладовые.<br>• Современная и безопасная детская площадка.<br>• Коммерческие помещения на первых этажах<br>• Небольшое количество квартир на площадке.<br>• Закрытая охраняемая территория<br>• 650 метров до станции метро «Заельцовская»",43 м²,39510.0,ЖК «Покровский»,39510.0,ЖК «Покровский»,653.0,2/24,43 м²,43.0,2,6,2857059226,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2857059226,,2 850 000 ₽,66 279 ₽ за м²,66279,2850000,Apartment,2020-09-12T05:23:37.36193Z,78,Listing,1,1.0,2020-12-23T19:16:07.642475+03:00,1997959788,2020-08-25T18:55:49.625133+03:00,2020-11-23T19:16:07.642475+03:00,0.945,261.0,#FF0000,Гагаринская,"1-комн. квартира, 43 м², 2/24 эт.",2020-11-23T16:25:27.806421Z
"Новосибирск, улица Твардовского, 22/6",11562534,Людмила,Resale,3285,2019-03-15T01:01:51.95525Z,"Продается уютная, теплая, светлая квартира - Студия 20 кв.м., мкр ""Березовый"", Первомайского района. г.  Новосибирск<br>Цена подарок - 1 348 000 руб без торга !<br>Квартира расположена на 2 этаже 17 -этажного дома.<br>Отлично подходит для ВАС,Вашей мамы, отца, семье с детьми ,студентам , на сдачу в аренду.<br>Чистый подъезд, всегда работающий лифт и добрые, тихие, добропорядочные соседи.Все собственники.<br>В Студии имеется остекленная лоджия из которой можно сделать уютный кабинет или оранжерею для цветов.<br>Дом находится в отличном техническом состоянии,<br>2014 года постройки.<br>В квартире сделан косметический ремонт, новая сантехника, счетчики в ванной кафель.<br>Замечательный вид из окна - березовая аллейка.<br>Французское окно, светло,санузел совмещенный, в кафеле.<br>Развитая инфраструктура :<br>Благодаря удобному расположению дома, в шаговой доступности<br>супермаркеты: ЯРЧЕ,МАРИЯ - РА, МАГНИТ,  СИТИ, а рядом с домом открылся еще супермаркет МАГНИТ !<br>Множество и маленьких магазинов а так же : школа,садик,поликлиника, больница, медицинский центр, салоны красоты, рынок, ТЦ, Сбербанк, почта, детский театр, стоматология, ЖЭУ, детские площадки, детский садик, Территория благоустроенная, чистая.<br>Рядом сосновый бор, водоемы, озеро ,река, , коттеджный поселок .<br>До остановка 5 минут пешком<br>До Электрички -5 минут езды на транспорте (Матвеевка)<br>До Метро Речной вокзал -20-30 минут езды,если без пробок.<br>Отличная транспортная развязка.<br>Автобусы: №54 ,№20 , №68, №69. №20<br>Маршрутки: №1, №68, №69, №74, №350, №50.<br>Транспорт во все стороны города каждые 5 минут.<br>Можно под ипотеку, наличный расчет. Рассматриваем все варианты.<br>Не упустите свой шанс,убедитесь сами, возможно эта Ваша квартира, которая ищет такого хозяина как ВЫ !<br>Цена 1 348 000 руб без торга.<br>Оставим всю мебель и бытовую технику если нужно..<br>Квартира никогда никому не сдавалась, хорошая энергетика<br>Комиссия покупателю О%<br>УСПЕЙ КУПИТЬ КВАРТИРУ СЕЙЧАС !<br>По социологическим прогнозам квартиры скоро подорожают на 20 %.<br>Звоните по указанному номера телефона или пишите в личное сообщение.<br>г. Новосибирск",20 м²,,,,,657.0,2/17,20 м²,20.0,2,16,1133899210,Sale,/kvartira-na-prodazhu-novosibirsk-1133899210,265.0,1 348 000 ₽,67 400 ₽ за м²,67400,1348000,Apartment,2019-03-15T01:01:51.95525Z,78,Listing,Студия,,2020-12-25T17:39:01.74792+03:00,1710467743,2019-03-15T01:48:13.087125+03:00,2020-12-05T19:32:22.351316+03:00,,,,,"Квартира-студия, 20 м², 2/17 эт.",2020-12-05T16:41:50.134139Z
"Новосибирская область, Новосибирский район, село Криводановка, Микрорайон, 11Б",61734665,Агентство недвижимости «НИАН»,Resale,3258,2020-09-22T02:26:24.137642Z,"Задаток !!! Подается большая 1-комнатная квартира 41 м2, в хорошем состоянии, в тихом месте, инфраструктура развита школа, детский сад в шаговой доступности. Теплая, чистая, уютная, очень светлая квартира. Кухня 10 м2 с выходом на лоджию.Комната 21,53 м2 с 2 окнами.  Остается кухонный гарнитур, шкаф в прихожей, душевая кабина.1 собственник, чистая продажа. удачное расположение - центр",41.5 м²,,,,,,2/5,41.5 м²,41.5,2,12,2880014025,Sale,/1-komnatnaya-kvartira-na-prodazhu-krivodanovka-2880014025,,2 150 000 ₽,51 807 ₽ за м²,51807,2150000,Apartment,2020-09-22T02:26:24.137642Z,78,Listing,1,1.0,2020-12-23T12:20:48.232232+03:00,1991254479,2020-09-22T05:17:00.517895+03:00,2020-12-01T06:11:38.169078+03:00,,,,,"1-комн. квартира, 41.5 м², 2/5 эт.",2020-12-01T03:21:05.551981Z
"Новосибирск, Бронная улица, 35",123576593,Андрей Никифоров,Resale,3285,2020-04-14T01:02:39.674159Z,"В квартире сделан ремонт ,хорошая планировка,панорамный вид из окна,чистый воздух,рядом остановка,магазины,транспорт,деткий сад,школа,парк,недалеко река и обское море",41 м²,,,,,655.0,13/18,41 м²,41.0,13,11,2484431662,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2484431662,,2 500 000 ₽,60 976 ₽ за м²,60976,2500000,Apartment,2020-04-14T01:02:39.674159Z,78,Listing,1,1.0,2020-12-25T02:04:33.351068+03:00,1903753458,2020-04-13T08:04:09.646284+03:00,2020-12-04T13:37:24.500977+03:00,,,,,"1-комн. квартира, 41 м², 13/18 эт.",2020-12-04T10:46:46.845321Z
"Новосибирск, улица Ключ-Камышенское Плато",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-11-23T02:33:56.359899Z,"В продаже уютная, светлая, очень теплая и просторная однокомнатная квартира. Выполнен ремонт, натяжные потолки, в ванной комнате, на кухне, в коридоре на полу-плитка. Выделена зона под гардеробную, зонирована спальня. Большая застекленная лоджия, обшита вагонкой. Рядом с домом сосновый бор, горнолыжный комплекс Иня, новая современная школа № 155, 2 детских сада, Планетарий, отделения банков, аптеки, продуктовые магазины, спортивный комплекс Спарта, остановки общественного транспорта и т.д. Ухоженный двор, парковочные места. <br> Чистая продажа. Возможна покупка по ипотеке. 1 собственник.<br>Приобретая эту квартиру, вы бесплатно получаете Гарантийный сертификат в соответствии с Положением О гарантийных обязательствах. Подробности вы можете узнать по телефону.. Номер в базе: 4983847. Район: Октябрьский.",37.5 м²,,,,,650.0,4/12,37.5 м²,37.5,4,16,3025627545,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3025627545,,2 900 000 ₽,77 333 ₽ за м²,77333,2900000,Apartment,2020-11-23T02:33:56.359899Z,78,Listing,1,1.0,2020-12-23T05:24:54.164728+03:00,2040240940,2020-11-23T05:24:27.509653+03:00,2020-12-02T19:32:50.759799+03:00,,,,,"1-комн. квартира, 37.5 м², 4/12 эт.",2020-12-02T16:42:39.023278Z
"Новосибирск, улица Тимирязева, 89",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-11-23T02:33:56.232696Z,"В продаже прекрасная трехкомнатная квартира-студия в красивом и качественном доме от компании Русь. Укомплектована всей необходимой мебелью и техникой. Квapтира очень тёплaя, на полу кафельная плитка и ламинат высокого качества, лоджии в каждой комнате. У дома cвоя хорошая управляющая компания, следят за домом и заботятся о жильцах. Квартира продается со всей мебелью и техникой. Чистая продажа , обременений нет. Также с квартирой можно приобрести место в подземном паркинге. В шаговой доступности школы № 172, 24, 120 и детские сады № 59,312,330, различные магазины, Тимирязевский сквер, Дендропарк, Зоопарк. Документы готовы к продаже. Рассмотрим покупателей по ипотеке и/или с материнским капиталом. Поможем получить кредитное решение с преференцией от компании. Полное юридическое сопровождение. Приглашаем на просмотр!!!. Номер в базе: 3112408. Район: Заельцовский.",84.9 м²,,,,,653.0,1/10,84.9 м²,84.9,1,20,3025627537,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3025627537,260.0,11 000 000 ₽,129 564 ₽ за м²,129564,11000000,Apartment,2020-11-23T02:33:56.232696Z,78,Listing,3,3.0,2020-12-23T05:24:54.202382+03:00,2040033072,2020-11-23T05:24:28.08651+03:00,2020-11-23T05:24:54.202382+03:00,0.975,260.0,#FF0000,Заельцовская,"3-комн. квартира, 84.9 м², 1/10 эт.",2020-11-23T02:33:59.485328Z
,127451934,ООО Строительная фирма Проспект,New,3246,2020-08-26T15:20:57.266024Z,"Начало строительства – июнь 2018 года.<br>Ввод в эксплуатацию – 2 квартал 2021 года.<br>Высота потолка – 2,7м.<br>Остекление лоджий – алюминиевые витражи.<br>Отапливаемое техническое помещение (чердак)<br>Окна из ПВХ профилей с двухкамерными стеклопакетами<br>Жилой дом будет оснащен малошумными лифтами OTIS<br>В местах общего пользования и придомовой территории предусмотрено видеонаблюдение.<br>Отделка мест общего пользования в доме предусмотрена по дизайн-проекту с установкой входных дверей в квартиры повышенной надежности.<br>Проектом предусмотрено благоустройство прилегающей территории, озеленение с устройством газонов и высадкой кустарников и деревьев.<br>Во дворе дома запланированы современные детские и спортивные площадки, а также места для отдыха.<br>В доме предусмотрены коммерческие помещения под различные магазины, салоны красоты, аптеки и другое.<br>В микрорайоне Никольский ген. планом предусмотрено два современных детских сада и общеобразовательная школа с бассейном.",108 м²,89404.0,Мкр. «Никольский»,89404.0,Мкр. «Никольский»,,12/17,108 м²,108.0,12,6,2818343035,Sale,/4-komnatnaya-kvartira-na-prodazhu-koltsovo-2818343035,,7 884 000 ₽,73 000 ₽ за м²,73000,7884000,Apartment,2020-08-26T15:20:57.266024Z,78,Listing,4,4.0,2020-12-25T18:09:52.649873+03:00,2012083030,2020-08-26T18:07:43.363308+03:00,2020-11-28T08:26:33.276979+03:00,,,,,"4-комн. квартира, 108 м², 12/17 эт.",2020-11-28T05:36:00.862534Z
"Новосибирск, улица Фадеева, 66/2, подъезд 2",3044820,АН MetroPolis,Resale,3285,2020-10-22T08:20:12.574043Z,"Отличная 1к квартира в современном доме. Из окон открывается отличный вид на город и лес. Качественный ремонт в нейтральных тонах. В подъезде два лифта грузовой и пассажирский, колясочная, видеонаблюдение. Лоджия застеклена. Все социально-значимые объекты в пешей доступности. Микрорайон с хорошо развитой инфраструктурой. В пяти минутах ходьбы остановки общественного транспорта во все направления города. Открытый двор без машин, оборудованный детской площадкой и наземным паркингом.",36 м²,,,,,648.0,17/17,36 м²,36.0,17,26,2948202352,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2948202352,,2 890 000 ₽,80 278 ₽ за м²,80278,2890000,Apartment,2020-10-22T08:20:12.574043Z,78,Listing,1,1.0,2020-12-23T12:48:27.560307+03:00,2034897565,2020-10-22T11:10:51.463225+03:00,2020-11-23T13:03:32.382873+03:00,4.837,260.0,#FF0000,Заельцовская,"1-комн. квартира, 36 м², 17/17 эт.",2020-11-23T10:12:57.208277Z
"Новосибирск, Каменская улица, 22",80979479,"АН ""ФОРУМ""",Resale,3285,2020-11-25T07:43:26.217465Z,"ПО ОБЪЕКТУ ВНЕСЕН ЗАДАТОК! Квартира в центре города в кирпичном доме. Развитая инфраструктура, театр Оперы и балета,молодежный театр Глобус , Первомайский сквер, т.ц Аура, и многое другое,во дворе дома школа,детский сад, транспортная развязка в любую точку города, в 2-х минутах ходьбы станция метро Площадь Ленина. Качественный ремонт с выравниванием стен и потолков. Был произведен ремонт крыши два года назад. Окна на две стороны. Один собственник. Обременений нет.",48 м²,,,,,649.0,5/5,48 м²,48.0,5,19,3030934777,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3030934777,263.0,3 600 000 ₽,75 000 ₽ за м²,75000,3600000,Apartment,2020-11-25T07:43:26.217465Z,78,Listing,2,2.0,2020-12-25T10:34:24.502103+03:00,2037335686,2020-11-25T10:33:34.427007+03:00,2020-11-30T10:33:18.707416+03:00,0.639,263.0,#FF0000,Площадь Ленина,"2-комн. квартира, 48 м², 5/5 эт.",2020-11-30T07:42:48.681439Z
"Новосибирск, Красный проспект, 305/1",6704056,Агентство Недвижимости,Resale,3285,2020-11-25T07:44:19.544559Z,"ДОМ СДАН!!!<br>РЕАЛЬНЫЙ ВАРИАНТ!!!<br>Продаётся 1 комнатная квартира в ЖК ""Северная корона"", дешевле чем у застройщика!<br>Выполнен первоначальный, хороший ремонт (половые покрытия, лоджия остеклена, обои, кафель). Не меблирована.<br>ЖК ""Северная корона"" находится  в микрорайоне с развитой инфраструктурой, в шаговой доступности находится несколько детсадов, школ, больниц. Недалеко находится крупные торговые центра: Леруа Мерлен, Лента. Также в шаговой доступности и другие продовольственные магазины. 3 минуты пешком до остановки общественного транспорта.<br>Подходит под ипотеку и мат капитал!",41.5 м²,,,,,653.0,17/17,41.5 м²,41.5,17,1,3030938802,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3030938802,,3 050 000 ₽,73 494 ₽ за м²,73494,3050000,Apartment,2020-11-25T07:44:19.544559Z,78,Listing,1,1.0,2020-12-25T10:35:07.96572+03:00,2038128908,2020-11-25T10:34:38.805353+03:00,2020-11-25T10:35:07.96572+03:00,,,,,"1-комн. квартира, 41.5 м², 17/17 эт.",2020-11-25T07:44:27.91741Z
