address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, Бронная улица, 39/1",6860078,"АН ""СОЛНЦЕГРАД""",Resale,3285,2020-11-27T08:18:03.248602Z,Студия без балкона.,33 м²,655.0,9/10,33 м²,33.0,9,0,3035809690,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3035809690,,1 600 000 ₽,48 485 ₽ за м²,48485,1600000,Apartment,2020-11-27T08:18:03.248602Z,78,Listing,1,1.0,2020-12-27T11:09:00.994943+03:00,2028364998,2020-11-27T11:08:40.339993+03:00,2020-11-27T11:09:00.994943+03:00,,,,,"1-комн. квартира, 33 м², 9/10 эт.",2020-11-27T08:18:06.096646Z
"Новосибирск, Кубовая улица, 96",152810530,Центральное агентство недвижимости,Resale,3285,2020-05-11T01:40:52.998956Z,"В продаже очень теплая, полноценная 2-комнатная квартира в новом кирпичном доме в Микрорайоне  Стрижи .<br>В санузле сделан ремонт, остальная часть квартиры под самоотделку. Охраняемая территория, видеонаблюдение. Перед домом детская площадка, фонтан,  до детского сада 100 метров. Рядом магазины Ярче, Магнит, Пятерочка, остановка общественного транспорта в двух минутах ходьбы.<br>Без обременений, никто не прописан, не проживает, документы готовы к сделке, подходит под любые виды расчетов.<br>При звонке, пожалуйста, назовите номер объявления - 196 972<br>Консультируем подробно по телефону.",47 м²,653.0,1/10,47 м²,47.0,1,9,2550644439,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2550644439,,3 490 000 ₽,74 255 ₽ за м²,74255,3490000,Apartment,2020-05-11T01:40:52.998956Z,78,Listing,2,2.0,2020-12-20T05:15:14.868403+03:00,1920910358,2020-05-10T16:31:35.798583+03:00,2020-11-30T15:43:06.099155+03:00,,,,,"2-комн. квартира, 47 м², 1/10 эт.",2020-11-30T12:55:11.963952Z
"Новосибирск, улица Лобачевского, 71/1",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-10-19T11:35:49.811901Z,"Предлагается к продаже полноценная двухкомнатная квартира в ЖК ""Начало мая"" от гк ""Стрижи"". В 100 метрах школа № 51 и детский сад. В квартире выполнен качественный ремонт. На полу ламинат, в коридоре плитка. В ванной комнате и туалете кафель от пола до потолка. Натяжные потолки по всей квартире. Мебель в стоимость не входит, возможна продажа за доп. плату. Жилой комплекс находится в районе с развитой инфраструктурой, недалеко от деловой части города и центральных районов. Комплекс окружен скверами и парками, рядом – озеро Жемчужина Сибири и Заельцовский бор.<br>Звоните! С удовольствием покажем квартиру! Помощь в получении положительного ипотечного решения с преференцией (скидкой) компании «Этажи». Покупая эту квартиру, Вы БЕСПЛАТНО получаете ""ГАРАНТИЙНЫЙ СЕРТИФИКАТ"" (финансовые гарантии Агентства недвижимости на полную стоимость объекта).. Номер в базе: 4758713. Район: Заельцовский.",57.8 м²,653.0,2/13,57.8 м²,57.8,2,20,2941118619,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2941118619,,4 500 000 ₽,77 855 ₽ за м²,77855,4500000,Apartment,2020-10-19T11:35:49.811901Z,78,Listing,3,3.0,2020-12-18T16:14:30.660353+03:00,2040887221,2020-10-19T14:19:34.159041+03:00,2020-12-08T10:11:50.160251+03:00,,,,,"3-комн. квартира, 57.8 м², 2/13 эт.",2020-12-08T07:21:34.396305Z
"Новосибирск, Дачная улица, 25/4",136058278,Галия,Resale,3285,2020-11-20T10:11:51.295974Z,"Однокомнатная квартира. Возможен торг. Качественный ремонт. Пластиковые окна, натяжные потолки, дом кирпичный,  очень тёплый, счётчики стоят. Продаётся вместе с кухней. Рядом садики, школа, метро Заельцовская 7 минут, Тимирязевский парк, зоопарк, ботанический сад.",21 м²,653.0,5/5,21 м²,21.0,5,6,3019993961,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3019993961,260.0,2 200 000 ₽,104 762 ₽ за м²,104762,2200000,Apartment,2020-11-20T10:11:51.295974Z,78,Listing,1,1.0,2020-12-20T13:03:15.097109+03:00,2019929648,2020-11-20T13:01:42.256489+03:00,2020-11-20T13:04:18.218907+03:00,0.872,260.0,#FF0000,Заельцовская,"1-комн. квартира, 21 м², 5/5 эт.",2020-11-20T10:13:19.095268Z
"Новосибирск, 2-я Обская улица, 154",121351097,aiinewhomes,Resale,3285,2020-11-17T16:30:16.002933Z,"Предлагается Вашему вниманию отличная просторная 3-х комнатная студия в ЖК ""Марсель"", расположенном в одном из самых живописных тихих уголков новосибирского правобережья – у реки Обь.<br>Очень теплая и светлая,с большими окнами и высокими потолками 2,9 м.<br>В квартире выполнен современный, дорогостоящий ремонт по дизайн проекту в стиле<br> « лофт » с очень удобной перепланировкой.<br> Во всех комнатах установлен программируемый теплый пол, на полу уложен итальянский кафель, произведена замена радиаторов.<br>В каждой комнате проведен кондиционер и в одной из них дополнительно установлен бризер с системой очистки воздуха. Имеется отдельная просторная гардеробная комната.<br>При продаже покупателю в подарок остается:<br>Два кондиционера, бризер,<br>Кухонный гарнитур с встроенной бытовой техникой: духовой шкаф с функцией микроволновой<br>Печи Siemens, пароварка Siemens, холодильник Liebherr, посудомоечная машина.<br>Двуспальная кровать. Шкаф в виде телефонной будки из массива натурального дерева, изготовленный по индивидуальному заказу, подвесное кресло-качеля. Бойлер, зеркало с подсветкой, вместительный настенный шкаф в ванной комнате. Видеодомофон, сигнализация.<br>Очень удачное месторасположение дома: в 15 минутах ходьбы от станции метро ""Речной вокзал. На автомобиле Вам не нужно выезжать на ул Большевистскую ,т.к. есть 2-обская улица, 10 мин и вы в центре. В шаговой доступности детские сады, школа, тц ""Гиперон"", ""Лента"". Так же есть собственный пляж, посты охраны, видеонаблюдения, открытый и подземный паркинг, своя котельная (всегда с горячей водой и теплом), благоустроенная придомовая территория с современными детскими модулями,волейбольная площадка, каток. Из окон открывается прекрасный вид на Обь . Территория отдалена от шума и суеты Большевички.",65 м²,650.0,5/20,65 м²,65.0,5,39,3013327939,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3013327939,265.0,7 650 000 ₽,117 692 ₽ за м²,117692,7650000,Apartment,2020-11-17T16:30:16.002933Z,78,Listing,3,3.0,2020-12-17T19:21:43.895826+03:00,2039622776,2020-11-17T19:20:36.224572+03:00,2020-12-03T12:58:51.346892+03:00,1.821,265.0,#FF0000,Речной вокзал,"3-комн. квартира, 65 м², 5/20 эт.",2020-12-03T10:07:56.007547Z
"Новосибирская область, Искитимский район, рабочий поселок Линёво, улица Первопроходцев",92955393,а н Меркурий,Resale,3260,2020-04-30T00:29:40.068846Z,"Квартира очень теплая, светлая. Сделан хороший качественный ремонт, делали для себя. Есть перепланировка (узаконена). Продажа в связи с переездом в другой город.Торг возможен.",59 м²,,3/5,59 м²,59.0,3,10,2522475810,Sale,/3-komnatnaya-kvartira-na-prodazhu-linevo-2522475810,,2 450 000 ₽,41 525 ₽ за м²,41525,2450000,Apartment,2020-04-30T00:29:40.068846Z,78,Listing,3,3.0,2020-12-20T13:08:56.675227+03:00,1919664296,2020-04-29T10:14:30.997394+03:00,2020-12-07T10:28:32.575475+03:00,,,,,"3-комн. квартира, 59 м², 3/5 эт.",2020-12-07T07:44:38.139408Z
"Новосибирская область, Бердск, микрорайон Северный, 21",75975028,Агентство недвижимости «Жилфонд»,Resale,3279,2020-08-27T11:04:53.051604Z,"Бердск район, г.Бердск, ул. Северный микрорайон.  Продается отличная уютная и теплая квартира в тихом районе г.Бердска. В квартире все комнаты изолированные, сан.узел раздельный, застекленная лоджия. Верхний этаж уменьшает наличие соседей. Спальня 14,8 кв.м, детская 13,9 кв.м, зал 18 кв.м., большой коридор, просторная кухня. Во дворе дома новый детский сад, несколько школ в шаговой доступности, в доме магазин Магнит. Так же, в шаговой доступности много магазинов, рынок, транспортная развязка в сторону Новосибирска.<br>Приглашаем на просмотр.",76.3 м²,,8/8,76.3 м²,76.3,8,14,2820298534,Sale,/3-komnatnaya-kvartira-na-prodazhu-berdsk-2820298534,,3 800 000 ₽,49 803 ₽ за м²,49803,3800000,Apartment,2020-08-27T11:04:53.051604Z,78,Listing,3,3.0,2020-12-19T14:16:31.823556+03:00,2002752614,2020-08-27T13:55:19.398521+03:00,2020-11-20T00:06:23.853282+03:00,,,,,"3-комн. квартира, 76.3 м², 8/8 эт.",2020-11-19T21:16:04.657838Z
"Новосибирск, Красный проспект, 220к7",30653976,Перспектива24-Новосибирск,Resale,3285,2020-11-20T10:20:14.824842Z,"В продаже полноценная двухкомнатная квартира в ЖК ""Лев Толстой""<br>Общая площадь квартиры 61м2, жилая площадь 38,2м2, площадь кухни 12,7м2<br>Метро в 900м 10 минут пешком<br>Квартира под самоотделку.<br>Развита инфраструктура<br>Шикарный вариант, фото добавлю позже<br>Такие варианты у застройщика проданы, цена их 7 300 000<br>Приглашаем на просмотр в любой день!<br>Объект №74415",61 м²,653.0,4/10,61 м²,61.0,4,9,3020017140,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3020017140,260.0,6 949 000 ₽,113 918 ₽ за м²,113918,6949000,Apartment,2020-11-20T10:20:14.824842Z,78,Listing,2,2.0,2020-12-20T13:11:13.250524+03:00,2037977438,2020-11-20T13:10:47.817444+03:00,2020-12-01T08:32:06.709692+03:00,1.142,260.0,#FF0000,Заельцовская,"2-комн. квартира, 61 м², 4/10 эт.",2020-12-01T05:42:22.982617Z
"Новосибирск, Калининский район, микрорайон Юбилейный, улица Макаренко, 22",75975028,Агентство недвижимости «Жилфонд»,Resale,3285,2020-05-16T00:59:24.09275Z,"Калининский район, г.Новосибирск, ул. Макаренко.  В продаже двухкомнатная квартира улучшенной планировки на комфортном 4-ем этаже.<br>Комнаты изолированные, санузел раздельный, кладовка, большая лоджия 3,6 кв м.<br>Все необходимое для комфортной жизни находится  в шаговой доступности- магазины ( Ярче, Пятерочка и много других), детский оздоровительный центр Акватория, 3 школы, 3 детских сада, остановки общественного транспорта.<br>В квартире требуется ремонт.<br>Подходит под любые формы расчета.<br>Звоните, договоримся о просмотре!",55.2 м²,648.0,4/9,55.2 м²,55.2,4,12,2562239885,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2562239885,,3 200 000 ₽,57 971 ₽ за м²,57971,3200000,Apartment,2020-05-16T00:59:24.09275Z,78,Listing,2,2.0,2020-12-19T14:16:57.40632+03:00,1938555235,2020-05-15T13:42:09.165949+03:00,2020-11-19T14:16:57.40632+03:00,,,,,"2-комн. квартира, 55.2 м², 4/9 эт.",2020-11-19T11:26:29.69468Z
"Новосибирск, улица Доватора, 35/2",75975028,Агентство недвижимости «Жилфонд»,Resale,3285,2020-11-19T11:26:24.499154Z,"Дзержинский район, г.Новосибирск, ул. Доватора.  Продается 2-комнатная квартира на самом удобном 3 этаже 5-этажного панельного дома. В квартире выполнен ремонт, окна пластиковые, потолки натяжные, в санузлах кафель, на полу линолеум. Комнаты изолированные, санузел раздельный, окна на две стороны.<br>Дом расположен очень удачно. Рядом остановка транспорта, школа и детский сад рядом с домом, в непосредственной близости множество магазинов и торговых центров и всё, что необходимо для комфортного проживания. Дом находится внутри квартала, что обеспечивает вам отсутствие пыли и шума.<br>Возможен прямой обмен на 2,3-комнатную квартиру на Никитинском жилмассиве.<br>Квартира без обременений, подходит под все виды расчета. Звоните, покажем в удобное для вас время!",43.1 м²,651.0,3/5,43.1 м²,43.1,3,17,3017851119,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017851119,272.0,3 350 000 ₽,77 726 ₽ за м²,77726,3350000,Apartment,2020-11-19T11:26:24.499154Z,78,Listing,2,2.0,2020-12-19T14:17:01.538732+03:00,2034294366,2020-11-19T14:16:36.968824+03:00,2020-11-28T12:18:05.520752+03:00,1.77,272.0,#008000,Золотая Нива,"2-комн. квартира, 43.1 м², 3/5 эт.",2020-11-28T09:27:35.169337Z
"Новосибирск, Советский район, микрорайон Академгородок, улица Иванова, 33",75975028,Агентство недвижимости «Жилфонд»,Resale,3285,2020-11-19T11:26:53.804101Z,"Советский район, г.Новосибирск, ул. Иванова.  В продаже трехкомнатная квартира в Нижней зоне Академгородка, рядом с военным училищем. Квартира в хорошем состоянии, комнаты раздельные, есть балкон и лоджия. Покупателю остается мебель. <br>Рядом с домом остановки общественного транспорта, супермаркеты, аптеки, школа, садики. До станции Сеятель 10 минут пешком ( комфортно добираться до Новосибирска), лес для прогулок рядом с домом. <br>Чистая продажа, документы готовы к сделке.<br>Звоните, договоримся на просмотр!",59.9 м²,656.0,6/10,59.9 м²,59.9,6,17,3017853731,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017853731,,4 650 000 ₽,77 629 ₽ за м²,77629,4650000,Apartment,2020-11-19T11:26:53.804101Z,78,Listing,3,3.0,2020-12-19T14:17:02.005051+03:00,2034461615,2020-11-19T14:16:34.807749+03:00,2020-11-19T14:17:02.005051+03:00,,,,,"3-комн. квартира, 59.9 м², 6/10 эт.",2020-11-19T11:27:02.409254Z
"Новосибирская область, Бердск, улица Максима Горького, 2",75975028,Агентство недвижимости «Жилфонд»,Resale,3279,2020-11-19T11:26:18.583979Z,"Бердск район, г.Бердск, ул. Максима Горького.  В продаже 5-ти комнатная уютная квартира в центре Бердска. Кухня-гостинная    17кв.м    и     5 изолированных комнат   ( 11, 11, 29, 10, 9 кв.м).<br>Остается кухонный гарнитур с встроенной техникой  и мебель по договоренности. Лоджия застекленна, балкон открыт. Окна в квартире выходят на обе стороны дома.<br> Дом находиться в центре Бердска, рядом 3 садика, 3 школы в шаговой доступности,парк Горького,  остановка электрички в районе 5 минут ходьбы. Остановки маршруток  до академгородка и г.Новосибирска в 2 минутах ходьбы.",113 м²,,5/9,113 м²,113.0,5,11,3017850586,Sale,/5-komnatnaya-kvartira-na-prodazhu-berdsk-3017850586,,5 000 000 ₽,44 248 ₽ за м²,44248,5000000,Apartment,2020-11-19T11:26:18.583979Z,78,Listing,5,5.0,2020-12-19T14:17:02.257862+03:00,2034613411,2020-11-19T14:16:35.87678+03:00,2020-11-19T14:17:02.257862+03:00,,,,,"5-комн. квартира, 113 м², 5/9 эт.",2020-11-19T11:26:43.868915Z
