address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирская область, Новосибирский район, село Криводановка, Микрорайон, 25А",15863920,Наталья,Resale,3258,2020-12-08T17:10:10.204905Z,"Продаётся 3х комнатная квартира в центре села с хорошим ремонтом. Два санузла, две остекленные большие лоджии. Установлены теплый пол и водонагреватель. Высота потолка 3м.",100 м²,,2/4,100 м²,100.0,2,13,3061920347,Sale,/3-komnatnaya-kvartira-na-prodazhu-krivodanovka-3061920347,,7 000 000 ₽,70 000 ₽ за м²,70000,7000000,Apartment,2020-12-08T17:10:10.204905Z,78,Listing,3,3.0,2021-01-07T20:01:09.416074+03:00,2062091569,2020-12-08T20:00:45.761395+03:00,2020-12-08T20:01:09.416074+03:00,,,,,"3-комн. квартира, 100 м², 2/4 эт.",2020-12-08T17:10:10.833658Z
"Новосибирск, Военная улица, 9/2",11212693,галина,Resale,3285,2020-06-13T02:04:06.331887Z,Продам 2х квартиру в жилом комплексе Европейский напротив ТРЦ АУРА Территория комплекса огорожена красивым железным забором кругом цветы зелень детские площадки в подъезде круглосуточно находится консьерж На против дома ТРЦ АУРА где много магазинов кинотеатров Супермаркет ОКЕЙ Дом находится недалеко от метро Октябрьская и площадь Ленина Квартира продается в чистой продаже возможна ипотека а также возможен обмен на квартиру меньшей площади или на квартиру в новостройке с Вашей доплатой,66 м²,650.0,8/17,66 м²,66.0,8,32,2634995734,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2634995734,264.0,6 200 000 ₽,93 939 ₽ за м²,93939,6200000,Apartment,2020-06-13T02:04:06.331887Z,78,Listing,2,2.0,2021-01-06T06:37:46.179914+03:00,1939011993,2020-06-12T10:29:07.572964+03:00,2020-12-07T06:37:46.179914+03:00,1.043,264.0,#FF0000,Октябрьская,"2-комн. квартира, 66 м², 8/17 эт.",2020-12-07T03:46:49.92182Z
"Новосибирская область, рабочий посёлок Кольцово, Рассветная улица, 5",31696013,Кольцовская Служба Недвижимости,Resale,3246,2020-12-07T03:50:49.123406Z,Предлагается к продаже 3-комнатная полногабаритная квартира в новом кирпичном доме.<br>Хороший качественный ремонт!<br>Большие просторные комнаты!<br>Окна выходят на три стороны!<br>Два сан/узла!<br>В цене квартиры остается кухонный гарнитур и мебель в ванной!,89 м²,,4/9,89 м²,89.0,4,19,3057454097,Sale,/3-komnatnaya-kvartira-na-prodazhu-koltsovo-3057454097,,8 400 000 ₽,94 382 ₽ за м²,94382,8400000,Apartment,2020-12-07T03:50:49.123406Z,78,Listing,3,3.0,2021-01-06T06:41:47.471275+03:00,2059193860,2020-12-07T06:41:21.432316+03:00,2020-12-07T08:00:06.67071+03:00,,,,,"3-комн. квартира, 89 м², 4/9 эт.",2020-12-07T05:09:30.688242Z
"Новосибирск, Советский район, микрорайон Академгородок, Академическая улица, 19",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-12-07T18:42:42.271625Z,"Предлагаем вашему вниманию просторную трехкомнатную квартиру в четырехэтажном доме. Дом расположен на одной из самых «зеленых» улиц Академгородка – Академической.<br>Прописка относится к Лицею 130. Неподалеку начинается Ботанический сад и район коттеджей - шикарное место для прогулок в любое время года. В шаговой доступности НГУ, магазины и остановки общественного транспорта. Около дома всегда найдется свободное парковочное место. Отличный район, добропорядочные соседи, благоустроенный двор. Квартира имеет большую площадь (63 м2). В квартире частично выполнен косметический ремонт. <br>Приглашаем на просмотр! Бесплатно и быстро поможем в получении ипотечного решения! Звоните!!!. Номер в базе: 5048491. Район: Советский.",63 м²,656.0,4/4,63 м²,63.0,4,12,3059689782,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3059689782,,5 300 000 ₽,84 127 ₽ за м²,84127,5300000,Apartment,2020-12-07T18:42:42.271625Z,78,Listing,3,3.0,2021-01-06T21:33:39.080271+03:00,2072601417,2020-12-07T21:33:09.123468+03:00,2020-12-07T21:33:39.080271+03:00,,,,,"3-комн. квартира, 63 м², 4/4 эт.",2020-12-07T18:42:43.775416Z
"Новосибирская область, Бердск, улица Рогачева, 20",23367994,Компания «ЭТАЖИ»,Resale,3279,2020-12-07T18:42:42.874466Z,"Предлагаем к продаже благоустроенную однокомнатную квартиру.<br>Отличная квартира в отличном месте, на 4-ом этаже, в современном кирпичном доме на Рогачева,20. <br>В шаговой доступности вся инфраструктура: школы, детские сады,супермаркеты, банки,остановки общественного транспорта позволяют добраться не только в любую точку города, но и в Академгородок и Новосибирск. Светлая, аккуратная с приятной атмосферой квартира готова окружить комфортом и уютом своих новых хозяев.Лоджия застеклена. на полу качественный линолеум. окна пластиковые, в ванной кафель. В прихожей большой и вместительный шкаф, с зеркальными дверями купе.<br>1 взрослый собственник! Без обременений. Документы готовы к сделке. Подходит под любые варианты расчетов. Звоните. Организуем показ. Помощь в получении положительного ипотечного решения. Преференции (скидки) в банках-партнерах. Ждем Вас на просмотры. Аргументированный торг.. Номер в базе: 5075751. Район: Микрорайон.",40 м²,,4/10,40 м²,40.0,4,17,3059689795,Sale,/1-komnatnaya-kvartira-na-prodazhu-berdsk-3059689795,,2 700 000 ₽,67 500 ₽ за м²,67500,2700000,Apartment,2020-12-07T18:42:42.874466Z,78,Listing,1,1.0,2021-01-06T21:33:41.663102+03:00,2072826281,2020-12-07T21:33:10.698179+03:00,2020-12-07T21:33:41.663102+03:00,,,,,"1-комн. квартира, 40 м², 4/10 эт.",2020-12-07T18:42:44.39244Z
"Новосибирск, улица Петухова, 76",28582264,РК  «Риэлт–Мастер»,Resale,3285,2020-12-07T18:47:27.190486Z,"Продам трехкомнатную квартиру с хорошим ремонтом в центре Кировского района г.Новосибирска!Дом расположен рядом с отличной транспортной развязкой: автобусы маршрутные такси и трамвай( выбирай любой чтобы добраться в любую точку города). Великолепная инфраструктура : во дворе школа №183, спортивные секции,детские сады, магазины, аптеки, салоны, поликлиника, мед.центры и т.д. Возможна ипотека ! окажем помощь в получении положительного кредитного решения!<br>Вы можете приобрести данную квартиру через сайт сбербанка домклин со скидкой на Вашу ипотеку 0,3% и доп.затрат на оценку!",60 м²,655.0,5/9,60 м²,60.0,5,40,3059696494,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3059696494,267.0,3 549 000 ₽,59 150 ₽ за м²,59150,3549000,Apartment,2020-12-07T18:47:27.190486Z,78,Listing,3,3.0,2021-01-06T21:38:25.556549+03:00,2070526517,2020-12-07T21:37:56.575152+03:00,2020-12-07T21:38:25.556549+03:00,4.945,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 60 м², 5/9 эт.",2020-12-07T18:47:28.378165Z
"Новосибирская область, Бердск, улица Ясная Поляна, 12",28582264,РК  «Риэлт–Мастер»,Resale,3279,2020-12-07T18:47:26.45667Z,"Предлагается к продаже трехкомнатная квартира в курортной зоне Бердска!Квартира с ремонтом заходи и живи! Сделана небольшая перепланировка ,одна из комнат выделена под отдельную студию.<br>В микрорайоне есть вся инфраструктура: школа, садик, магазин, ресторан, остановка общественного транспорта.Из окна квартиры открывается великолепный вид на побережье Обского моря , на котором расположен пляж! С другой стороны микрорайона закрытая курортная зона с хвойным лесом на берегу Обского моря.Таким образом микрорайон расположен на полуострове с живописными видами и очень комфортным проживанием!<br> С двух сторон нового жилого комплекса море и пляжи, до   Туристической базы 500 метров!Квартира с ремонтом заходи и живи! Сделана небольшая перепланировка ,одна из комнат выделена под отдельную студию.<br>Возможна ипотека любого банка! Окажем помощь в получении положительного кредитного решения!",65 м²,,2/3,65 м²,65.0,2,40,3059696484,Sale,/3-komnatnaya-kvartira-na-prodazhu-berdsk-3059696484,,3 870 000 ₽,59 538 ₽ за м²,59538,3870000,Apartment,2020-12-07T18:47:26.45667Z,78,Listing,3,3.0,2021-01-06T21:38:25.786804+03:00,2070096049,2020-12-07T21:37:56.518728+03:00,2020-12-07T21:38:25.786804+03:00,,,,,"3-комн. квартира, 65 м², 2/3 эт.",2020-12-07T18:47:31.505605Z
"Новосибирская область, Бердск, улица Попова, 9",6060247,каскад-недвижимость,Resale,3279,2020-10-05T08:07:45.714592Z,"Продается квартира в курортной зоне г. Бердска. Рядом санаторий ""Лесная сказка"", "" Парус"". Лыжная база "" Метелица"", на берегу Бердского залива., в 2-х минутах Аквапарк, несколько отличных пляжей, хвойный лес, остановки общественного транспорта, школы, д/сад, магазины, спорткомплекс ""Вега"", квартира в хорошем состоянии, вид из окон: лес, Бердский залив. Возможен обмен на 1 к. кв.",64 м²,,9/9,64 м²,64.0,9,10,2908685586,Sale,/3-komnatnaya-kvartira-na-prodazhu-berdsk-2908685586,,3 200 000 ₽,50 000 ₽ за м²,50000,3200000,Apartment,2020-10-05T08:07:45.714592Z,78,Listing,3,3.0,2021-01-06T06:57:05.827988+03:00,2005607522,2020-10-05T10:58:18.43585+03:00,2020-12-07T06:57:05.827988+03:00,,,,,"3-комн. квартира, 64 м², 9/9 эт.",2020-12-07T04:06:13.473428Z
"Новосибирск, улица Кирова, 225",68836356,ЕВРОДОМ,Resale,3285,2020-12-07T11:35:54.252859Z,"Квартира в новом доме! Дом 4 (крайний). Прекрасный панорамный вид из окна, в сторону центра! Квартира под отделку, качественная стяжка на полу, стены ровные, витражное остекление балкона, дом очень теплый! В доме есть подземная и наземная парковки ! Удобное месторасположение дома, прямо у дома остановка общественного транспорта, 2 остановки или 10 мин. пешей прогулки до метро ст. Октябрьская! Отличная транспортная развязка! Все инфраструктура в пешей доступности от дома, во дворе дома детский сад, продуктовые магазины! Отличный выбор для жизни или сдачи в аренду!",64 м²,650.0,16/17,64 м²,64.0,16,5,3058646212,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3058646212,265.0,4 800 000 ₽,75 000 ₽ за м²,75000,4800000,Apartment,2020-12-07T11:35:54.252859Z,78,Listing,2,2.0,2021-01-06T14:26:52.50891+03:00,2050023402,2020-12-07T14:26:31.464375+03:00,2020-12-07T14:26:52.50891+03:00,1.826,265.0,#FF0000,Речной вокзал,"2-комн. квартира, 64 м², 16/17 эт.",2020-12-07T11:44:35.876213Z
"Новосибирская область, Бердск, улица Максима Горького, 6",28582264,РК  «Риэлт–Мастер»,Resale,3279,2020-12-07T19:09:33.898413Z,"Срочно в связи с переездом продам просторную, светлую и тёплую квартиру на шестом этаже девятиэтажного кирпичного дома. Находится в центре города. Три большие комнаты, кухня-столовая, два сан. узла. Стены - обои и покраска, пол - ламинат по всей квартире. Сан. узел 1 - стеновые панели плюс кафель, 2 сан. узла - кафель. Имеются три встроенные шкафа - купе, с зеркалами - на кухне и в коридоре, и гардеробная. Окна в пол. Окна выходят на три стороны - площадь, парк и во двор. Квартира светлая, тёплая имеются две большие лоджии. Одна утеплена и застеклена. Отличная транспортная развязки во всех направлениях.<br>Великолепная инфраструктура : магазины, школы, детские сады, поликлиники в шаровой доступности.<br> Один взрослый собственник.  Возможна ипотека любого банка, сертификаты, мат. капитал, военная ипотека! Окажем помощь в получение положительного ипотечного решения. Профессиональное юридическое сопровождение!",99 м²,,6/9,99 м²,99.0,6,28,3059727733,Sale,/3-komnatnaya-kvartira-na-prodazhu-berdsk-3059727733,,5 550 000 ₽,56 061 ₽ за м²,56061,5550000,Apartment,2020-12-07T19:09:33.898413Z,78,Listing,3,3.0,2021-01-06T22:00:32.639559+03:00,2070110714,2020-12-07T22:00:04.634777+03:00,2020-12-07T22:00:32.639559+03:00,,,,,"3-комн. квартира, 99 м², 6/9 эт.",2020-12-07T19:09:35.863504Z
