address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, Выборная улица, 101/1",152810530,Центральное агентство недвижимости,Resale,3285,2020-05-20T00:18:56.991612Z,"В срочной  продаже прекрасная 2- комнатная квартира , развитая инфраструктура , магазины, школы , детские сады , спорт комплекс , лыжная и горнолыжная база , транспорт в любую точку города . Дом находится в 5 минутах хотьбы от остановки в тоже время далеко от шума и пыли . Без обременений, чистая продажа.<br>При звонке, пожалуйста, назовите номер объявления - 91 419<br>Консультируем подробно по телефону.",54 м²,650.0,9/9,54 м²,54.0,9,18,2571483137,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2571483137,272.0,3 379 000 ₽,62 574 ₽ за м²,62574,3379000,Apartment,2020-05-20T00:18:56.991612Z,78,Listing,2,2,2021-01-05T15:12:22.422567+03:00,1920889815,2020-05-19T16:12:23.747321+03:00,2020-12-07T05:23:46.488618+03:00,4.584,272.0,#008000,Золотая Нива,"2-комн. квартира, 54 м², 9/9 эт.",2020-12-07T02:33:57.459796Z
"Новосибирск, улица Сибиряков-Гвардейцев, 30",152810530,Центральное агентство недвижимости,Resale,3285,2020-04-27T00:24:59.045623Z,"Предлагаем квартиру в районе метро. Квартира с ремонтом.В ванной и туалете сделан свежий ремонт.В  доме проведен ремонт крыши.<br>При звонке, пожалуйста, назовите номер объявления - 113 065<br>Консультируем подробно по телефону.",56 м²,655.0,5/5,56 м²,56.0,5,35,2515263634,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2515263634,267.0,4 000 000 ₽,71 429 ₽ за м²,71429,4000000,Apartment,2020-04-27T00:24:59.045623Z,78,Listing,2,2,2021-01-05T15:12:26.56731+03:00,1888265264,2020-04-26T12:25:28.931165+03:00,2020-12-06T15:12:26.56731+03:00,0.661,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 56 м², 5/5 эт.",2020-12-06T12:21:30.103294Z
"Новосибирск, улица Крылова, 3",122634585,Академия Недвижимости,Resale,3285,2020-12-05T08:17:48.275312Z,"Редкое предложение на рынке недвижимости Новосибирска- трехкомнатная квартира в добротной сталинке с огороженной территорией и двором в самом центре Новосибирска!<br>Ценность и преимущество этих домов перед новостройками в качестве застройки, толщине стен, высоте потолков (3 метра), наличии технического этажа, количестве квартир на этаже (всего 2 квартиры) и,конечно, в идеальной шумоизоляции!<br>Квартира на 2 стороны (запад и восток), все комнаты изолированы, большая кухня-гостиная (24 кв.м.)!<br>Косметический ремонт, квартира в отличном состоянии-окна пластик, пробковый пол во всех комнатах,обои, натяжной потолок.<br>Бонусом покупателям остается кухонный гарнитур со встроенной техникой-холодильник, морозильная камера, вытяжка, варочная поверхность, духовой шкаф, посудомойка, а также прихожая, шкаф в кабинете, мебель в ванной!<br>Инфраструктура центра Новосибирска не нуждается в описании, ст.метро Красный проспект в 2 минутах ходьбы!<br>Чистая продажа! Ждем на просмотр!",81 м²,649.0,4/4,81 м²,81.0,4,39,3053887932,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3053887932,262.0,8 400 000 ₽,103 704 ₽ за м²,103704,8400000,Apartment,2020-12-05T08:17:48.275312Z,78,Listing,3,3,2021-01-04T11:08:46.987704+03:00,2071751158,2020-12-05T11:08:20.886327+03:00,2020-12-06T16:06:17.343396+03:00,0.149,262.0,#FF0000,Красный проспект,"3-комн. квартира, 81 м², 4/4 эт.",2020-12-06T13:15:48.46946Z
"Новосибирск, Холодильная улица, 17",84247383,Агентство недвижимости Ривьера,Resale,3285,2020-11-06T05:13:16.378895Z,"В продаже просторная трехкомнатная квартира!<br>2 теплые лоджии!<br>В большой спальне есть гардеробная. Также шкаф под хранение, комод, диван и кресло в гостиной комнате остаётся.<br>Кухня вся остаётся! Техника встроенная Bosch!<br>Холодильник и морозилка отдельно. Также есть измельчитель мусора, кондиционер .<br>Классическая кирпичная кладка (дом построен ИСК «Русь»), удобное место и безопасная обстановка (закрытая придомовая территория, 2 поста охраны, камеры видеонаблюдения).<br>1 собственник! покупали у застройщика!<br>Развитая инфраструктура д/сад, школа в 150м, Новосибирский зоопарк в 300м от дома, недалеко Заельцовский парк.<br>Просмотр возможен в любое удобное для вас время!<br>Пишите,звоните!",111.3 м²,653.0,3/16,111.3 м²,111.3,3,32,2985309253,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2985309253,268.0,12 900 000 ₽,115 903 ₽ за м²,115903,12900000,Apartment,2020-11-06T05:13:16.378895Z,78,Listing,3,3,2021-01-06T05:57:00.675429+03:00,2037220827,2020-11-06T08:03:51.595595+03:00,2020-12-07T05:57:00.675429+03:00,1.837,268.0,#008000,Площадь Гарина-Михайловского,"3-комн. квартира, 111.3 м², 3/16 эт.",2020-12-07T03:06:04.132669Z
"Новосибирская область, Колыванский район, село Вьюны, улица Черёмушки",85922429,Владимир,Resale,3272,2020-01-03T01:10:34.943916Z,"Продается двухкомнатная квартира в кирпичном доме на первом этаже в Колыванском районе, село Вьюны.<br>Уютная, светлая квартира с окнами на две стороны.<br>В квартире установлены пластиковые окна, имеется водонагреватель на 100 литров, что обеспечивает постоянной горячей водой, центральное отопление и водоснабжение, центральная канализация.<br>Неподалеку от квартиры имеется небольшой приусадебный участок. Установлен счетчик на холодную воду.<br>Спутниковое телевидение.",46 м²,,1/2,46 м²,46.0,1,7,2184483405,Sale,/2-komnatnaya-kvartira-na-prodazhu-kolyvan-2184483405,,550 000 ₽,11 957 ₽ за м²,11957,550000,Apartment,2020-01-03T01:10:34.943916Z,78,Listing,2,2,2021-01-07T04:58:48.865457+03:00,1883067435,2020-01-02T18:15:22.273215+03:00,2020-12-08T04:58:48.865457+03:00,,,,,"2-комн. квартира, 46 м², 1/2 эт.",2020-12-08T02:07:52.225736Z
"Новосибирск, улица Петухова, 156",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-04T02:39:23.540626Z,"ЖК «Тулинка»  расположен в новом районе, но транспортное сообщение уже весьма развито. Инфраструктура района в процессе развития, но необходимое вы сможете найти уже сейчас.<br>Застройщик ЖК «Тулинка» - ЗАО «ТОМ-ДОМ TOCK”. В квартире выполнен качественный ремонт.<br>При звонке, пожалуйста, назовите номер объявления - 110 421<br>Консультируем подробно по телефону.",59 м²,655.0,8/17,59 м²,59.0,8,15,2980401099,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2980401099,,4 200 000 ₽,71 186 ₽ за м²,71186,4200000,Apartment,2020-11-04T02:39:23.540626Z,78,Listing,2,2,2021-01-05T15:26:09.62998+03:00,2016393521,2020-11-04T05:29:56.116115+03:00,2020-12-07T05:24:10.04013+03:00,,,,,"2-комн. квартира, 59 м², 8/17 эт.",2020-12-07T02:34:15.070523Z
"Новосибирск, улица Шмидта, 1",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-26T12:50:05.340013Z,"Квартира в самом центре Первомайского района. Была 3-х комнатная.перепланирована в шикарную 2-ку.Перепланировка полностью узаконена. Окна  выходят в тихий двор с детской площадкой. Места для парковки есть всегда.<br>Остановка общественного транспорта  в 300 метрах. В коридоре есть вместительная кладовая. Обмен на коттедж от 120м2.<br>При звонке, пожалуйста, назовите номер объявления - 110 683<br>Консультируем подробно по телефону.",68.2 м²,657.0,4/10,68.2 м²,68.2,4,17,2958630085,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2958630085,,4 500 000 ₽,65 982 ₽ за м²,65982,4500000,Apartment,2020-10-26T12:50:05.340013Z,78,Listing,2,2,2021-01-05T15:26:14.256171+03:00,2015934641,2020-10-26T15:39:25.922926+03:00,2020-12-06T15:40:48.365524+03:00,,,,,"2-комн. квартира, 68.2 м², 4/10 эт.",2020-12-06T12:50:42.665064Z
"Новосибирск, улица Авиастроителей, 9",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-04T02:39:26.014646Z,"В продаже прекрасная 2 -х комнатная квартира.с хорошим качественным ремонтом. Все комуникации поменяны,пластиковые окна , натяжные потолки. Дом теплый ,кирпичный .Рядом остаовки общественного транспорта ,поликлиники ,школы ,дет. сад все в шаговой доступности. Рядом   Молодежный сквер  и сквер имени Калинина.Продуктовые магазины и магазины одежды в 5 минутах ходьбы.Приглашаем на просмотр<br>При звонке, пожалуйста, назовите номер объявления - 111 285<br>Консультируем подробно по телефону.",56.6 м²,651.0,5/5,56.6 м²,56.6,5,25,2980401110,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2980401110,271.0,3 300 000 ₽,58 304 ₽ за м²,58304,3300000,Apartment,2020-11-04T02:39:26.014646Z,78,Listing,2,2,2021-01-05T15:26:15.254433+03:00,2016409041,2020-11-04T05:29:57.508861+03:00,2020-12-07T05:24:16.630694+03:00,3.436,271.0,#008000,Берёзовая роща,"2-комн. квартира, 56.6 м², 5/5 эт.",2020-12-07T02:34:10.208016Z
"ул. Королева, жилые дома",182504330,Милый Дом,New,3285,2020-10-09T09:01:36.527157Z,"Отличная 2-комн квартира в 10 минутах от метро «Березовая роща». Идеально подойдёт для инвестиций!<br>ЖК на ул. Королева — это жилье различной планировки, от скромных однокомнатных до трехкомнатных студий и квартир с традиционным расположением комнат. Представлены помещения без отделки и с готовым ремонтом. Вам остается только завести мебель и отпраздновать новоселье. Внутренне пространство организовано так, что использовать его можно по собственному желанию.<br>Застройщик ответственно подошел к проекту, и в Дзержинском районе города вырос современный жилой комплекс, в котором есть все для комфортного проживания.<br>Новостройка расположена рядом с двумя автомагистралями с регулярно проходящим общественным транспортом: автобусами и маршрутным такси. В нескольких минутах ходьбы находятся две станции метро. Жители легко добраются в любой район города.<br>В шаговой доступности расположены торгово-развлекательный центр «Сибирский молл», супермаркеты, школы, лицеи, детские сады, аптеки и лечебные учреждения, работают фитнес-клубы и салоны красоты. В 15-и минутах ходьбы находится парк культуры и отдыха «Березовая роща». На придомовой территории есть спортивные и детские площадки.<br>Срок сдачи - 3 квартал 2022 года<br>🔆Записаться на экскурсию, узнать подробности о ЖК ""На Королева"" и забронировать квартиру можно, позвонив по телефону, указанному в объявлении<br>☑️Покупая квартиру в ипотеку, каждому нашему клиенту предоставляется комплексное юридическое сопровождение на любом из этапов сделки - мы даем абсолютную гарантию безопасности сделки по покупке квартиры!<br>👍🏻Услуги по покупке квартир в новостройках АБСОЛЮТНО БЕСПЛАТНЫ‼️<br>☎️Звоните/пишите и мы подберем для Вас идеальную квартиру по самой выгодной цене!",42.6 м²,651.0,11/20,42.6 м²,42.6,11,18,2918048199,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2918048199,272.0,3 450 000 ₽,80 986 ₽ за м²,80986,3450000,Apartment,2020-10-09T09:01:36.527157Z,78,Listing,2,2,2021-01-08T05:05:35.330973+03:00,1992366388,2020-10-09T11:52:32.853698+03:00,2020-12-09T05:05:35.330973+03:00,1.143,272.0,#008000,Золотая Нива,"2-комн. квартира, 42.6 м², 11/20 эт.",2020-12-09T02:14:39.802673Z
"Новосибирск, Красный проспект, 165/1",158305158,Ипотечное Агентство ЛЕГКО,Resale,3285,2020-11-05T07:46:11.669375Z,"В ПРОДАЖЕ 2 - КВАРТИРА студия В СДАННОМ ДОМЕ!!! Средний этаж, стены - кирпич. Дом хорошего содержания, расположенный в самом центре Заельцовского района, до метро 5 мин. прогулочного шага. Ухоженный двор с детской площадкой и круглосуточной охраной на въезде, КОНСЬЕРЖИ в подъезде и ВИДЕОНАБЛЮДЕНИЕ, парковочные места для жильцов. <br>Просторная, МЕБЛИРОВАННАЯ квартира большим и хорошим балконом. Балкон застеклен и обшит деревом. Состояние отличное: потолки - выравнены и окрашены, пол кухня и коридор плитка с подогревом, в комнате паркет, двери межкомнатные деревянные хорошего качества., окна выходят во двор. <br>Поможем оформить ипотеку на эту квартиру на выгодных для Вас условиях.",55.4 м²,653.0,7/16,55.4 м²,55.4,7,20,2983123427,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2983123427,260.0,5 900 000 ₽,106 498 ₽ за м²,106498,5900000,Apartment,2020-11-05T07:46:11.669375Z,78,Listing,2,2,2021-01-07T05:08:20.655363+03:00,2020734239,2020-11-05T10:36:45.304821+03:00,2020-12-08T05:08:20.655363+03:00,0.479,260.0,#FF0000,Заельцовская,"2-комн. квартира, 55.4 м², 7/16 эт.",2020-12-08T02:17:24.242116Z
"Новосибирская область, Бердск, Большевистская улица, 53",152810530,Центральное агентство недвижимости,Resale,3279,2020-11-19T12:26:19.08187Z,"Двухуровневая квартира с чудесным видом на Обское море. Расположена на 5 и 6 этажах шестиэтажного кирпичного дома. Кухня 11,6 кв.м., два санузла, два балкона. Детский сад и магазины в шаговой доступности. Ботанический сад за углом. В доме есть подземная парковка.<br>Торг.<br>При звонке, пожалуйста, назовите номер объявления - 197 110<br>Консультируем подробно по телефону.",98 м²,,5/6,98 м²,98.0,5,11,3017982156,Sale,/3-komnatnaya-kvartira-na-prodazhu-berdsk-3017982156,,4 200 000 ₽,42 857 ₽ за м²,42857,4200000,Apartment,2020-11-19T12:26:19.08187Z,78,Listing,3,3,2021-01-05T15:37:16.613871+03:00,2016096207,2020-11-19T15:16:44.684683+03:00,2020-12-07T05:23:36.087138+03:00,,,,,"3-комн. квартира, 98 м², 5/6 эт.",2020-12-07T02:33:37.854671Z
"Новосибирск, улица Станиславского, 15",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-29T12:21:41.487188Z,"В продаже просторная трехкомнатная квартира изолированной планировки.Квартира в хорошем состоянии. Отличная транспортная развязка, развитая инфраструктура.<br>При звонке, пожалуйста, назовите номер объявления - 106 967<br>Консультируем подробно по телефону.",73.3 м²,654.0,4/6,73.3 м²,73.3,4,16,2896638490,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2896638490,267.0,4 500 000 ₽,61 392 ₽ за м²,61392,4500000,Apartment,2020-09-29T12:21:41.487188Z,78,Listing,3,3,2021-01-05T15:37:45.581283+03:00,1984040171,2020-09-29T15:12:06.815984+03:00,2020-12-08T05:24:35.225628+03:00,1.344,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 73.3 м², 4/6 эт.",2020-12-08T02:34:02.624916Z
