address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирская область, Черепаново, Вокзальная улица, 80",80803302,Анастасия,Resale,3241,2020-09-08T14:43:06.202664Z,"Продаю срочно!<br>Читайте, пожалуйста, внимательно объявление! <br>Здесь все подробно расписано. <br>Где находится? Прикреплена карта! Вокзальная 2а, д.80. <br>Какое отопление? <br>Что есть? <br>Читайте и смотрите фото 😊<br>Все соответствует описанию и фотографиям. Просмотры в любое время по договорённости!<br>Возможен небольшой торг при наличном расчете! Обсуждается.<br>Продам уютную квартиру в самом центре города в деревянном пятиквартирном доме с отдельным входом. Можно сказать, что это часть дома (на земле)!<br>В квартире: большая кухня-гостиная, две жилые комнаты и тёплая прихожая. В 2019 году сделана новая крытая веранда (пристройка).<br>Печное отопление (в доме тепло!!!), но к дому проведён газ и возможно подключение!!! (соседние квартиры уже на газу). <br>Есть холодная вода, заведена в дом. <br>Есть возможность завести канализацию, подведена во дворе. Возможно сделать полноценную ванную комнату (с унитазом и душевой/ванной)! Сейчас туалет на улице!<br>Цена низкая с учетом отсутствия газа и ванной/туалета! Но это все решаемо, можно сделать 😊 все коммуникации около дома.<br>В доме есть подпол для хранения заготовок. Окна пластиковые, косметический ремонт.<br>Три хоз.постройки (под дрова - сейчас есть на несколько зим! - оставляем в подарок, уголь и тд), огород 4 сотки с плодородной землей.<br>На заднем дворе под окнами небольшой сад: молодая яблоня, жимолость, ранетки, полукультурка, вишня, малина, Виктория.<br>Мангальная зона, есть место для установки бани (планировали 4*3 метров без проблем влезает) или беседки для отдыха. <br>Всю мебель оставляем покупателям в подарок! (в отличном состоянии, пользовались мало и аккуратно), шторы, ковры, все остаётся! Бытовая техника по договорённости.<br>У нас порядочные доброжелательные соседи, работники железной дороги! <br>Общий двор на 2 дома, всего 7 квартир. <br>Есть место для парковки автомобиля, плюс рядом есть гаражи, есть возможность снять или купить!<br>В 5 минутах ходьбы все магазины: пятёрочка, Мария-ра! <br>Это центр!!! <br>Автобусная остановка в 5 минутах! <br>До поликлинники максимум 10 минут! <br>Все в шаговой доступности!<br>Один взрослый собственник. <br>Обременений, залогов, ипотеки - нет! чистая продажа.<br>Быстрый выход на сделку и освобождение квартиры!<br>Заходи и живи.",50 м²,,1/1,50 м²,50.0,1,37,2847989626,Sale,/3-komnatnaya-kvartira-na-prodazhu-cherepanovo-2847989626,,800 000 ₽,16 000 ₽ за м²,16000,800000,Apartment,2020-09-08T14:43:06.202664Z,78,Listing,3,3,2021-01-07T21:46:44.464071+03:00,1988433357,2020-09-08T17:33:43.054604+03:00,2020-12-08T21:46:44.464071+03:00,,,,,"3-комн. квартира, 50 м², 1/1 эт.",2020-12-08T18:55:46.984962Z
"Новосибирск, улица Фадеева, 66/9",62844843,Агентство недвижимости Калининское,Resale,3285,2020-07-10T06:08:25.344568Z,"Предлагаем к продаже интересный вариант <br>квартиры, где 2 полноценных комнаты и большая кухня гостиная, квартира расположена таким образом, что виды из окна все разные, этаж 13 соответственно и видны потрясающие. В подарок будущему владельцу остается встроенная кухня и просторный шкаф в коридоре. Приглашаем на просмотр. Поможем получить ипотечное решение.",53.4 м²,648.0,13/17,53.4 м²,53.4,13,16,2710339179,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2710339179,,3 700 000 ₽,69 288 ₽ за м²,69288,3700000,Apartment,2020-07-10T06:08:25.344568Z,78,Listing,2,2,2021-01-06T11:27:40.408906+03:00,1961552928,2020-07-10T07:41:51.905095+03:00,2020-12-07T11:27:40.408906+03:00,4.825,260.0,#FF0000,Заельцовская,"2-комн. квартира, 53.4 м², 13/17 эт.",2020-12-07T08:37:12.336221Z
"Новосибирск, Калининский район, микрорайон Родники, улица Свечникова, 9",152810530,Центральное агентство недвижимости,Resale,3285,2020-05-12T00:28:21.894375Z,"Предлагается к продаже светлая, солнечная, уютная квартира.В квартире всегда тепло, окна пластиковые,  хорошая шумоизоляция ,отсечка на 2 квартиры очень хорошие соседи, отремонтированный подъезд. Всегда есть парковочные места. <br>Рядом:<br>-2 школы и еще одна строится, -3 детских сада, -поликлиника, -фитнес центр, -крытый каток, -фехтовальный спортивный комплекс, -детская спортивная школа хоккея и карате, -2 бассейна, -банки.<br>Огромное количество магазинов разной направленности таких как: Лента, Ашан, Леруа Мерлен, Мария-Ра, торговый центр Голден Парк и Кристалл.<br>Развитая инфраструктура. Отличная транспортная развязка - в любой конец города. Чистая продажа.<br>При звонке, пожалуйста, назовите номер объявления - 198 438<br>Консультируем подробно по телефону.",35 м²,648.0,5/10,35 м²,35.0,5,14,2551881897,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2551881897,,2 430 000 ₽,69 429 ₽ за м²,69429,2430000,Apartment,2020-05-12T00:28:21.894375Z,78,Listing,1,1,2021-01-08T05:19:59.600739+03:00,1920497936,2020-05-11T10:21:17.669641+03:00,2020-12-09T05:19:59.600739+03:00,,,,,"1-комн. квартира, 35 м², 5/10 эт.",2020-12-09T02:29:03.497962Z
"Новосибирск, проспект Дзержинского, 3",152810530,Центральное агентство недвижимости,Resale,3285,2020-05-10T02:07:48.042619Z,"В шаговой доступности  парк Березовая Роща и метро. Перекрытия железобетонные.  Высота потолков 3,2 метра, окна пластиковые (во двор) , в санузле кафель, на полу ламинат, просторная гардеробная, в стоимость квартиры входит кухонный гарнитур, шкаф в корридоре. Любая форма расчета. Рассмотрим обмен на вашу недвижимость.Помощь с получением ипотечного решения и финансовые гарантии Центрального агентства недвижимости на полную стоимость объекта.<br>При звонке, пожалуйста, назовите номер объявления - 195 758<br>Консультируем подробно по телефону.",55 м²,651.0,5/5,55 м²,55.0,5,14,2548625645,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2548625645,271.0,3 900 000 ₽,70 909 ₽ за м²,70909,3900000,Apartment,2020-05-10T02:07:48.042619Z,78,Listing,2,2,2021-01-08T05:19:59.850381+03:00,1920170809,2020-05-09T10:30:23.216824+03:00,2020-12-09T05:19:59.850381+03:00,0.99,271.0,#008000,Берёзовая роща,"2-комн. квартира, 55 м², 5/5 эт.",2020-12-09T02:29:03.548713Z
"Новосибирск, улица Забалуева, 8",152810530,Центральное агентство недвижимости,Resale,3285,2020-05-09T00:35:23.186302Z,"К продаже предлагается двухкомнатная квартира. В квартире произведена перепланировка, в результате чего, кухня и совмещенный санузел увеличены. Окна выходят на обе стороны, балкон остеклён. Комнаты изолированные. В квартире сделан современный, качественный ремонт, с использованием дорогостоящих материалов, полностью заменена электропроводка. На кухне и в ванной установлены теплые полы. В одной из комнат имеется гардеробная.<br>В квартире качественная входная дверь с надежными замками, дополнительно установлена охранная сигнализация. Мебель остается по договоренности. В шаговой доступности школа № 90, детские сады № 238 и № 90, магазины, с различным ассортиментом товаров. Развитая инфраструктура. Удобная транспортная развязка, остановки трамваев и автобусов, станция «Западная площадка». Квартира подходит под все виды расчётов. Приобретая сегодня эту квартиру - Вы получаете комфорт на многие годы вперед. Помощь в получении ипотеки с низкой процентной ставкой.<br>При звонке, пожалуйста, назовите номер объявления - 195 023<br>Консультируем подробно по телефону.",45 м²,654.0,5/5,45 м²,45.0,5,28,2544627812,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2544627812,267.0,2 800 000 ₽,62 222 ₽ за м²,62222,2800000,Apartment,2020-05-09T00:35:23.186302Z,78,Listing,2,2,2021-01-08T05:20:00.321173+03:00,1919994659,2020-05-08T16:18:49.767932+03:00,2020-12-09T05:20:00.321173+03:00,4.048,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 45 м², 5/5 эт.",2020-12-09T02:29:03.697671Z
"Новосибирск, проспект Дзержинского, 1/1",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-09T02:29:00.597915Z,"Квартира с отличным ремонтом ждет своего нового хозяина, с панорамным остеклением в пол. Продается в связи с переездом. Вся мебель остается. Площадь квартиры указана с учетом балкона, так как балконы перепланированы в жилую площадь. Перепланировка узаконена. <br>В квартире выполнен качественный ремонт со звукоизоляцией всех стен, пола и потолка с помощью материалов из пробки и звукоизоляционного материала. Установлен теплый пол в местах напольной плитки. Так же все межкомнатные двери сделаны из дуба. Мебель Итальянская, материал дуб. <br>В душевой кабине предусмотрена антибактериальная встроенная дезинфекция, так же парилка и гидромассаж. Самая лучшая и дорогая входная дверь известной марки, будет служить вам защитой, как за каменной стеной. Квартира находится в центре города, в жк  Солнечный , рядом с метро Березовая роща, которое видно из окна квартиры. <br>В шаговой доступности  магазины, торговые центры, школы, детские сады, банки и фитнес-центры. Парк  Берёзовая роща  - прекрасное место для отдыха, прогулок и развлечений. Отличная транспортная развязка. Один взрослый собственник. Показ по договоренности.<br>При звонке, пожалуйста, назовите номер объявления - 194 035<br>Консультируем подробно по телефону.",66 м²,651.0,16/19,66 м²,66.0,16,29,2917335258,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2917335258,271.0,6 800 000 ₽,103 030 ₽ за м²,103030,6800000,Apartment,2020-10-09T02:29:00.597915Z,78,Listing,2,2,2021-01-08T05:20:01.610268+03:00,1984573017,2020-10-09T05:19:28.632656+03:00,2020-12-09T05:20:01.610268+03:00,0.312,271.0,#008000,Берёзовая роща,"2-комн. квартира, 66 м², 16/19 эт.",2020-12-09T02:29:09.668813Z
"Новосибирск, улица Татьяны Снежиной, 25/4",152810530,Центральное агентство недвижимости,Resale,3285,2020-05-10T02:26:34.812785Z,"Предлагается к продаже просторная, светлая двухкомнатная квартира в районе с развитой инфраструктурой. В квартире выполнен качественный ремонт, в санузлах хороший кафель, установлен водонагреватель, натяжные потолки, качественные обои, в прихожей гардеробная комната, застеклённая, просторная лоджия.<br>Отличный вариант для проживания или под сдачу.<br>Помощь с получением ипотечного решения и финансовые гарантии Центрального агентства недвижимости на полную стоимость объекта.<br>При звонке, пожалуйста, назовите номер объявления - 195 833<br>Консультируем подробно по телефону.",58 м²,650.0,9/10,58 м²,58.0,9,20,2548934877,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2548934877,272.0,3 580 000 ₽,61 724 ₽ за м²,61724,3580000,Apartment,2020-05-10T02:26:34.812785Z,78,Listing,2,2,2021-01-08T05:20:02.20241+03:00,1920067351,2020-05-09T10:30:18.758493+03:00,2020-12-09T05:20:02.20241+03:00,3.132,272.0,#008000,Золотая Нива,"2-комн. квартира, 58 м², 9/10 эт.",2020-12-09T02:29:07.864008Z
"Новосибирск, Красный проспект, 81/3",152810530,Центральное агентство недвижимости,Resale,3285,2020-07-10T00:31:09.749017Z,"Продаётся светлая, уютная квартира с мебелью.<br>Две изолированные комнаты, встроенная гардеробная на 2 шкафа.<br>В квартире новые коммуникации, батареи и трубы. Усиленная теплозащита, зимой +27.<br>Окна новые, пластиковые, каждая рама открывается вовнутрь.<br>Сигнализация, датчики на окнах.<br>На окнах решётки.<br>Две двери.Три вместительных антресоли.<br>Чистый и тихий подъезд, парковочные места во дворе.<br>В шаговой доступности супермаркеты, 3 школы. Детские сады.<br>Стены в комнатах отштукатурены, на кухне и санузеле — кафель. Коридор — ПВХ панели моющиеся. Свежий плотный линолеум под ламинат.<br>Выровненный пол.<br>Ниша под одежду и обувь.<br>Чистая продажа,без обременений.<br>Приглашаем на просмотр.<br>При звонке, пожалуйста, назовите номер объявления - 88 716<br>Консультируем подробно по телефону.",43.2 м²,653.0,1/5,43.2 м²,43.2,1,22,2708259366,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2708259366,261.0,3 490 000 ₽,80 787 ₽ за м²,80787,3490000,Apartment,2020-07-10T00:31:09.749017Z,78,Listing,2,2,2021-01-08T05:20:02.25409+03:00,1952230419,2020-07-09T05:17:43.280967+03:00,2020-12-09T05:20:02.25409+03:00,0.187,261.0,#FF0000,Гагаринская,"2-комн. квартира, 43.2 м², 1/5 эт.",2020-12-09T02:29:07.302817Z
"Новосибирск, Театральная улица, 3А",152810530,Центральное агентство недвижимости,Resale,3285,2020-07-30T02:38:42.360905Z,"Представляется вашему вниманию однокомнатная квартира в кирпичном доме на 5 этаже. Квартира со свежим ремонтом, с просторной комнатой площадью 19 м2. Имеется застекленный балкон, окна выходят на противоположную сторону двора. В квартире заменена электропроводка, трубы, сантехника ( ванна, унитаз). Квартира очень теплая.<br>Дом ( 1958 года постройки) в 2019 году сделан капитальный ремонт крыши, заменена проводка, водопровод, канализация, отопление. Развитая инфраструктура: магазины, торговый центр, аптека, почта, школа, детский сад прямо за домом. Удобная транспортная развязка, рядом остановка общественного транспорта в 5-ти минутах ходьбы.<br>В данный момент квартира находится на оформлении приватизации в собственность с последующей продажей.<br>Возможен обмен на вашу недвижимость.<br>При звонке, пожалуйста, назовите номер объявления - 91 945<br>Консультируем подробно по телефону.",37 м²,651.0,5/5,37 м²,37.0,5,31,2751620272,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2751620272,271.0,2 500 000 ₽,67 568 ₽ за м²,67568,2500000,Apartment,2020-07-30T02:38:42.360905Z,78,Listing,1,1,2021-01-08T05:20:02.441247+03:00,1952270286,2020-07-30T05:29:12.899571+03:00,2020-12-09T05:20:02.441247+03:00,3.318,271.0,#008000,Берёзовая роща,"1-комн. квартира, 37 м², 5/5 эт.",2020-12-09T02:29:07.157936Z
"Новосибирск, улица Связистов, 125",152810530,Центральное агентство недвижимости,Resale,3285,2020-08-06T02:24:59.267158Z,"Предлагается к продаже уютная однокомнатная квартира, с отличным ремонтом в районе с развитой инфраструктурой. Отличный район для проживания, рядом три школы ,детские сады, аллея с фонтаном для прогулок, озеро с благоустроенной территорией, отличная транспортная развязка, множество автобусов, маршруток, большие зеленые дворы. Квартира светлая, есть тамбур на две квартиры, лоджия остеклена и утеплена. Приглашаем на просмотры. Приобретая сегодня эту квартиру - Вы получаете комфорт на многие годы вперёд. Помощь в получении ипотеки с низкой процентной ставкой.<br>При звонке, пожалуйста, назовите номер объявления - 95 563<br>Консультируем подробно по телефону.",29.1 м²,654.0,3/9,29.1 м²,29.1,3,16,2767608649,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2767608649,267.0,2 800 000 ₽,96 220 ₽ за м²,96220,2800000,Apartment,2020-08-06T02:24:59.267158Z,78,Listing,1,1,2021-01-08T05:20:04.221153+03:00,1952167201,2020-08-06T05:15:29.379272+03:00,2020-12-09T05:20:04.221153+03:00,3.683,267.0,#FF0000,Площадь Маркса,"1-комн. квартира, 29.1 м², 3/9 эт.",2020-12-09T02:29:09.820225Z
