address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, Воинская улица, 75А",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-05T12:53:03.870171Z,"Продается 2к.кв. Сделан современный ремонт,произведена замена всей электрики и сантехники .Во всей квартире установленыы теплые полы.<br> В районе развитая ифраструктура.Напротив дома открывается новый детский сад.Все необходимое для комфортного проживания в шаговой доступности.<br>Развитая транспортная развязка<br>Квартира продается со всей мебелью и техникой.<br>Полностью готова для проживания.<br>При звонке, пожалуйста, назовите номер объявления - 113 072<br>Консультируем подробно по телефону.",42.8 м²,650.0,4/5,42.8 м²,42.8,4,18,2983958700,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2983958700,272.0,3 200 000 ₽,74 766 ₽ за м²,74766,3200000,Apartment,2020-11-05T12:53:03.870171Z,78,Listing,2,2.0,2020-12-19T05:30:44.209775+03:00,2016604630,2020-11-05T15:40:11.470174+03:00,2020-11-19T05:38:26.372872+03:00,2.155,272.0,#008000,Золотая Нива,"2-комн. квартира, 42.8 м², 4/5 эт.",2020-11-19T02:47:32.515957Z
"Новосибирск, Сухарная улица, 101/1",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-07-08T02:40:09.099374Z,"Так может выглядеть квартира Вашей мечты!(данное предложение под само отделку).<br>Квартира в тихом районе вдалеке от дороги.Дом каркасно-кирпичного исполнения. Как известно дома обладают хорошей звуко- и теплоизоляцией, зимой такие дома сохраняют тепло, а летом защищают от зноя.Квартира на нижнем этаже – это возможность контролировать гуляющего во дворе ребенка или приглядывать за припаркованным авто. Вы можете выйти на балкон и полюбоваться природой!Всегда чисто, моют этажи каждую неделю. Возле дома всегда есть свободные парковочные места, вы можете смело приглашать гостей! До остановки пара минут ходьбы.. Номер в базе: 4418858. Район: Заельцовский.",84.6 м²,653.0,4/25,84.6 м²,84.6,4,7,2703770874,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2703770874,268.0,5 800 000 ₽,68 558 ₽ за м²,68558,5800000,Apartment,2020-07-08T02:40:09.099374Z,78,Listing,3,3.0,2020-12-19T13:11:12.391797+03:00,1976534531,2020-07-07T15:10:22.073665+03:00,2020-12-08T13:55:28.653084+03:00,2.601,268.0,#008000,Площадь Гарина-Михайловского,"3-комн. квартира, 84.6 м², 4/25 эт.",2020-12-08T11:05:02.801619Z
"Новосибирск, Калининский район, микрорайон Снегири, Рассветная улица, 2",62844843,Агентство недвижимости Калининское,Resale,3285,2020-09-14T14:24:33.893607Z,"Ищите хорошую квартиру, чтоб сразу заехать <br>и жить? Этот вариант для вас!<br>Полноценная  трехкомнатная квартира <br>улучшенной планировки. Квартира в хорошем состоянии, чистая, уютная. Пластиковые окна, комфортный этаж, новые межкомнатные двери, кафель в санузлах, лоджия обшита евровагонкой. Территория дома под круглосуточным видео наблюдением. Шлагбаум. Удачное расположение дома, в шаговой доступности детские сады, школа, детская и взрослая поликлиника, торговые центы.<br>Чистая продажа. Новым собственникам кухонный <br>гарнитур в подарок.",63.3 м²,648.0,2/9,63.3 м²,63.3,2,19,2862495513,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2862495513,,3 800 000 ₽,60 032 ₽ за м²,60032,3800000,Apartment,2020-09-14T14:24:33.893607Z,78,Listing,3,3.0,2020-12-14T11:24:59.185977+03:00,1993706163,2020-09-14T17:14:44.193099+03:00,2020-11-14T11:24:59.185977+03:00,,,,,"3-комн. квартира, 63.3 м², 2/9 эт.",2020-11-14T08:34:06.317425Z
"Новосибирск, улица Семьи Шамшиных, 90/5",81226169,Лично,Resale,3285,2020-11-21T10:55:44.06525Z,"Продам однокомнатную квартиру лично , просьба риелторов без реального покупателя не беспокоить, без обременений один собственник чистая продажа",40 м²,649.0,14/18,40 м²,40.0,14,9,3022426851,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3022426851,270.0,5 050 000 ₽,126 250 ₽ за м²,126250,5050000,Apartment,2020-11-21T10:55:44.06525Z,78,Listing,1,1.0,2020-12-21T13:51:36.051146+03:00,2039039021,2020-11-21T13:46:06.321034+03:00,2020-11-26T14:25:14.477799+03:00,0.506,270.0,#008000,Маршала Покрышкина,"1-комн. квартира, 40 м², 14/18 эт.",2020-11-26T11:34:42.0455Z
Ельцовская,653881,Алла,Resale,3285,2019-02-05T20:13:08.040891Z,"отличное место, детская площадка во дворе, развитая инфраструктура, школы, садики, магазины, автостоянка, капитальные гаражи. ЕвроРемонт, ламинат, душевая кабина с гидромассажем, водонагревательный бак в ванной и в кухне, мебель, заезжай и живи. Окна на обе стороны, возможно под коммерческую деятельность с отдельным входом. Окна БРОНИРОВАНЫЕ",59 м²,653.0,1/5,59 м²,59.0,1,7,147185136,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-147185136,268.0,4 500 000 ₽,76 271 ₽ за м²,76271,4500000,Apartment,2019-02-05T20:13:08.040891Z,78,Listing,3,3.0,2020-12-21T22:33:49.317792+03:00,202221304,2013-08-20T20:11:47+04:00,2020-11-21T22:34:23.247078+03:00,1.488,268.0,#008000,Площадь Гарина-Михайловского,"3-комн. квартира, 59 м², 1/5 эт.",2020-11-21T19:45:38.82506Z
"Новосибирская область, Бердск, улица Островского, 101А",32787856,наталья,Resale,3279,2020-10-20T06:42:07.926584Z,"квартира в чистой продаже. Есть квартиранты, порядочные.",29 м²,,3/5,29 м²,29.0,3,9,2942866025,Sale,/1-komnatnaya-kvartira-na-prodazhu-berdsk-2942866025,,1 800 000 ₽,62 069 ₽ за м²,62069,1800000,Apartment,2020-10-20T06:42:07.926584Z,78,Listing,1,1.0,2020-12-21T14:01:57.771752+03:00,2030260422,2020-10-20T09:30:25.384418+03:00,2020-11-21T14:01:57.771752+03:00,,,,,"1-комн. квартира, 29 м², 3/5 эт.",2020-11-21T11:11:00.573061Z
"Новосибирск, улица Урицкого, 4",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-18T12:13:23.523994Z,"Суперлокация. Для тех, кому важно жить в самом центре.  Предлагается к продаже довольно уютная двухкомнатная квартира в кирпичном доме, в тихом центре.<br>    Все преимущества большого города в шаговой доступности. Развитая инфраструктура в стороне от шумных городских магистралей. Есть все что нужно для качественной и интересной жизни. Рядом много культурных заведений, парков, ресторанов, кафе, поликлиник, спортивных центров. Метро площадь Ленина в шаговой доступности.<br>     В доме сделан капитальный ремонт - заменены все трубы, отремонтированы кровля  и фасад. Аккуратные подъезды, спокойные доброжелательные  соседи. Придомовая территория огорожена, двор ухоженный, всегда есть места для парковки.<br>    Окна на тихую улицу с видом на Покровскую церковь. Звоните. Я организую просмотр в удобное для Вас время.<br>    Возможен обмен на вашу недвижимость.<br>    Комплексная услуга для покупателя с полной финансовой ответственностью агентства<br>При звонке, пожалуйста, назовите номер объявления - 112 439<br>Консультируем подробно по телефону.",46 м²,652.0,3/5,46 м²,46.0,3,5,3015421045,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3015421045,263.0,3 880 000 ₽,84 348 ₽ за м²,84348,3880000,Apartment,2020-11-18T12:13:23.523994Z,78,Listing,2,2.0,2020-12-18T15:04:21.549245+03:00,2016892650,2020-11-18T15:03:34.433672+03:00,2020-12-08T05:24:33.601089+03:00,0.813,263.0,#FF0000,Площадь Ленина,"2-комн. квартира, 46 м², 3/5 эт.",2020-12-08T02:34:02.787719Z
"Новосибирск, улица Дмитрия Шмонина, 4",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-18T12:23:34.808265Z,"Предлагается к продаже отличная квартира студия в ЖК Матрешкин двор. Динамично развивающийся микрорайон , отличная транспортная доступность, развитая инфраструктура - детские сады , новая современная школа . магазины , аптеки . салоны красоты . Большие благоустроенные дворы с детскими игровыми площадками , большое количество парковочных мест. <br>Приглашаем на просмотр .<br>Полная финансовая ответственность агентства на всю стоимость объекта .<br>При звонке, пожалуйста, назовите номер объявления - 111 782<br>Консультируем подробно по телефону.",21 м²,655.0,8/10,21 м²,21.0,8,4,3015442352,Sale,/kvartira-na-prodazhu-novosibirsk-3015442352,,1 830 000 ₽,87 143 ₽ за м²,87143,1830000,Apartment,2020-11-18T12:23:34.808265Z,78,Listing,Студия,,2020-12-18T15:14:32.566684+03:00,2016845628,2020-11-18T15:14:05.75659+03:00,2020-12-05T03:06:39.395915+03:00,,,,,"Квартира-студия, 21 м², 8/10 эт.",2020-12-05T00:16:09.044646Z
"Новосибирск, Степная улица, 49",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-18T12:23:36.920715Z,"Продам квартиру со свежим ремонтом и новой мебелью, все делалось для себя, немецкие обои, медная электро-проводка, натяжные потолки, биметаллические радиаторы на медных трубах, в санузле японские трубы с гарантией 50 лет, латунные люстры и гардины, итальянская ванна и унитаз, немецкие смесители, гигиенический душ, кухня на доводчиках, пластиковые двери, новая входная дверь, квартира на охране. Хорошая транспортная развязка, до метро площадь Карла Марскса 10 минут пешком. Магазины, школы и детские сады в шаговой доступности. Звоните, просмотры по договоренности.<br>При звонке, пожалуйста, назовите номер объявления - 109 893<br>Консультируем подробно по телефону.",44.1 м²,654.0,3/5,44.1 м²,44.1,3,8,3015442413,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3015442413,267.0,3 600 000 ₽,81 633 ₽ за м²,81633,3600000,Apartment,2020-11-18T12:23:36.920715Z,78,Listing,2,2.0,2020-12-18T15:14:35.263217+03:00,2016665995,2020-11-18T15:14:08.071292+03:00,2020-12-03T05:29:35.520886+03:00,1.772,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 44.1 м², 3/5 эт.",2020-12-03T02:39:06.370161Z
"Новосибирск, Советский район, микрорайон Правые Чёмы, улица Тружеников, 9",164640940,"""Жилфонд"" агентство недвижимости",Resale,3285,2020-07-21T04:36:27.00389Z,"Советский район, г.Новосибирск, ул. Тружеников.  Просторный вид из окна.<br>Квартира в отличном состоянии, светлая.<br>Свежий ремонт 2020 года.<br>Полная замена штукатурки, проводки, сантехники.<br>Переустанавливали оконные проемы, в большой комнате новое окно.<br>Новая входня дверь, потолок выровнен, наклеен потолочный плинтус, на полу ламинат.<br>Кафель в санузлах, акриловая ванна. <br>Вся инфраструктура рядом.<br>Приходите на просмотр и вы сможете оценить достоинства этой квартиры.<br>Возможен обмен на вашу недвижимость.<br>	<br>	При звонке, пожалуйста, сообщите номер варианта - <br>       JV000020090458",53.1 м²,656.0,8/9,53.1 м²,53.1,8,9,2730224452,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2730224452,,3 550 000 ₽,66 855 ₽ за м²,66855,3550000,Apartment,2020-07-21T04:36:27.00389Z,78,Listing,2,2.0,2020-12-21T14:24:35.275723+03:00,1962584214,2020-07-21T07:27:03.424993+03:00,2020-11-26T19:52:25.611222+03:00,,,,,"2-комн. квартира, 53.1 м², 8/9 эт.",2020-11-26T17:01:51.742061Z
