address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, Национальная улица, 15",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-18T01:53:26.146626Z,"Выгодное предложение, срочная продажа. Продается однокомнатная квартира - типовая сталинка, Возможен обмен с доплатой на однокомнатную квартиру. Произведен ремонт крыши и установлены новые  радиаторы и пластиковое окно. Санузел совмещен. Имеется большая парковка во дворе. <br>Возможна покупка по ипотеке, с использованием материнского капитала.<br>При звонке, пожалуйста, назовите номер объявления - 108 056<br>Консультируем подробно по телефону.",28 м²,651.0,2/2,28 м²,28.0,2,10,2871166607,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2871166607,272.0,1 350 000 ₽,48 214 ₽ за м²,48214,1350000,Apartment,2020-09-18T01:53:26.146626Z,78,Listing,1,1,2020-12-20T05:26:15.311836+03:00,1984774825,2020-09-18T04:44:00.316357+03:00,2020-12-07T15:39:08.61669+03:00,1.604,272.0,#008000,Золотая Нива,"1-комн. квартира, 28 м², 2/2 эт.",2020-12-07T12:48:49.455201Z
"Новосибирск, Советский район, микрорайон Академгородок, улица Иванова, 28",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:00:42.406075Z,"Квартира в доме улучшенной планировки в жилом состоянии. Остается мебель и техника. Квартира не угловая, очень теплая. Окна - во двор.<br>Развитая инфраструктура: в шаговой доступности школы, детсады, магазины, 100 метров до остановки общественного транспорта, около 1 км до ж.д. станции Сеятель.<br>Чистая продажа. Один взрослый собственник.<br>При звонке, пожалуйста, назовите номер объявления - 111 604<br>Консультируем подробно по телефону.",53.9 м²,656.0,7/9,53.9 м²,53.9,7,6,2864032640,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2864032640,,3 850 000 ₽,71 429 ₽ за м²,71429,3850000,Apartment,2020-09-15T08:00:42.406075Z,78,Listing,2,2,2020-12-20T05:26:15.373893+03:00,1984366062,2020-09-15T10:51:14.583174+03:00,2020-12-07T05:23:58.214697+03:00,,,,,"2-комн. квартира, 53.9 м², 7/9 эт.",2020-12-07T02:33:57.486224Z
"Новосибирск, Нижегородская улица, 20",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:00:53.703034Z,"Продается 2-х комнатная квартира в шаговой доступности от метро Октябрьская. Удобная транспортная развязка, остановка Зорька.Прекрасный парк для отдыха и прогулок, много магазинов,рядом больница. Дом теплый, кирпичный. Без обремениний , документы к сделке готовы.Торг. Ждем всех желающих на просмотр.<br>При звонке, пожалуйста, назовите номер объявления - 111 720<br>Консультируем подробно по телефону.",40 м²,650.0,1/5,40 м²,40.0,1,15,2864033214,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2864033214,264.0,2 900 000 ₽,72 500 ₽ за м²,72500,2900000,Apartment,2020-09-15T08:00:53.703034Z,78,Listing,2,2,2020-12-20T05:26:15.387636+03:00,1984329783,2020-09-15T10:51:22.988631+03:00,2020-12-07T05:23:58.44659+03:00,0.45,264.0,#FF0000,Октябрьская,"2-комн. квартира, 40 м², 1/5 эт.",2020-12-07T02:34:00.572084Z
"Новосибирск, улица Курчатова, 7/3",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:00:53.771981Z,"При звонке, пожалуйста, назовите номер объявления - 112 096<br>Консультируем подробно по телефону.",39 м²,648.0,8/9,39 м²,39.0,8,10,2864033220,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2864033220,,2 500 000 ₽,64 103 ₽ за м²,64103,2500000,Apartment,2020-09-15T08:00:53.771981Z,78,Listing,1,1,2020-12-20T05:26:15.435028+03:00,1984238439,2020-09-15T10:51:23.167262+03:00,2020-12-09T05:19:41.928211+03:00,,,,,"1-комн. квартира, 39 м², 8/9 эт.",2020-12-09T02:29:12.370188Z
"Новосибирск, Ленинградская улица, 98",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-16T01:57:31.80366Z,"Предлагаем отличный вариант для проживания или сдачи в аренду. Комфортный 2 этаж, в соседнем доме кафе  Подсолнух  ( очень приятный бонус для студентов). В шаговой доступности СибГУТИ, НГАСУ  и другие учебные заведения. В 15 минутах хотьбы   станция  м. Октябрьская, <br>     Квартира без обременений.<br>    <br>При звонке, пожалуйста, назовите номер объявления - 112 841<br>Консультируем подробно по телефону.",30 м²,650.0,2/5,30 м²,30.0,2,9,2865896586,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2865896586,264.0,2 510 000 ₽,83 667 ₽ за м²,83667,2510000,Apartment,2020-09-16T01:57:31.80366Z,78,Listing,1,1,2020-12-20T05:26:15.511693+03:00,1984429648,2020-09-16T04:48:06.109293+03:00,2020-12-07T05:23:59.573769+03:00,1.096,264.0,#FF0000,Октябрьская,"1-комн. квартира, 30 м², 2/5 эт.",2020-12-07T02:33:57.529707Z
"Новосибирск, Барьерная улица, 1",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-17T01:53:50.571696Z,"Продается 2-комнатая квартира изолированные комнаты 11кв.м и 14 кв.м. В санузле, свежий ремонт, заменена сантехника. <br>Рядом с домом остановка, магазин, детский сад, школа. <br>Документы готовы к сделке, 1 собственник, вариант взамен не требуется. <br>Будем рады организовать просмотр в удобное для Вас время. <br>При звонке, пожалуйста, назовите номер объявления - 112 664<br>Консультируем подробно по телефону.",41 м²,656.0,1/5,41 м²,41.0,1,19,2868425632,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2868425632,,2 000 000 ₽,48 780 ₽ за м²,48780,2000000,Apartment,2020-09-17T01:53:50.571696Z,78,Listing,2,2,2020-12-20T05:26:31.646141+03:00,1984204231,2020-09-17T04:44:25.552326+03:00,2020-12-06T15:40:30.368752+03:00,,,,,"2-комн. квартира, 41 м², 1/5 эт.",2020-12-06T12:50:05.983893Z
"Новосибирск, улица Немировича-Данченко, 122",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-18T02:03:22.370906Z,"Продам однокомнатную квартиру на 2 этаже в первом строящемся доме.  <br>-Застекленные балконы и лоджии<br>-Бесшумные скоростные лифты<br>- Огороженный двор<br>- Помещение для консьержа.<br>- Детские площадки<br>- Парковка для Вашего транспорта<br>Продажа по переуступке.<br>У застройщика таких квартир в продаже не осталось. <br>С проектной декларацией можно ознакомиться на сайте застройщика.<br>При звонке, пожалуйста, назовите номер объявления - 109 833<br>Консультируем подробно по телефону.",40 м²,655.0,2/26,40 м²,40.0,2,9,2871169505,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2871169505,266.0,3 050 000 ₽,76 250 ₽ за м²,76250,3050000,Apartment,2020-09-18T02:03:22.370906Z,78,Listing,1,1,2020-12-20T05:26:31.687767+03:00,1984888034,2020-09-18T04:53:53.063739+03:00,2020-12-07T05:24:00.176975+03:00,1.294,266.0,#FF0000,Студенческая,"1-комн. квартира, 40 м², 2/26 эт.",2020-12-07T02:34:12.88815Z
"Новосибирск, проспект Дзержинского, 71А",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:10:09.237988Z,"Отличная теплая квартира в кирпичном доме, окна на две стороны, удобный второй этаж, высокие потолки, комнаты изолированные. <br>Рядом Сад Дзежинского для прогулок семьей, а также школы детские сады, радиотехнический колледж.<br>Удобная транспортная развязка, ближайшее  метро  Березовая Роща <br>При звонке, пожалуйста, назовите номер объявления - 112 317<br>Консультируем подробно по телефону.",56 м²,651.0,2/5,56 м²,56.0,2,6,2864066911,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2864066911,272.0,3 500 000 ₽,62 500 ₽ за м²,62500,3500000,Apartment,2020-09-15T08:10:09.237988Z,78,Listing,2,2,2020-12-20T05:26:31.820471+03:00,1983964965,2020-09-15T10:51:22.877831+03:00,2020-12-07T15:41:17.784398+03:00,2.573,272.0,#008000,Золотая Нива,"2-комн. квартира, 56 м², 2/5 эт.",2020-12-07T12:51:01.242593Z
"Новосибирск, Кировский район, Северо-Чемской жилмассив, Чемская улица, 6",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-11-20T10:28:41.962285Z,"Предлагается к продаже однокомнатная квартира. Дом отдален от шумной магистрали. Квартира требует косметического ремонта. Санузел совмещен. Окна пластик. Рядом школа, 2 детских сада, магазины, район активно развивается.Просмотр по договоренности. Документы к сделке готовы, один собственник.Возможна ипотека. Помощь в получении ипотечного решения по минимальной ставке.. Номер в базе: 4952097. Район: Кировский.",30 м²,655.0,3/5,30 м²,30.0,3,14,3020038565,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3020038565,,1 880 000 ₽,62 667 ₽ за м²,62667,1880000,Apartment,2020-11-20T10:28:41.962285Z,78,Listing,1,1,2020-12-20T13:19:40.24323+03:00,2040049218,2020-11-20T13:19:11.805861+03:00,2020-12-01T05:20:07.494827+03:00,,,,,"1-комн. квартира, 30 м², 3/5 эт.",2020-12-01T02:29:38.189612Z
"Новосибирск, улица Дуси Ковальчук, 7",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-20T12:23:48.966206Z,"В продаже просторная уютная квартира на высоком первом этаже. Комнаты изолированные, просторная кухня. Окна квартиры на две стороны. Остановка  транспорта в шаговой доступности. Рядом детские сады, школы, магазины, торговые центры.<br>При звонке, пожалуйста, назовите номер объявления - 81 705<br>Консультируем подробно по телефону.",77.9 м²,653.0,1/10,77.9 м²,77.9,1,5,2943674815,Sale,/4-komnatnaya-kvartira-na-prodazhu-novosibirsk-2943674815,268.0,5 670 000 ₽,72 786 ₽ за м²,72786,5670000,Apartment,2020-10-20T12:23:48.966206Z,78,Listing,4,4,2020-12-20T05:35:59.40591+03:00,2016868771,2020-10-20T15:14:16.74961+03:00,2020-12-07T05:24:05.729481+03:00,1.672,268.0,#008000,Площадь Гарина-Михайловского,"4-комн. квартира, 77.9 м², 1/10 эт.",2020-12-07T02:34:23.885324Z
