address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, Калининский район, микрорайон Пашино, Новоуральская улица, 23",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-20T02:45:04.765039Z,"Квартира  под ремонт.<br>При звонке, пожалуйста, назовите номер объявления - 81 858<br>Консультируем подробно по телефону.",45.2 м²,,4/5,45.2 м²,45.2,4,20,3019272364,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3019272364,,2 590 000 ₽,57 301 ₽ за м²,57301,2590000,Apartment,2020-11-20T02:45:04.765039Z,78,Listing,2,2,2020-12-20T05:36:02.790703+03:00,2016036543,2020-11-20T05:35:37.620861+03:00,2020-12-07T05:24:04.930772+03:00,,,,,"2-комн. квартира, 45.2 м², 4/5 эт.",2020-12-07T02:34:08.345749Z
"Новосибирск, улица Твардовского, 22/1",9895082,Марина Вячеславовна,Resale,3285,2020-05-19T01:51:09.90409Z,"Вы мечтаете о квартире в экологически чистом районе с хорошей транспортной развязкой?<br>Этот вариант именно для Вас! <br>Теплая и светлая и просторная двушка студия. Высокие потолки - 2,80 м. Уникальная планировка - сейчас в продаже таких квартир в этом микрорайоне нет. Гостиная зона совмещена с кухонной зоной -  их общая площадь -25 м2. В этой комнате два окна - на юг и запад, что позволяет ее легко разгородить, при необходимости, на две комнаты. Из окна панорамный вид! Окна выходят во двор. Спальня 12 м2. Окна - современный деревянный стеклопакет, - соответственно нет парникового эффекта как при пластиковых окнах. Пол - ламинат, потолки натяжные матовые, санузел - дизайнерская укладка кафеля. В санузле хорошая дорогая сантехника, чугунная ванна, раковина со встроенным бельевым шкафом. <br>Выход из дома на две стороны. Уютный дворик с игровой площадкой с обеих сторон дома. Достаточное место для парковки. <br>Рядом с домом конечная остановка транспорта. Удобная транспортная развязка: без пересадок можно уехать до Меги и Площади К.Маркса, в центр Новосибирска, в Академгородок и в центр Первомайского района. <br>Для вашего удобства прямо рядом с домом магазин ""Ярче"".""Мария-Ра"", рынок. Через дом магазин ""Магнит"". Развитая инфраструктура: детские развлекательные центры, парикмахерские, ремонтные мастерские, мелкие магазинчики. В шаговой доступности поликлиника, детские сады, школа.<br>В подарок вам остается кухонный гарнитур, двуспальная кровать 1.60 х 2.00 с хорошим ортопедическим матрасом (покупали за 25 тыс.руб.)  Диван. <br>Скидка на Ипотеку Сбербанка - 0,3%!!<br>Квартира хорошо подойдет как для проживания, так и для сдачи в аренду.<br>Все готово для вашего комфортного проживания!",44 м²,657.0,16/17,44 м²,44.0,16,14,2570511334,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2570511334,,2 790 000 ₽,63 409 ₽ за м²,63409,2790000,Apartment,2020-05-19T01:51:09.90409Z,78,Listing,2,2,2020-12-18T08:50:07.473357+03:00,1927984982,2020-05-18T15:37:56.540607+03:00,2020-11-18T08:50:07.473357+03:00,,,,,"2-комн. квартира, 44 м², 16/17 эт.",2020-11-18T05:59:11.470255Z
"Новосибирск, улица Немировича-Данченко, 169, подъезд 5",27518307,СибХоум,Resale,3285,2020-03-13T02:30:35.6891Z,"Предлагаем к покупке отличную квартиру в доме комфорт класса. Этаж средний - дом кирпичный с огороженной территорией и тихим двором. Очень удобное месторасположение, 5 минут пешком до метро Студенческая, Октябрьский мост, несколько детских садиков в пешей доступности, 3 школы, 2 университета.<br>На этаже всего 3 квартиры, прекрасные соседи, все друг друга знают. Квартира очень уютная, большая прихожая, просторная кухня, 2 светлых, изолированных комнаты, детская и зал-спальня. Все окна квартиры выходят во двор, даже летом когда открыты окна не слышно дорогу. Состояние ремонта хорошее, так же в каждой комнате установлен кондиционер на летний период. ВСЯ МЕБЕЛЬ И ТЕХНИКА ОСТАЕТСЯ НОВЫМ ВЛАДЕЛЬЦАМ В ПОДАРОК!<br>За нашей квартирой закреплено отдельное парковочное место (огороженное) об этом знает администрация района и управляющая компания, так что хоть утром хоть вечером вы всегда без проблем поставите свою машину, может даже две!<br>Квартира юридически чистая и подходит под все виды расчетов:<br>- ипотека;<br>- наличные;<br>- материнский капитал.<br>Мы с радостью покажем вам квартиру в удобное для вас время, звоните, расскажем подробнее!",72 м²,654.0,5/12,72 м²,72.0,5,22,2395645371,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2395645371,266.0,5 850 000 ₽,81 250 ₽ за м²,81250,5850000,Apartment,2020-03-13T02:30:35.6891Z,78,Listing,2,2,2020-12-17T11:57:15.01256+03:00,1889101634,2020-03-12T11:38:39.688187+03:00,2020-11-17T11:57:15.01256+03:00,0.438,266.0,#FF0000,Студенческая,"2-комн. квартира, 72 м², 5/12 эт.",2020-11-17T09:06:31.270303Z
"Новосибирск, Октябрьский район, жилой комплекс Европейский Берег",4644445,Ольга,New,3285,2020-11-20T02:48:36.425245Z,"Предлагается к продаже полноценная 1- комнатная квартира в самом востребованном микрорайоне ""Европейский Берег"" . Микрорайон расположен в шаговой доступности от м. Речной вокзал и представляет комплекс из 22-х домов уже сданных и новых строящихся. Дома расположены вдоль береговой  линии микрорайона. Дворы огорожены от машин. Построен новый детский сад. Проектом предусмотрена набережная с общественными площадками для игр и спорта, пешеходными аллеями.",29.5 м²,650.0,6/9,29.5 м²,29.5,6,4,3019273162,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3019273162,265.0,3 100 000 ₽,105 085 ₽ за м²,105085,3100000,Apartment,2020-11-20T02:48:36.425245Z,78,Listing,1,1,2020-12-20T05:39:35.472684+03:00,2043909392,2020-11-20T05:39:13.938053+03:00,2020-11-20T05:43:00.433548+03:00,2.724,265.0,#FF0000,Речной вокзал,"1-комн. квартира, 29.5 м², 6/9 эт.",2020-11-20T02:52:03.203091Z
"Новосибирск, улица Челюскинцев, 30",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-21T02:22:10.033149Z,"В продаже двухкомнатная квартира. В кварире выполнен качественный ремонт. Балкон остеклен. Новым собственникам останется кухонный гарнитур, встроенные шкафы, гардеробная,диван. Удачное расположение дома, отличная транспортная развязка. Рядом дет.сад,4я гимназия. <br>При звонке, пожалуйста, назовите номер объявления - 84 195<br>Консультируем подробно по телефону.",34 м²,652.0,8/9,34 м²,34.0,8,8,2944954229,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2944954229,268.0,3 800 000 ₽,111 765 ₽ за м²,111765,3800000,Apartment,2020-10-21T02:22:10.033149Z,78,Listing,2,2,2020-12-20T05:46:21.984718+03:00,2016445719,2020-10-21T05:12:42.938721+03:00,2020-12-07T05:24:08.946264+03:00,0.611,268.0,#008000,Площадь Гарина-Михайловского,"2-комн. квартира, 34 м², 8/9 эт.",2020-12-07T02:34:03.252042Z
"Новосибирск, Калининский район, микрорайон Родники, улица Гребенщикова, 1",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-21T02:22:10.746143Z,"Квартира с ремонтом от застройщика. Продается с мебелью.<br>Окна выходят на гипермарект Лента.<br>При звонке, пожалуйста, назовите номер объявления - 84 059<br>Консультируем подробно по телефону.",34 м²,648.0,2/19,34 м²,34.0,2,11,2944954258,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2944954258,,2 700 000 ₽,79 412 ₽ за м²,79412,2700000,Apartment,2020-10-21T02:22:10.746143Z,78,Listing,1,1,2020-12-20T05:46:22.020418+03:00,2016788487,2020-10-21T05:12:42.730551+03:00,2020-12-07T05:24:08.794012+03:00,,,,,"1-комн. квартира, 34 м², 2/19 эт.",2020-12-07T02:34:30.86055Z
"Новосибирск, улица Петухова, 12/4",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-21T02:22:10.108697Z,"Квартира под самоотделку , сдача объекта 1 кв. 2021г.<br>С проектной декларацией можно ознакомиться на сайте застройщика.<br>При звонке, пожалуйста, назовите номер объявления - 83 777<br>Консультируем подробно по телефону.",70.3 м²,655.0,11/17,70.3 м²,70.3,11,13,2944954233,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2944954233,267.0,3 000 000 ₽,42 674 ₽ за м²,42674,3000000,Apartment,2020-10-21T02:22:10.108697Z,78,Listing,3,3,2020-12-20T05:46:22.232919+03:00,2016359019,2020-10-21T05:12:42.908503+03:00,2020-12-09T05:19:44.796417+03:00,4.638,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 70.3 м², 11/17 эт.",2020-12-09T02:29:15.034818Z
"Новосибирск, Советский район, микрорайон Нижняя Ельцовка, Лесосечная улица, 14",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-21T02:22:13.429155Z,"При звонке, пожалуйста, назовите номер объявления - 83 991<br>Консультируем подробно по телефону.",113 м²,656.0,6/8,113 м²,113.0,6,28,2944954317,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2944954317,,6 900 000 ₽,61 062 ₽ за м²,61062,6900000,Apartment,2020-10-21T02:22:13.429155Z,78,Listing,3,3,2020-12-20T05:46:23.489924+03:00,2016186589,2020-10-21T05:12:43.858904+03:00,2020-12-07T05:24:08.395959+03:00,,,,,"3-комн. квартира, 113 м², 6/8 эт.",2020-12-07T02:34:11.305123Z
"Новосибирская область, Черепановский район, рабочий посёлок Дорогино, Светлая улица, 4",104010710,Ольга Голдобова(Клиновицкая),Resale,3263,2020-10-21T02:58:53.134838Z,"В рабочем поселке  Дорогино Черепановского района по ул.Светлая д 4 -кв 5  продается теплая однокомнатная квартира  .Пластиковые окна,центральный водопровод и центральное  отопление.Есть работа-керамический и кирпичный заводы,новая поликлиника,магазины,детсад,школа,электрички до Черепаново и Новосибирска.За поселком- красивая природа:лес,речка.В 1-2 остановках электрички  -Линево с несколькими крупными предприятиями.",31 м²,,2/2,31 м²,31.0,2,7,2944994101,Sale,/1-komnatnaya-kvartira-na-prodazhu-dorogino-2944994101,,550 000 ₽,17 742 ₽ за м²,17742,550000,Apartment,2020-10-21T02:58:53.134838Z,78,Listing,1,1,2020-12-20T05:50:22.762857+03:00,2036465855,2020-10-21T05:49:26.836152+03:00,2020-11-20T05:50:22.762857+03:00,,,,,"1-комн. квартира, 31 м², 2/2 эт.",2020-11-20T02:59:24.475093Z
"Новосибирск, улица Дениса Давыдова, 1/2",14544714,КВАДРОТЕКА (Сибакадемстрой Недвижимость),Resale,3285,2020-03-14T00:50:10.607883Z,"Более подробное описание объекта — на сайте агентства. Номер варианта: КЛН19000126.  <br>	Предлагаем к продаже большую 2-х комнатную студию под с/отделку на комфортном 3 этаже. Квартиру легко можно перепланировать в полноценную 2-х комнатную. Воплощайте свои дизайнерские решения.  Дом находится далеко от магистральных дорог, во дворах, скрыт от шума и пыли.   Во дворе хорошая детская площадка и много парковочных мест, всегда  можно припарковаться. Посажены молодые сосны и установлены красивые уличные фонари.  Закрытая охраняемая территория.   Хорошая транспортная развязка. Рядом вся инфраструктура: детские сады, школы, поликлинника, торговые центры т.д   Любой способ расчета. Ключи в агенстве.",65.1 м²,648.0,3/17,65.1 м²,65.1,3,13,2397528733,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2397528733,271.0,4 085 000 ₽,62 750 ₽ за м²,62750,4085000,Apartment,2020-03-14T00:50:10.607883Z,78,Listing,2,2,2020-12-17T12:13:34.284344+03:00,1896834737,2020-03-13T04:03:42.04154+03:00,2020-11-19T05:05:53.298065+03:00,3.091,271.0,#008000,Берёзовая роща,"2-комн. квартира, 65.1 м², 3/17 эт.",2020-11-19T02:15:20.878231Z
"Новосибирск, улица Героев Революции, 32",14544714,КВАДРОТЕКА (Сибакадемстрой Недвижимость),Resale,3285,2020-08-10T14:16:08.142266Z,"Более подробное описание объекта — на сайте агентства. Номер варианта: ПРВ20000287.  <br>	Продадим хорошую  двухкомнатную квартиру улучшенной планировки,  в Центре Первомайского района!!! Высокий первый этаж!!! Балкон застеклен! Спокойный двор! Остается вся мебель и даже КИНОПРОЕКТОР!!!  Вся инфраструктура в шаговой доступности! Две общеобразовательные школы, детские сады, магазины, стадион, парк культуры и отдыха, остановки общественного транспорта и остановочная платформа электропоездов Первомайская!!!Все документы по объекту готовы к сделке!!!  Рассмотрим обмен на однокомнатную квартиру в Первомайском районе! Разумный торг! Приходите к нам!",52 м²,657.0,1/10,52 м²,52.0,1,25,2778260808,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2778260808,,3 450 000 ₽,66 346 ₽ за м²,66346,3450000,Apartment,2020-08-10T14:16:08.142266Z,78,Listing,2,2,2020-12-17T12:13:34.724955+03:00,1960006936,2020-08-10T17:06:35.831087+03:00,2020-12-02T05:21:29.976891+03:00,,,,,"2-комн. квартира, 52 м², 1/10 эт.",2020-12-02T02:31:02.8519Z
"Новосибирск, улица Баумана, 3/3",14544714,КВАДРОТЕКА (Сибакадемстрой Недвижимость),Resale,3285,2020-08-10T14:15:58.437805Z,"Более подробное описание объекта — на сайте агентства. Номер варианта: ПРВ19000561.  <br>	В продаже уютная, чистая, теплая и светлая полноценная трех комнатная квартира, в самом центре Первомайского района. Сделан качественный ремонт.  Обе лоджии застекленные и зашиты ПВХ панелями. На лоджиях установлены встроенные шкафы. Во дворе дома детская площадка, наличие парковочных мест. Рядом все: магазины, рынки, банки, школы, детские сады, школы детского развития, спортивный комплекс ""Локомотив"", районный парк и все, что необходимо для современной интенсивной жизни. Удобная транспортная развязка: в шаговой доступности остановки маршрутных такси и автобусов, платформа электропоездов.",74 м²,657.0,9/10,74 м²,74.0,9,11,2778260132,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2778260132,,4 590 000 ₽,62 027 ₽ за м²,62027,4590000,Apartment,2020-08-10T14:15:58.437805Z,78,Listing,3,3,2020-12-17T12:13:36.73795+03:00,1960348801,2020-08-10T17:06:32.100007+03:00,2020-11-17T12:13:52.869179+03:00,,,,,"3-комн. квартира, 74 м², 9/10 эт.",2020-11-17T09:24:32.554237Z
"Новосибирская область, Бердск, улица Красная Сибирь, 103",14544714,КВАДРОТЕКА (Сибакадемстрой Недвижимость),Resale,3279,2019-02-05T20:19:06.102237Z,"Более подробное описание объекта — на сайте агентства. Номер варианта: БЕР18000362.  <br>	Бердск. При выборе квартиры, правильно совершить прогулку по микрорайону. Сегодня вечерняя прогулка, при свете неона.  Предлагается к продаже 1-но квартира в одном из благоприятных районов города Бердска ,со сложившейся инфраструктурой, близостью торговых и развлекательных центров. ДК Родина  проводит все торжественные и праздничные мероприятия, в том числе городскую елку . Спектакли , концерты , кинопремьеры. Здесь работают многочисленные кружки детского творчества.  В пешей доступности Обское водохранилище , в окружении хвойного леса, где отдыхают горожане. В квартире благоприятная аура, располагающая к отдыху после рабочего дня . Очень уютная квартира. Требуется небольшой косметический ремонт. 1 взрослый собственник, подходит под ипотеку и материнский капитал.  Приглашаем на просмотры . Возможен разумный торг.",36.8 м²,,2/10,36.8 м²,36.8,2,12,258079072,Sale,/1-komnatnaya-kvartira-na-prodazhu-berdsk-258079072,,2 400 000 ₽,65 217 ₽ за м²,65217,2400000,Apartment,2019-02-05T20:19:06.102237Z,78,Listing,1,1,2020-12-17T12:13:49.261011+03:00,1247871914,2018-09-20T02:55:55.163558+03:00,2020-11-26T05:06:00.77613+03:00,,,,,"1-комн. квартира, 36.8 м², 2/10 эт.",2020-11-26T03:15:05.92611Z
"Новосибирск, улица Тюленина, 14",14544714,КВАДРОТЕКА (Сибакадемстрой Недвижимость),Resale,3285,2020-11-17T09:24:59.919966Z,"Более подробное описание объекта — на сайте агентства. Номер варианта: ЗЛЦ20000234.  <br>	Великолепное предложение! Одно из самых выгодных на сегодняшний день предложений, относительно цена-качество! Удобный второй этаж (за счет чего не холодный пол), квартира очень теплая, потому что не угловая/торцевая, хорошие соседи. Обращаем внимание покупателей на отличную планировку: большая кухня, квадратные большие комнаты, две просторных остекленных лоджии, вместительная кладовка (из которой, при желании, можно сделать еще один сан.узел), широкий коридор. Отличная инфраструктура: рядом с домом ТРИ ШКОЛЫ, ВОСЕМЬ ДЕТСКИХ САДОВ, центры дошкольного развития, магазины, ТЦ Голден Парк, скверы для прогулок, остановка общественного транспорта, одним словом, все, что необходимо для комфортного уровня жизни! В квартире в настоящее время уже никто не живет, документы готовы к сделки, ключи в день окончательного расчета!",74 м²,648.0,2/10,74 м²,74.0,2,21,3012309839,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3012309839,,4 550 000 ₽,61 486 ₽ за м²,61486,4550000,Apartment,2020-11-17T09:24:59.919966Z,78,Listing,3,3,2020-12-17T12:15:29.21697+03:00,2024770641,2020-11-17T12:15:00.039964+03:00,2020-11-17T12:15:29.21697+03:00,,,,,"3-комн. квартира, 74 м², 2/10 эт.",2020-11-17T09:26:07.630325Z
