address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирская область, Искитимский район, станция Евсино, улица Гагарина, 55",191460245,Татьяна,Resale,3260,2020-11-11T07:22:31.744696Z,"Пpoдаётся квартиpa. Окнa плаcтиковыe, выxодят нa oбe cтоpoны дoмa, в квaртире вceгда солнечно. Бaлкон застеклен. Рядом находится детский сад, остановка, магазины. Приходите смотрите.",58.9 м²,,,,,,2/5,58.9 м²,58.9,2,9,2997199987,Sale,/3-komnatnaya-kvartira-na-prodazhu-linevo-2997199987,,1 690 000 ₽,28 693 ₽ за м²,28693,1690000,Apartment,2020-11-11T07:22:31.744696Z,78,Listing,3,3.0,2020-12-11T10:13:15.130522+03:00,2035529769,2020-11-11T10:12:42.354924+03:00,2020-11-14T14:01:40.985758+03:00,,,,,"3-комн. квартира, 58.9 м², 2/5 эт.",2020-11-14T11:11:06.965757Z
"ул. Мясниковой, стр. 41",192460465,Лара,New,3285,2020-11-09T05:03:59.077324Z,"Предлагается к продажи полноценная однокомнатная квартира. Окна выходят на юг,  5 секция, с  качественным ремонтом от застройщика. Без обременений. Сдача апрель 2021 года. Продажа по переуступке. Собственник.",41 м²,67715.0,Мкр. «Родники»,67715.0,Мкр. «Родники»,653.0,14/17,41 м²,41.0,14,7,2991941968,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2991941968,,2 960 000 ₽,72 195 ₽ за м²,72195,2960000,Apartment,2020-11-09T05:03:59.077324Z,78,Listing,1,1.0,2020-12-09T07:54:56.249751+03:00,2031240266,2020-11-09T07:54:36.29155+03:00,2020-11-24T14:54:14.003374+03:00,,,,,"1-комн. квартира, 41 м², 14/17 эт.",2020-11-24T12:03:14.863573Z
"Новосибирская область, Ордынский район, рабочий посёлок Ордынское, Западная улица, 5А",192597346,volk,Resale,3265,2020-11-11T09:03:45.822107Z,"Продам 3-х комнатную квартиру.Есть участок,гараж,подвальное помещение.В подъезде установлен домофон.Интересующие вопросы по телефону.Торг",72 м²,,,,,,1/3,72 м²,72.0,1,8,2997518383,Sale,/3-komnatnaya-kvartira-na-prodazhu-ordynskoe-2997518383,,2 850 000 ₽,39 583 ₽ за м²,39583,2850000,Apartment,2020-11-11T09:03:45.822107Z,78,Listing,3,3.0,2020-12-11T11:54:43.202563+03:00,2016582433,2020-11-11T11:54:19.411337+03:00,2020-11-11T11:54:43.202563+03:00,,,,,"3-комн. квартира, 72 м², 1/3 эт.",2020-11-11T09:03:47.276514Z
"Новосибирск, улица Крылова, 38",184063293,"Родники, Квартиры - Заходи и живи",Resale,3285,2020-11-11T09:17:57.245427Z,"Дом- полноценный кирпич!<br>Чистый и ухоженный Подьезд. Во дворе шлагбаум, Парковка. <br>Квартире требуется ремонт.<br>Без обременений и ограничений, 1 взрослый собственник. Ключи в день сделки.",31.9 м²,,,,,649.0,4/5,31.9 м²,31.9,4,7,2997549317,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2997549317,270.0,2 990 000 ₽,93 730 ₽ за м²,93730,2990000,Apartment,2020-11-11T09:17:57.245427Z,78,Listing,1,1.0,2020-12-11T12:08:56.57527+03:00,2043044365,2020-11-11T12:06:47.698232+03:00,2020-12-07T07:25:17.929316+03:00,0.422,270.0,#008000,Маршала Покрышкина,"1-комн. квартира, 31.9 м², 4/5 эт.",2020-12-07T04:35:04.044522Z
"Новосибирская область, Куйбышев, 12-й квартал, 6",192462553,Григорий Викторович,Resale,3253,2020-11-09T06:41:42.942689Z,"Продам 3-х комнатную квартиру 12-6, кирпичный дом, 3 этаж, общая площадь 50 м2, пластиковые окна, застекленный балкон. В квартире новым владельцам остаются - встроенный кухонный гарнитур, обеденная зона, встроенный шкаф в спальне, гардеробная. В зале и спальне - итальянские обои! Ванна отделана кафелем KERAMA MARAZZI (Италия). В шаговой доступности детские сады, школы, магазины и рынки! Квартира очень теплая, уютная и солнечная! Приходите на просмотр!",50 м²,,,,,,3/5,50 м²,50.0,3,8,2992161976,Sale,/3-komnatnaya-kvartira-na-prodazhu-kuybyshev-2992161976,,2 800 000 ₽,56 000 ₽ за м²,56000,2800000,Apartment,2020-11-09T06:41:42.942689Z,78,Listing,3,3.0,2020-12-09T09:32:36.986891+03:00,2039386809,2020-11-09T09:28:44.613114+03:00,2020-11-09T18:18:12.383875+03:00,,,,,"3-комн. квартира, 50 м², 3/5 эт.",2020-11-09T15:27:34.235624Z
"Новосибирская область, Мошковский район, село Участок-Балта",168780860,Андрей,Resale,3251,2019-09-05T02:35:52.996842Z,"Возможен расчёт мат. Капиталом. Печное водяное отопление. Участок 15 соток. Торг. Озеро, лес рядом с домом.",65 м²,,,,,,1/1,65 м²,65.0,1,7,1781879247,Sale,/3-komnatnaya-kvartira-na-prodazhu-stantsionno_oyashinskiy-1781879247,,370 000 ₽,5 692 ₽ за м²,5692,370000,Apartment,2019-09-05T02:35:52.996842Z,78,Listing,3,3.0,2020-12-10T06:21:49.229162+03:00,1818029081,2019-09-05T01:05:31.426239+03:00,2020-11-10T06:21:49.229162+03:00,,,,,"3-комн. квартира, 65 м², 1/1 эт.",2020-11-10T03:31:00.460592Z
"Новосибирск, улица Мясниковой, 24/1",184063293,"Родники, Квартиры - Заходи и живи",Resale,3285,2020-11-11T10:56:54.320932Z,"Внутриквартальное расположение дома, наличие парковочных мест, видеонаблюдение.<br>Без обременений и ограничений, обмен подобран.",73.6 м²,,,,,648.0,8/10,73.6 м²,73.6,8,7,2997863951,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2997863951,,4 990 000 ₽,67 799 ₽ за м²,67799,4990000,Apartment,2020-11-11T10:56:54.320932Z,78,Listing,3,3.0,2020-12-11T13:47:52.328654+03:00,2043501557,2020-11-11T13:47:29.546652+03:00,2020-12-07T07:21:11.075858+03:00,,,,,"3-комн. квартира, 73.6 м², 8/10 эт.",2020-12-07T04:31:18.843729Z
"Новосибирск, Кировский район, Северо-Чемской жилмассив, улица Герцена, 8",192605732,Андрей,Resale,3285,2020-11-11T11:23:21.219862Z,"Продам Двухкомнатную квартиру, комнаты раздельные, в г.Новосибирск, на Северо-Чемском ж/м. Рядом поликлиника N13, река Обь. Прекрасная транспортная развязка.",43 м²,,,,,655.0,2/10,43 м²,43.0,2,6,2997949388,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2997949388,,2 680 000 ₽,62 326 ₽ за м²,62326,2680000,Apartment,2020-11-11T11:23:21.219862Z,78,Listing,2,2.0,2020-12-11T14:14:19.36132+03:00,2018440637,2020-11-11T14:13:57.516676+03:00,2020-11-30T06:40:06.403763+03:00,,,,,"2-комн. квартира, 43 м², 2/10 эт.",2020-11-30T03:53:27.678257Z
,183858382,living,New,3285,2020-11-12T10:14:34.12584Z,"ЖК ""Расцветай на Маркса"" - это дома  класса комфорт плюс. В пределах квартала — супермаркеты, аптеки, банки, детские сады, школы, гимназии, поликлиники, спортивные центры, кинотеатр и областная больница. 10 минут на транспорте — до ТРЦ «Мега» с гипермаркетом «АШАН» и «ИКЕА». Данный жилой комплекс крайне интересен как для проживания, так и для инвестиции Ваших денежных средств.<br>Организуем показы объектов в любом формате (онлайн и оффлайн. Расскажем об особенностях объекта, локации, сделаем подробный анализ выбранных вариантов.<br>1. Верхний этаж<br>2. Двухуровневая квартира<br>3. Есть балкон<br>Поможем выгодно приобрести квартиру и одобрить ипотеку с минимальной ставкой. Бесплатная экспертная помощь на каждом этапе покупки.",103.3 м²,93361.0,ЖК «Расцветай на Маркса»,93361.0,ЖК «Расцветай на Маркса»,654.0,25/25,103.3 м²,103.3,25,9,3000401349,Sale,/kvartira-na-prodazhu-novosibirsk-3000401349,266.0,10 500 000 ₽,101 646 ₽ за м²,101646,10500000,Apartment,2020-11-12T10:14:34.12584Z,78,Listing,Студия,,2020-12-12T13:05:19.189559+03:00,2028209530,2020-11-12T13:04:56.749219+03:00,2020-11-25T08:34:18.092448+03:00,0.36,266.0,#FF0000,Студенческая,"Квартира-студия, 103.3 м², 25/25 эт.",2020-11-25T05:57:20.406762Z
"ул. Высоцкого, д. 141, корп. 1",178825960,"2ПН, покупка-продажа недвижимости",New,3285,2020-10-07T07:24:07.875026Z,"К продаже предлагается 3-х комнатная студия с чистовой отделкой по строительному адресу Высоцкого, 141/11. На массиве построен новый детский сад. школа, хорошая транспортная развязка. Планируется строительство новой поликлиники. Сдача 4 кв 2022 года.",55.5 м²,1020137884.0,Мкр. Плющихинский,1020137884.0,Мкр. Плющихинский,650.0,7/18,55.5 м²,55.5,7,1,2913160657,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2913160657,272.0,2 331 000 ₽,42 000 ₽ за м²,42000,2331000,Apartment,2020-10-07T07:24:07.875026Z,78,Listing,3,3.0,2020-12-11T06:25:27.969222+03:00,1990011441,2020-10-07T10:14:40.976208+03:00,2020-12-01T18:32:43.180739+03:00,2.852,272.0,#008000,Золотая Нива,"3-комн. квартира, 55.5 м², 7/18 эт.",2020-12-01T15:41:46.735807Z
