address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,roadId,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Залесского, 8/1",184063293,"Родники, Квартиры - Заходи и живи",Resale,3285,2020-07-20T10:32:05.611554Z,Квартира под чистовую самоотделку.<br>Внешние и внутренние стены- кирпич.<br>Дом сдан и заселен.,90.9 м²,,,,,653.0,10/16,90.9 м²,90.9,10,3,2728457418,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2728457418,260.0,5 850 000 ₽,64 356 ₽ за м²,64356,5850000,Apartment,2020-07-20T10:32:05.611554Z,78,Listing,,3,3.0,2021-01-01T11:08:27.392263+03:00,1979278494,2020-07-20T13:22:42.908041+03:00,2020-12-02T11:08:27.392263+03:00,1.354,260.0,#FF0000,Заельцовская,"3-комн. квартира, 90.9 м², 10/16 эт.",2020-12-02T08:20:26.248392Z
"Новосибирск, проспект Дзержинского, 16/1",184063293,"Родники, Квартиры - Заходи и живи",Resale,3285,2020-07-20T10:24:09.363727Z,"Территория огорожена, видеонаблюдение, консьерж, подземный паркинг.<br>Перепланировка узаконена, один собственник, без обременений и ограничений.<br>В квартире выполнен большой объем дорогостоящих ремонтных работ.<br>Дополнительно: 2 места на паркинге.",105 м²,,,,,651.0,12/12,105 м²,105.0,12,1,2728433285,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2728433285,271.0,7 500 000 ₽,71 429 ₽ за м²,71429,7500000,Apartment,2020-07-20T10:24:09.363727Z,78,Listing,,3,3.0,2021-01-01T11:09:27.153305+03:00,1979069987,2020-07-20T13:13:27.353131+03:00,2020-12-02T11:09:27.153305+03:00,1.223,271.0,#008000,Берёзовая роща,"3-комн. квартира, 105 м², 12/12 эт.",2020-12-02T08:18:32.895349Z
"Новосибирск, улица Кропоткина, 108",19120337,Новосибирский проспект,Resale,3285,2020-11-23T03:15:50.229966Z,"Отличная 2х комнатная квартира рядом с метро, выполнен ремонт импортными материалами, в прихожей вместительный шкаф-купе, качественный кухонный гарнитур со встроенной техникой. Отсечка на одну квартиру, балкон застеклен, окна во двор.<br>Прекрасное расположение дома - в пяти минутах пешком станция метро ""Гагаринская"", в соседнем дворе отличный детский сад, за домом две общеобразовательные школы, детская футбольная, иностранных языков и художественной гимнастики, музыкальная школа. Максимально развитая инфраструктура, в пешей доступности магазины, торговые центры, поликлиника и прочее.<br>В доме свое ТСЖ, обслуживающее только этот дом - всегда везде чистота и порядок, двор закрыт двумя шлагбаумами, въезд третьих лиц исключен. Подъезд и дом после капитального ремонта, лифт заменен.<br>Квартира подходит под все виды расчетов, вся мебель и обстановка остается покупателю. Документы готовы к сделке, никто не прописан и не проживает. Показы в дневное время.",47.3 м²,,,,,653.0,3/9,47.3 м²,47.3,3,14,3025643840,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3025643840,261.0,4 300 000 ₽,90 909 ₽ за м²,90909,4300000,Apartment,2020-11-23T03:15:50.229966Z,78,Listing,,2,2.0,2020-12-23T06:06:48.144591+03:00,2031696762,2020-11-23T06:06:24.014551+03:00,2020-12-07T05:02:33.633324+03:00,0.407,261.0,#FF0000,Гагаринская,"2-комн. квартира, 47.3 м², 3/9 эт.",2020-12-07T02:11:58.682647Z
"Новосибирск, Военная улица, 9",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-08-27T08:57:31.544932Z,"Отличная квартира с идеальной транспортной доступностью, как на личном авто, так и на общественном транспорте - остановка в пешей доступности, до метро десять минуты ходьбы. Развитая инфраструктура для досуга, отдыха и всего необходимого. Квартира выстроена по функциональной планировке и имеет конфигурацию двухкомнатной студии – кухня совмещенная с гостинной имеет площадь более 30м2. Спальня почти 20м2. Ремонт выполнялся по дизайн-проект, что исключает наличие мелких недочетов и присутствие каких-либо огрехов. Предусмотрены и установлены теплые полы. Квартира располагается окнами на южную сторону, что предоставляет вам очень много солнечного света на протяжении всего дня. При сделке обсуждается вариант продажи с мебелью и техникой. Дом имеет огороженную территорию. Внутри имеется просторная детская площадка. Возможно, один из самых удачных вариантов за такую сумму в данной локации.. Номер в базе: 4503394. Район: Октябрьский.",98.9 м²,,,,,650.0,11/13,98.9 м²,98.9,11,8,2819920833,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2819920833,264.0,8 300 000 ₽,83 923 ₽ за м²,83923,8300000,Apartment,2020-08-27T08:57:31.544932Z,78,Listing,,2,2.0,2020-12-25T16:06:30.368684+03:00,2008789331,2020-08-27T11:48:02.539676+03:00,2020-12-08T16:07:42.700673+03:00,0.931,264.0,#FF0000,Октябрьская,"2-комн. квартира, 98.9 м², 11/13 эт.",2020-12-08T13:17:35.002688Z
"Новосибирск, проспект Дзержинского, 32А",11703027,"ООО ""Стройсити""",Resale,3285,2020-11-25T13:18:03.693184Z,"Дом Введен в эксплуатацию!!!! Продаем полноценную двухкомнатную квартиру с видом на ДК Чкалова! Полный пакет документов! Никаких платежей к указанной цене!<br>Новый кирпичный дом, до метро Березовая Роща 5 минут езды.<br>Полноценная двухкомнатная квартира, кухня 8 кв. м., в коридоре есть ниша под гардеробную, вместительные квадратные изолированные комнаты. Пощадь квартиры без учёта лоджий- 48 кв. м.+ большая лоджия в спальне 7 кв.м. + лоджия на кухне 3,28, квартира передается с предчистовой отделкой.<br>Возможен вариант ремонта данной квартиры ""под ключ"" от нашей строительной организации. Отвечу на все вопросы по телефону.",54 м²,,,,,651.0,7/19,54 м²,54.0,7,8,3031923449,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3031923449,272.0,3 078 000 ₽,57 000 ₽ за м²,57000,3078000,Apartment,2020-11-25T13:18:03.693184Z,78,Listing,,2,2.0,2020-12-25T16:08:58.223816+03:00,2065787006,2020-11-25T16:07:45.272798+03:00,2020-12-02T09:05:43.095194+03:00,2.277,272.0,#008000,Золотая Нива,"2-комн. квартира, 54 м², 7/19 эт.",2020-12-02T06:15:08.101626Z
"Новосибирск, Беловежская улица, 6/1, подъезд 3",11703027,"ООО ""Стройсити""",Resale,3285,2020-11-25T13:30:57.858988Z,"ОФОРМЛЕНО ПРАВА СОБСТВЕННОСТИ!!!! ПОДХОДИТ ПОД ИПОТЕКУ (ПОЛНЫЙ ПАКЕТ ДОКУМЕНТОВ ДЛЯ СДЕЛКИ, БЕЗ КАКИХ-ЛИБО ОБРЕМЕНЕНИЙ)!!!!!! Продам 2-ю квартиру-студию в новом современном ЖК, площадь квартиры без учёта лоджии 43 кв.м.+ лоджия 5,47 кв.м.( в данной квартире уже выполнена предчистовая отделка и установлена дверь) работают лифты и выполнено благоустройство прилегающей территории, подключены теплосети. ДОМ ВВЕДЕН В ЭКСПЛУАТАЦИЮ!!!!! Добраться до станции м. Карла Маркса можно за 7 мин на авто и 20 мин. пешком. Никаких доп. платежей к указанной цене. Возможен вариант ремонта данной квартиры ""под ключ"" от нашей строительной организации. Отвечу на все вопросы по телефону",48.2 м²,,,,,655.0,17/18,48.2 м²,48.2,17,9,3031961790,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3031961790,267.0,2 650 000 ₽,54 979 ₽ за м²,54979,2650000,Apartment,2020-11-25T13:30:57.858988Z,78,Listing,,2,2.0,2020-12-25T16:22:18.0566+03:00,2065423886,2020-11-25T16:20:59.37879+03:00,2020-12-05T07:03:01.209956+03:00,1.816,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 48.2 м², 17/18 эт.",2020-12-05T04:12:29.225908Z
"Новосибирск, улица 25 лет Октября, 14/1",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-11-26T13:15:32.333471Z,"ДОМ СДАН!!!!Продается квартира- студия общая площадь 29,91 кв м плюс балкон 5,39 кв м. Два окна!!!! жилая комната 15,05 кв м, кухня-ниша 5,12 кв м, санузел 4,96 кв м, коридор 4,78 кв м, балкон 5,39 кв м. Этаж 10. Продажа от собственника. Никаких обрменений нет, ни ипотек, ничего! чистая продажа!Приобретая эту квартиру, вы бесплатно получаете Гарантийный сертификат* в соответствии с Положением ""О гарантийных обязательствах"". Подробности вы можете узнать по телефону. . Номер в базе: 4999878. Район: Калининский.",35 м²,,,,,648.0,10/19,35 м²,35.0,10,6,3034217170,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3034217170,271.0,2 770 000 ₽,79 143 ₽ за м²,79143,2770000,Apartment,2020-11-26T13:15:32.333471Z,78,Listing,,1,1.0,2020-12-26T16:06:29.411884+03:00,2040557673,2020-11-26T16:06:04.154671+03:00,2020-12-03T10:17:56.151124+03:00,3.515,271.0,#008000,Берёзовая роща,"1-комн. квартира, 35 м², 10/19 эт.",2020-12-03T07:27:41.975721Z
"ул. Заслонова, стр. 13",71368327,Открытый Город,New,3285,2020-08-05T12:13:19.007318Z,"ЖК Свобода в Дзержинском арйоне.<br>Малоэтажные кирпичные дома с лифтом, стильные фасады, французкие окна, красивые подъезды. Все квартиры сдаются с отделкой ""под ключ"". Огороженная территория, въезд только для жителей комплекса. Во дворе будет обустроенная детская площадка, спортивная площадка для коандных игр с мячом.<br>Дом 13, сдача 3 кв 2021года<br>ЦЕНЫ ОТ ЗАСТРОЙЩИКА КОМИССИЯ 0%<br>ПОМОЩЬ В ПОЛУЧЕНИИ ИПОТЕКИ<br>Предложение не является публичной офертой, действительно на момент публикации.",86.5 м²,87932.0,Эко-комплекс «Свобода»,87932.0,Эко-комплекс «Свобода»,651.0,1/4,86.5 м²,86.5,1,14,2766371248,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2766371248,272.0,5 709 000 ₽,66 000 ₽ за м²,66000,5709000,Apartment,2020-08-05T12:13:19.007318Z,78,Listing,,3,3.0,2020-12-24T10:42:42.438144+03:00,1957291667,2020-08-05T15:03:50.056205+03:00,2020-11-24T10:42:42.438144+03:00,3.634,272.0,#008000,Золотая Нива,"3-комн. квартира, 86.5 м², 1/4 эт.",2020-11-24T07:53:54.729349Z
"ул. Заслонова, стр. 11",71368327,Открытый Город,New,3285,2020-05-09T02:35:11.387215Z,"ЖК Свобода в Дзержинском арйоне.<br>Малоэтажные кирпичные дома с лифтом, стильные фасады, французкие окна, красивые подъезды. Все квартиры сдаются с отделкой ""под ключ"". Огороженная территория, въезд только для жителей комплекса. Во дворе будет обустроенная детская площадка, спортивная площадка для коандных игр с мячом.<br>Дом 11, сдача 3 кв 2021года<br>ЦЕНЫ ОТ ЗАСТРОЙЩИКА КОМИССИЯ 0%<br>ПОМОЩЬ В ПОЛУЧЕНИИ ИПОТЕКИ<br>Предложение не является публичной офертой, действительно на момент публикации.",66 м²,87932.0,Эко-комплекс «Свобода»,87932.0,Эко-комплекс «Свобода»,651.0,1/4,66 м²,66.0,1,15,2546575884,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2546575884,272.0,4 960 800 ₽,75 164 ₽ за м²,75164,4960800,Apartment,2020-05-09T02:35:11.387215Z,78,Listing,55.0,3,3.0,2020-12-24T10:43:56.944279+03:00,1892979806,2020-05-08T14:07:42.632526+03:00,2020-11-24T10:43:56.944279+03:00,3.632,272.0,#008000,Золотая Нива,"3-комн. квартира, 66 м², 1/4 эт.",2020-11-24T07:54:10.110836Z
"ул. Заслонова, стр. 11",71368327,Открытый Город,New,3285,2020-05-09T01:20:35.257147Z,"ЖК Свобода в Дзержинском арйоне.<br>Малоэтажные кирпичные дома с лифтом, стильные фасады, французкие окна, красивые подъезды. Все квартиры сдаются с отделкой ""под ключ"". Огороженная территория, въезд только для жителей комплекса. Во дворе будет обустроенная детская площадка, спортивная площадка для коандных игр с мячом.<br>Дом 11, сдача 3 кв 2021года<br>ЦЕНЫ ОТ ЗАСТРОЙЩИКА КОМИССИЯ 0%<br>ПОМОЩЬ В ПОЛУЧЕНИИ ИПОТЕКИ<br>Предложение не является публичной офертой, действительно на момент публикации.",36.9 м²,87932.0,Эко-комплекс «Свобода»,87932.0,Эко-комплекс «Свобода»,651.0,1/4,36.9 м²,36.9,1,15,2545366764,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2545366764,272.0,2 988 900 ₽,81 000 ₽ за м²,81000,2988900,Apartment,2020-05-09T01:20:35.257147Z,78,Listing,55.0,1,1.0,2020-12-24T10:45:20.277789+03:00,1893648087,2020-05-08T13:54:30.098321+03:00,2020-11-24T10:47:07.85886+03:00,3.632,272.0,#008000,Золотая Нива,"1-комн. квартира, 36.9 м², 1/4 эт.",2020-11-24T08:02:39.494935Z
