address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"ул. Большевистская, стр. 39",162753784,"Микрорайон «Европейский берег», застройщик Брусника",New,3285,2020-12-08T15:40:16.434984Z,"Квартира с объединенной кухней-гостиной и двумя спальнями в микрорайоне «Европейский Берег». <br>                  ОБЪЯВЛЕНИЕ ОТ ЗАСТРОЙЩИКА<br>Квартиру можно купить онлайн.<br>Двухкомнатная квартира в ЖК «Европейский Берег» в 15 минутах от метро «Речной вокзал» — это квартира с объединённой кухней-гостиной и двумя спальнями. В продаже в «Европейском Береге» есть варианты 2-комнатных квартир с террасами, тёплыми лоджиями и балконами. В квартирах также спроектированы дополнительные помещения — гардеробные или ниши под хранение, второй санузел, постирочная. Есть особенные квартиры увеличенной площади с несколькими французскими балконами и большой террасой. Купить двухкомнатную квартиру в Октябрьском районе Новосибирска выгодно напрямую от застройщика «Брусника. Сибакадемстрой».<br>На сдаче в 2-комнатных от застройщика «Брусника. Сибакадемстрой» выполнена отделка под чистовую. Установлена надёжная сейф-дверь. В каждой квартире — приборы учёта, радиаторы, розетки и выключатели, разводка отопления и электрики. Стены в студиях оштукатурены. Пол готов к финишному покрытию — ламинату, линолеуму, плитке.<br>ЖК «Европейский Берег» расположен на берегу Оби, между двумя мостами — Коммунальным и Бугринским, 15 минут на автомобиле по улице Большевистской до метро «Речной вокзал». В «Европейском Береге» построено 22 дома и проживает 5 000 семей. Внутри микрорайона расположен детский сад на 320 мест, открыты магазины, аптеки, кафе. Предусмотрено место под строительство школы и второго детского сада.<br>Сейчас в «Европейском Береге» ведётся строительство домов от 6 до 25 этажей на береговой линии ЖК вдоль улицы Владимира Заровного: три закрытых квартала с камерным двором-садом, две башни-доминанты и один сблокированный дом. Под строящимися домами «Европейского Берега» спроектированы подземные паркинги, в цокольных этажах — кладовые помещения. <br>Купить двухкомнатную квартиру в «Европейском Береге» в Октябрьском районе Новосибирска выгодно напрямую от застройщика «Брусника. Сибакадемстрой»:<br>— ипотека с отсрочкой платежей на год от ПАО Сбербанк;<br>— беспроцентная рассрочка на 2-комнатные в «Европейском Береге»;<br>— обмен своей квартиры на двухкомнатную в новостройках на набережной Оби;<br>— возможность заказать отделку и оформить её вместе с 2-комнатной квартирой в ипотеку;<br>— бесплатный юридический сервис по оформлению квартиры.<br>Получить одобрение ипотеки или рассрочку, а также осуществить обмен квартиры можно онлайн. Запишитесь на онлайн презентацию по телефону или на сайте.<br>            № квартиры в нашей базе: НСК21374.",77.5 м²,23887.0,Микрорайон «Европейский Берег»,23887.0,Микрорайон «Европейский Берег»,650.0,5/10,77.5 м²,77.5,5,2,3061755327,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3061755327,265.0,6 600 000 ₽,85 161 ₽ за м²,85161,6600000,Apartment,2020-12-08T15:40:16.434984Z,78,Listing,2,2.0,2021-01-07T18:31:13.687001+03:00,2070304974,2020-12-08T18:30:53.4156+03:00,2020-12-08T18:31:13.687001+03:00,3.26,265.0,#FF0000,Речной вокзал,"2-комн. квартира, 77.5 м², 5/10 эт.",2020-12-08T15:40:18.254546Z
"ул. Большевистская, стр. 39",162753784,"Микрорайон «Европейский берег», застройщик Брусника",New,3285,2020-12-08T15:40:14.729721Z,"Студия в микрорайоне «Европейский Берег». <br>                  ОБЪЯВЛЕНИЕ ОТ ЗАСТРОЙЩИКА<br>Квартиру можно купить онлайн.<br>Студия в ЖК «Европейский Берег» в 15 минутах от метро «Речной вокзал» — это компактная квартира с кухней-нишей, столовой, местом для отдыха и сна, ванной комнатой. Предусмотрены варианты планировок с ванной комнатой и душевой, тёплой лоджией, где можно разместить рабочее место. Купить студию в Октябрьском районе выгодно напрямую от застройщика «Брусника. Сибакадемстрой».<br>На сдаче в студиях «Европейского Берега» выполнена отделка под чистовую. Установлена надёжная сейф-дверь. В каждой квартире — приборы учёта, радиаторы, розетки и выключатели, разводка отопления и электрики. Стены в студиях оштукатурены. Пол готов к финишному покрытию — ламинату, линолеуму, плитке.<br>ЖК «Европейский Берег» расположен на берегу Оби, между двумя мостами — Коммунальным и Бугринским, 15 минут на автомобиле по улице Большевистской до метро «Речной вокзал». В «Европейском Береге» построено 22 дома и проживает 5 000 семей. Внутри микрорайона расположен детский сад на 320 мест, открыты магазины, аптеки, кафе. Предусмотрено место под строительство школы и второго детского сада.<br>Сейчас в «Европейском Береге» ведётся строительство домов от 6 до 25 этажей на береговой линии ЖК вдоль улицы Владимира Заровного: три закрытых квартала с камерным двором-садом, две башни-доминанты и один сблокированный дом. Под строящимися домами «Европейского Берега» спроектированы подземные паркинги, в цокольных этажах — кладовые помещения. <br>Купить студию в новостройках ЖК «Европейский Берег» в Октябрьском районе можно с помощью программ покупки от застройщика «Брусника. Сибакадемстрой»:<br>ипотека 5,85% по госпрограмме от ПАО Промсвязьбанк;<br>ипотека с отсрочкой платежей на год от ПАО Сбербанк;<br>беспроцентная рассрочка на студии в «Европейском Береге»;<br>обмен своей квартиры на студию в новостройках на набережной Оби;<br>возможность заказать отделку и оформить её вместе с квартирой-студией в ипотеку;<br>бесплатный юридический сервис по оформлению квартиры.<br>Получить одобрение ипотеки или рассрочку, а также осуществить обмен квартиры можно онлайн. Запишитесь на онлайн презентацию по телефону или на сайте.<br>            № квартиры в нашей базе: НСК21381.",25.5 м²,23887.0,Микрорайон «Европейский Берег»,23887.0,Микрорайон «Европейский Берег»,650.0,5/10,25.5 м²,25.5,5,2,3061755274,Sale,/kvartira-na-prodazhu-novosibirsk-3061755274,265.0,2 900 000 ₽,113 725 ₽ за м²,113725,2900000,Apartment,2020-12-08T15:40:14.729721Z,78,Listing,Студия,,2021-01-07T18:31:13.842288+03:00,2070030822,2020-12-08T18:30:53.603732+03:00,2020-12-08T18:31:13.842288+03:00,3.26,265.0,#FF0000,Речной вокзал,"Квартира-студия, 25.5 м², 5/10 эт.",2020-12-08T15:40:16.529052Z
"ул. Большевистская, стр. 39",162753784,"Микрорайон «Европейский берег», застройщик Брусника",New,3285,2020-12-08T15:40:14.856874Z,"Квартира с объединенной кухней-гостиной и двумя спальнями в микрорайоне «Европейский Берег». <br>                  ОБЪЯВЛЕНИЕ ОТ ЗАСТРОЙЩИКА<br>Квартиру можно купить онлайн.<br>Двухкомнатная квартира в ЖК «Европейский Берег» в 15 минутах от метро «Речной вокзал» — это квартира с объединённой кухней-гостиной и двумя спальнями. В продаже в «Европейском Береге» есть варианты 2-комнатных квартир с террасами, тёплыми лоджиями и балконами. В квартирах также спроектированы дополнительные помещения — гардеробные или ниши под хранение, второй санузел, постирочная. Есть особенные квартиры увеличенной площади с несколькими французскими балконами и большой террасой. Купить двухкомнатную квартиру в Октябрьском районе Новосибирска выгодно напрямую от застройщика «Брусника. Сибакадемстрой».<br>На сдаче в 2-комнатных от застройщика «Брусника. Сибакадемстрой» выполнена отделка под чистовую. Установлена надёжная сейф-дверь. В каждой квартире — приборы учёта, радиаторы, розетки и выключатели, разводка отопления и электрики. Стены в студиях оштукатурены. Пол готов к финишному покрытию — ламинату, линолеуму, плитке.<br>ЖК «Европейский Берег» расположен на берегу Оби, между двумя мостами — Коммунальным и Бугринским, 15 минут на автомобиле по улице Большевистской до метро «Речной вокзал». В «Европейском Береге» построено 22 дома и проживает 5 000 семей. Внутри микрорайона расположен детский сад на 320 мест, открыты магазины, аптеки, кафе. Предусмотрено место под строительство школы и второго детского сада.<br>Сейчас в «Европейском Береге» ведётся строительство домов от 6 до 25 этажей на береговой линии ЖК вдоль улицы Владимира Заровного: три закрытых квартала с камерным двором-садом, две башни-доминанты и один сблокированный дом. Под строящимися домами «Европейского Берега» спроектированы подземные паркинги, в цокольных этажах — кладовые помещения. <br>Купить двухкомнатную квартиру в «Европейском Береге» в Октябрьском районе Новосибирска выгодно напрямую от застройщика «Брусника. Сибакадемстрой»:<br>— ипотека с отсрочкой платежей на год от ПАО Сбербанк;<br>— беспроцентная рассрочка на 2-комнатные в «Европейском Береге»;<br>— обмен своей квартиры на двухкомнатную в новостройках на набережной Оби;<br>— возможность заказать отделку и оформить её вместе с 2-комнатной квартирой в ипотеку;<br>— бесплатный юридический сервис по оформлению квартиры.<br>Получить одобрение ипотеки или рассрочку, а также осуществить обмен квартиры можно онлайн. Запишитесь на онлайн презентацию по телефону или на сайте.<br>            № квартиры в нашей базе: НСК21373.",75 м²,23887.0,Микрорайон «Европейский Берег»,23887.0,Микрорайон «Европейский Берег»,650.0,4/10,75 м²,75.0,4,2,3061755280,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3061755280,265.0,6 500 000 ₽,86 667 ₽ за м²,86667,6500000,Apartment,2020-12-08T15:40:14.856874Z,78,Listing,2,2.0,2021-01-07T18:31:13.903988+03:00,2070629355,2020-12-08T18:30:53.40485+03:00,2020-12-08T18:31:13.903988+03:00,3.26,265.0,#FF0000,Речной вокзал,"2-комн. квартира, 75 м², 4/10 эт.",2020-12-08T15:40:17.848733Z
"ул. Большевистская, стр. 39",162753784,"Микрорайон «Европейский берег», застройщик Брусника",New,3285,2020-12-08T15:40:17.523597Z,"Студия в микрорайоне «Европейский Берег». <br>                  ОБЪЯВЛЕНИЕ ОТ ЗАСТРОЙЩИКА<br>Квартиру можно купить онлайн.<br>Студия в ЖК «Европейский Берег» в 15 минутах от метро «Речной вокзал» — это компактная квартира с кухней-нишей, столовой, местом для отдыха и сна, ванной комнатой. Предусмотрены варианты планировок с ванной комнатой и душевой, тёплой лоджией, где можно разместить рабочее место. Купить студию в Октябрьском районе выгодно напрямую от застройщика «Брусника. Сибакадемстрой».<br>На сдаче в студиях «Европейского Берега» выполнена отделка под чистовую. Установлена надёжная сейф-дверь. В каждой квартире — приборы учёта, радиаторы, розетки и выключатели, разводка отопления и электрики. Стены в студиях оштукатурены. Пол готов к финишному покрытию — ламинату, линолеуму, плитке.<br>ЖК «Европейский Берег» расположен на берегу Оби, между двумя мостами — Коммунальным и Бугринским, 15 минут на автомобиле по улице Большевистской до метро «Речной вокзал». В «Европейском Береге» построено 22 дома и проживает 5 000 семей. Внутри микрорайона расположен детский сад на 320 мест, открыты магазины, аптеки, кафе. Предусмотрено место под строительство школы и второго детского сада.<br>Сейчас в «Европейском Береге» ведётся строительство домов от 6 до 25 этажей на береговой линии ЖК вдоль улицы Владимира Заровного: три закрытых квартала с камерным двором-садом, две башни-доминанты и один сблокированный дом. Под строящимися домами «Европейского Берега» спроектированы подземные паркинги, в цокольных этажах — кладовые помещения. <br>Купить студию в новостройках ЖК «Европейский Берег» в Октябрьском районе можно с помощью программ покупки от застройщика «Брусника. Сибакадемстрой»:<br>ипотека 5,85% по госпрограмме от ПАО Промсвязьбанк;<br>ипотека с отсрочкой платежей на год от ПАО Сбербанк;<br>беспроцентная рассрочка на студии в «Европейском Береге»;<br>обмен своей квартиры на студию в новостройках на набережной Оби;<br>возможность заказать отделку и оформить её вместе с квартирой-студией в ипотеку;<br>бесплатный юридический сервис по оформлению квартиры.<br>Получить одобрение ипотеки или рассрочку, а также осуществить обмен квартиры можно онлайн. Запишитесь на онлайн презентацию по телефону или на сайте.<br>            № квартиры в нашей базе: НСК21366.",25.5 м²,23887.0,Микрорайон «Европейский Берег»,23887.0,Микрорайон «Европейский Берег»,650.0,4/10,25.5 м²,25.5,4,2,3061755344,Sale,/kvartira-na-prodazhu-novosibirsk-3061755344,265.0,2 800 000 ₽,109 804 ₽ за м²,109804,2800000,Apartment,2020-12-08T15:40:17.523597Z,78,Listing,Студия,,2021-01-07T18:31:16.65928+03:00,2069943898,2020-12-08T18:30:53.455203+03:00,2020-12-08T18:31:16.65928+03:00,3.26,265.0,#FF0000,Речной вокзал,"Квартира-студия, 25.5 м², 4/10 эт.",2020-12-08T15:40:19.401474Z
"Новосибирская область, Бердск, Бердский санаторий, 41",32142027,Настя,Resale,3279,2020-02-25T12:17:06.64954Z,"Отличная квартира для проживания в экологически чистой зоне на берегу Бердского залива (пешком 10 минут до пляжа), Рядом находиться парк отдыха Зеленый Остров (есть бассейн и все для спорта). Состояние квартиры под самоотделку. Все стены выровнены по уровню. Осталось сделать чистовую. Оптоволоконная сеть. Квартира очень теплая, отопление от газовой котельной в микрорайоне. Отличные соседи.<br>Обмен на дачный коттедж с нашей доплатой.",83.6 м²,,,,,,2/3,83.6 м²,83.6,2,13,2341633028,Sale,/2-komnatnaya-kvartira-na-prodazhu-berdsk-2341633028,,3 800 000 ₽,45 455 ₽ за м²,45455,3800000,Apartment,2020-02-25T12:17:06.64954Z,78,Listing,2,2.0,2021-01-05T13:06:50.643409+03:00,1865633527,2020-02-25T15:03:48.871732+03:00,2020-12-06T13:06:50.643409+03:00,,,,,"2-комн. квартира, 83.6 м², 2/3 эт.",2020-12-06T10:15:56.226831Z
"ул. Писарева, стр. 131",29931564,Александр,New,3285,2020-12-05T06:13:59.200134Z,"Продажа от собственника. Агентства недвижимости просьба не беспокоить с предложением услуг. <br>Дом только что сдан.<br>Уютная трёшка студия. Дорогой ремонт. Фото реальные. Светодиодное освещение, тёплые полы. Вся мебель и техника останется в подарок новым хозяевам. На днях привезут двуспальную кровать и заказной кухонный гарнитур. В прихожей есть место под встроенный шкаф.<br>В квартире две спальни, большая кухня гостиная, гардеробная, раздельный санузел. Площадь лоджии 4,5м. Шикарный вид из окна.<br>Рядом метро Покрышкина и вся необходимая инфраструктура - школы сады магазины торговые центры. Ипподромская и красный проспект позволят быстро добраться в любую точку города. Поблизости парк Березовая роща. Приглашаем на просмотр",62 м²,91535.0,Дома по ул. Писарева,91535.0,Дома по ул. Писарева,649.0,21/25,62 м²,62.0,21,12,3053612396,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3053612396,270.0,8 500 000 ₽,137 097 ₽ за м²,137097,8500000,Apartment,2020-12-05T06:13:59.200134Z,78,Listing,3,3.0,2021-01-04T09:04:58.400881+03:00,2058229729,2020-12-05T09:04:38.354356+03:00,2020-12-05T10:33:27.693282+03:00,0.839,270.0,#008000,Маршала Покрышкина,"3-комн. квартира, 62 м², 21/25 эт.",2020-12-05T07:42:52.185886Z
"Новосибирская область, Маслянинский район, село Борково",148984780,Татьяна,Resale,3284,2019-09-11T01:08:17.895936Z,"Трёхкомнатная квартира в двухквартирном доме. В квартире слив, центральный водопровод, санузел, ванная. Стационарный телефон(возможно подключение к Ростелекому), сотовая связь МТС. Отопление печное-водяное. Земля 25 соток в собственности. Огород ухожен. Имеются надворные постройки, баня. На территории села расположены: средняя школа, детский сад, ФАП, СДК, библиотека, магазины, агрохолдинг Эконива. Ходит рейсовый автобус три раза в день. Один собственник. Документы, о праве собственности, на руках. Возможен торг.",70 м²,,,,,,1/1,70 м²,70.0,1,5,1799330923,Sale,/3-komnatnaya-kvartira-na-prodazhu-maslyanino-1799330923,,630 000 ₽,9 000 ₽ за м²,9000,630000,Apartment,2019-09-11T01:08:17.895936Z,78,Listing,3,3.0,2021-01-05T20:32:57.006126+03:00,1802174715,2019-09-10T12:45:06.631413+03:00,2020-12-06T20:32:57.006126+03:00,,,,,"3-комн. квартира, 70 м², 1/1 эт.",2020-12-06T17:42:55.06804Z
"Новосибирск, улица Титова, 198/1",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-09-11T03:24:00.377021Z,"Продается светлая квартира в новом кирпичном доме. Мебель остается по договоренности.<br>С парковочными местами рядом с домом всегда полный порядок. Это тихое, спокойное место. Неподалеку бассейн в центре спортивной подготовки Заря.<br>Легко доехать до любого из трех университетов. <br>Рядом Мария-Ра, Магнит, Ярче. <br>10 мин. и вы в ТРЦ САН-СИТИ. Мегас тоже под рукой.<br>Всего 5 остановок и вы прибудете до метро площадь Маркса! Прямые маршрутки, автобусы, трамваи идут в любую точку города, в этом месте отличная транспортная развязка.. Номер в базе: 4655722. Район: Ленинский.",60 м²,,,,,654.0,5/9,60 м²,60.0,5,4,2854019880,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2854019880,267.0,4 350 000 ₽,72 500 ₽ за м²,72500,4350000,Apartment,2020-09-11T03:24:00.377021Z,78,Listing,2,2.0,2021-01-06T19:07:12.958408+03:00,2008163216,2020-09-11T06:14:32.338032+03:00,2020-12-07T19:07:12.958408+03:00,4.26,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 60 м², 5/9 эт.",2020-12-07T16:16:22.016906Z
"Новосибирская область, Новосибирский район, село Каменка, микрорайон Олимпийской славы, 2",23367994,Компания «ЭТАЖИ»,Resale,3285,2020-10-15T03:10:21.171234Z,"СРОЧНО!!!<br>Продается трехкомнатная квартира-студия с функциональной планировкой.<br>До метро Березова роща 20 минут езды, до площади Ленина 30 минут. Остановка общественного транспорта в 400 метрах от дома. <br>Квартира ""распашонка"" в черновой отделке, готова к ремонту. Разводка труб и проводки завершена. Установлены пластиковые окна, входная дверь. <br>Рядом находится озеро Каменка, из окон на него открывается красивый вид.<br>Есть все необходимое для комфортной жизни: Каменская средняя школа №44, магазины Пятерочка и Магнит, медицинский центр ""Восход"", центр спорта, развития и творчества ОЛИМПиК, суши-маркет Mammy Yammy и прочее. <br>Подходит под ипотеку, помощь в оформлении! Звоните прямо сейчас!. Номер в базе: 4619634. Район: Каменка.",74 м²,,,,,,6/16,74 м²,74.0,6,20,2930751976,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2930751976,,3 370 000 ₽,45 541 ₽ за м²,45541,3370000,Apartment,2020-10-15T03:10:21.171234Z,78,Listing,3,3.0,2021-01-06T19:07:20.560213+03:00,2040337759,2020-10-15T06:00:52.902113+03:00,2020-12-07T19:07:20.560213+03:00,,,,,"3-комн. квартира, 74 м², 6/16 эт.",2020-12-07T16:16:28.236168Z
"Новосибирск, Коммунстроевская улица, 200",174587903,Жилфонд,Resale,3285,2020-08-24T04:05:45.43174Z,"СВЕТЛАЯ УЮТНАЯ КВАРТИРА В ОЧЕНЬ ХОРОШЕМ СОСТОЯНИИ ПРАКТИЧЕСКИ СО ВСЕЙ МЕБЕЛЬЮ И ТЕХНИКОЙ. Не угловая, очень теплая, имеется балкон. В прихожей оборудован большой встроенный шкаф и не большая гардеробная. Потолки во всей квартире натяжные, со встроенными светильниками. Хороший линолеум, свежие обои. В санузле кафель до потолка, новая сантехника, подключен и оставляем водонагреватель. КИРПИЧНЫЙ ДОМ 1970 года постройки. После капитального ремонта. Чистый подъезд с пластиковыми окнами, на этаже отсечка на четыре квартиры. Тихий уютный двор. Во дворе детская площадка.<br>До метро ""Золотая Нива"" 10-15 минут пешком. Рядом торговый центр ""Гигант"", АГРАРНЫЙ УИВЕРСИТЕТ через дорогу, рядом школа и д/сад. Отличная транспортная развязка.<br>Помощь в получении ипотечного решения на самых выгодных условиях!",30 м²,,,,,650.0,5/5,30 м²,30.0,5,17,2811242840,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2811242840,272.0,2 350 000 ₽,78 333 ₽ за м²,78333,2350000,Apartment,2020-08-24T04:05:45.43174Z,78,Listing,1,1.0,2021-01-04T16:14:58.206829+03:00,1981101981,2020-08-24T06:56:15.283283+03:00,2020-12-05T16:14:58.206829+03:00,1.454,272.0,#008000,Золотая Нива,"1-комн. квартира, 30 м², 5/5 эт.",2020-12-05T13:24:13.531887Z
