address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Блюхера, 59",97090307,ГК Монолит,Resale,3285,2020-08-18T07:39:39.75393Z,"В продаже двухкомнатная квартира, требуется косметический ремонт. Дом расположен в районе с развитой инфраструктурой. Двор тихий, чистый.<br>Звоните.",42.8 м²,654.0,5/5,42.8 м²,42.8,5,14,2796836837,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2796836837,266.0,3 299 990 ₽,77 103 ₽ за м²,77103,3299990,Apartment,2020-08-18T07:39:39.75393Z,78,Listing,2,2.0,2020-12-18T08:27:56.181043+03:00,1985121337,2020-08-18T10:30:05.910197+03:00,2020-11-20T08:18:49.747322+03:00,0.582,266.0,#FF0000,Студенческая,"2-комн. квартира, 42.8 м², 5/5 эт.",2020-11-20T05:27:50.988309Z
"Новосибирск, улица Немировича-Данченко, 91",173701179,Макромир,Resale,3285,2020-10-15T11:34:29.767562Z,"Продаётся 3 комнатная квартира (возможен торг). Общая площадь 62.9 кв. м. площадь комнат 39.2 кв. м. Балкон застеклён. Санузел раздельный. Планировка изолированная. Квартира расположена на 5 этаже 9 этажного панельного дома, здание построено в 1985 году, капитальный ремонт планируется в 2025 году. Квартира чистенькая. но требуется ремонт...огромный двор , в котором всегда найдётся место для вашего автомобиля. С балкона видно площадь Маркса. Три взрослых собственника. Документы готовы к продаже. Мы ждём вас на просмотр, а квартира ждёт новых хозяев.",63 м²,655.0,5/9,63 м²,63.0,5,21,2931920312,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2931920312,267.0,3 450 000 ₽,54 762 ₽ за м²,54762,3450000,Apartment,2020-10-15T11:34:29.767562Z,78,Listing,3,3.0,2020-12-17T09:46:09.812546+03:00,2041892867,2020-10-15T14:24:27.352965+03:00,2020-11-17T09:46:09.812546+03:00,1.302,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 63 м², 5/9 эт.",2020-11-17T06:55:22.72259Z
"Новосибирская область, Коченёвский муниципальный район, рабочий посёлок Чик, 1-й квартал, 1",79885137,Пользователь,Resale,3283,2020-06-18T01:50:39.605454Z,"Предлагаю вашему вниманию полногабаритную 3-комнатную квартиру,все комнаты изолированные в центре р.п.Чика.<br>Сделан ремонт заходи и живи.<br>Стоят новые стеклопакеты и батареи биметалл.<br>Окна выходят на две стороны.<br>Высота потолков 3,2 м.<br>С/у раздельный.<br>Есть телефон и интернет.<br>На площадке две квартиры.<br>Поликлиника, аптека,школа, д/сад, магазины,Д/К в шаговой доступности. <br>В 10-ти минутах ж/д станция по асфальтированной дорожке (30 мин. до города).<br>Ледовый дворец спорта рядом.<br>Продам или обменяю на 2-ую квартиру на Юго-Западном ж/м ул.9-й Гвардейской Дивизии-11 в г. Новосибирске.<br>Приглашаем на просмотр в удобное для вас время.<br>Подробности по телефону.",75 м²,,2/2,75 м²,75.0,2,12,2647961474,Sale,/3-komnatnaya-kvartira-na-prodazhu-chik-2647961474,,1 900 000 ₽,25 333 ₽ за м²,25333,1900000,Apartment,2020-06-18T01:50:39.605454Z,78,Listing,3,3.0,2020-12-15T15:09:22.023162+03:00,1935075428,2020-06-17T07:42:52.622348+03:00,2020-12-03T08:10:13.72212+03:00,,,,,"3-комн. квартира, 75 м², 2/2 эт.",2020-12-03T05:19:36.727993Z
"Новосибирск, Ленинский район, микрорайон Горский, 8",120147756,Юрий,Resale,3285,2020-02-19T01:29:18.375994Z,"Роскошный панорамный вид на город ночью и днём, рассветы, закаты, радуги, салюты, туманы, фейерверки и тд.  квартира 48,4 кв.м. в КИРПИЧНОМ доме на 12 этаже.<br>Большая 21,6 кв.м. светлая комната с окнами в пол, просторная 12,5 кв.м. кухня и вместительная 2,7 кв.м. гардеробная комната.<br>Площадь квартиры указана без площади лоджи<br>Сделан свежий ремонт: установлена НАДЕЖНАЯ входная дверь, в ванной комнате итальянский кафель, немецкий унитаз с функцией экономии воды и автоматически закрывающейся крышкой. На полу ламинат, витражное остекление лоджии.<br>ВОСХИТИТЕЛЬНЫЙ вид из окон на реку и город! Вы сможете ежедневно любоваться рассветами и закатами)<br>На первом этаже консьерж. Во дворе большая детская площадка с выделенной зоной для футбола и баскетбола, площадка для выгула собак. Множество парковочных мест. Во дворе есть подземная парковка, ее можно купить за отдельную оплату.<br>Развитая инфраструктура, все в шаговой доступности: Мария-Ра, Ярче, новый детский сад №298 в 3 минутах ходьбы, сауна, детский бассейн, центр развития прямо во дворе , центр боевых искусств, школа №210 в 5 минутах ходьбы, медицинские центры - Золотое сечение, Диагност, Стоматология и многое другое.<br>Отличная транспортная развязка! До метро ""Студенческая"" 10-12 минут ходьбы. Остановка общественного транспорта в 5 минутах ходьбы.<br>К 2022 году будет построена «Ледовая Арена» и станция метро ""Спортивная"".",48.4 м²,654.0,12/18,48.4 м²,48.4,12,30,2321875520,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2321875520,266.0,4 600 000 ₽,95 041 ₽ за м²,95041,4600000,Apartment,2020-02-19T01:29:18.375994Z,78,Listing,1,1.0,2020-12-15T15:10:30.774654+03:00,1866060721,2020-02-18T19:03:20.001301+03:00,2020-12-04T03:45:38.842632+03:00,0.683,266.0,#FF0000,Студенческая,"1-комн. квартира, 48.4 м², 12/18 эт.",2020-12-04T00:55:08.390289Z
"Новосибирск, Бронная улица, 32/2",147244801,Отдел Продаж Недвижимости,Resale,3285,2020-11-18T06:03:41.007003Z,"Квартира с чистовой отделкой и новой дверью !!!<br>ЖК Просторный имеет разветвленную сеть общественного транспорта, выезды на Мегу (Северо Чемской), Советское шоссе, р.п.Краснообск. Вблизи микрорайона находится лесопарк имени Синягина, берег Оби.<br>Активно развивается социальная инфраструктура: построен детский сад,<br>Приобретение объекта осуществляется путем вступления в жилищно-строительный кооператив и уплаты взносов( вступительный, паевой и т.д.).",48 м²,655.0,8/10,48 м²,48.0,8,10,3014334830,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3014334830,,1 950 000 ₽,40 625 ₽ за м²,40625,1950000,Apartment,2020-11-18T06:03:41.007003Z,78,Listing,1,1.0,2020-12-18T08:54:39.364948+03:00,2047137675,2020-11-18T08:54:17.986722+03:00,2020-11-23T05:16:28.094997+03:00,,,,,"1-комн. квартира, 48 м², 8/10 эт.",2020-11-23T02:25:52.816615Z
"Новосибирск, Ленинский район, микрорайон Горский, 52",30653976,Перспектива24-Новосибирск,Resale,3285,2020-09-16T10:38:58.245388Z,"Уважаемый покупатель!<br>К Вашему вниманию предлагается просторная полноценная трехкомная квартира для большой семьи, в доме с переменной этажностью.<br>Дом расположен вблизи улиц: Котовского, Выставочная, Планировочная. Ближайшая станция метро ""Студенческая"".<br>Общая площадь объекта 105,3 м2 (с учетом площади двух лоджий), жилая площадь 57,2 м2, площадь кухни 15,7 м2.<br>Квартира в хорошем состоянии из серии ""заходи и живи"".<br>Просторные, светлые комнаты. Балконы остеклены, утеплены и обшиты евровагонкой. Сан.узел и ванная комната- плитка до потолка.<br>Покупателям в подарок оставляем глубокий встроенный шкаф, кухонный гарнитур.<br>Квартира имеет отличный вид. Летом можно наблюдать из окна часть залива. Сквер, наполненный зеленью, фонтан. Идеальное место для родителей и детей.<br>Рядом вся необходимая ля полноценной жизни инфраструктура. Ближайшая остановка общественного транспорта ""Зональный институт"". Несколько автобусных маршрутов и несколько трамвайных.<br>В шаговой доступности школа №210, до средней общеобразовательной школы №212- 10 минут ходьбы, аналогичное растояние до детского сада № 348 и инженерного лицея.<br>Множество частных медицинских клиник, аптечных пунктов, продуктовых магазинов, кафе.<br>Показ объекта возможен по предварительной договоренности.<br>Успей оформить ипотеку под сниженный процент на весь срок.<br>Объект №74234",99.3 м²,654.0,10/11,99.3 м²,99.3,10,21,2867024437,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2867024437,266.0,6 999 999 ₽,70 493 ₽ за м²,70493,6999999,Apartment,2020-09-16T10:38:58.245388Z,78,Listing,3,3.0,2020-12-15T15:22:13.489788+03:00,2006228825,2020-09-16T13:29:30.350627+03:00,2020-12-06T08:21:42.114837+03:00,0.762,266.0,#FF0000,Студенческая,"3-комн. квартира, 99.3 м², 10/11 эт.",2020-12-06T05:31:08.761414Z
"Новосибирск, улица Владимира Высоцкого",30653976,Перспектива24-Новосибирск,Resale,3285,2020-09-16T10:53:15.815456Z,"Продается двухкомнатная-студия, переделанная в трехкомнатную-студию, в Октябрьском районе города Новосибирска, по улице В.Высоцкого д. 150/2.<br>Параметры квартиры: общая площадь объекта 64 м2, в том числе площадь кухонной зоны 10 м2, площадь комнат 25 и 17 м2.<br>Состояние: квартира с частичным ремонтом, в отделке использовались отделочные материалы, такие, как декоративная штукатурка, плитка ПВХ, фотообои 3д. Всегда найдется место для парковки автомобиля. <br>Инфраструктура: Остановка общественного транспорта «Сквер» в 2 минутах ходьбы. Также в шаговой доступности детский сад комбинированного вида №102 . новая современная школа №216, торговый центр "" Панорама"", а также городская поликлиника №2. В шаговой доступности различные продуктовые магазины, аптеки. <br>Показ объекта по предварительной договоренности.<br>Объект №63063",64 м²,650.0,4/10,64 м²,64.0,4,14,2867062257,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2867062257,272.0,3 500 000 ₽,54 688 ₽ за м²,54688,3500000,Apartment,2020-09-16T10:53:15.815456Z,78,Listing,3,3.0,2020-12-15T15:22:13.665972+03:00,2006281622,2020-09-16T13:39:00.356016+03:00,2020-11-19T20:21:07.737955+03:00,2.655,272.0,#008000,Золотая Нива,"3-комн. квартира, 64 м², 4/10 эт.",2020-11-19T17:32:09.402494Z
"Новосибирск, улица Владимира Высоцкого, 41/4",30653976,Перспектива24-Новосибирск,Resale,3285,2020-09-16T10:48:27.620875Z,"Предлагается к продаже светлая просторная полноценная двухкомнатная квартира в Октябрьском районе по адресу Владимира Высоцкого д. 41/4. Расположена на комфортном четвертом этаже, с хорошим ремонтом, пластиковые окна и новая входная дверь, натяжные потолки и встроенная мебель. На полу уложен ламинат, с/у до потолка выложен плиткой. Окна расположены на две стороны дома, во двор и с торца здания, что спасает от шума дорог и пыли. Сплит система осуществляет климат контроль, что особенно важно в жаркую погоду. В шаговой доступности общеобразовательные школы и дошкольные учреждения, аптеки, поликлинника, магазины и торговые центры. Остановка общественного транспорта в 3 минутах ходьбы. Приходите на просмотры. Помогаем в получении ИПОТЕКИ.<br>Объект №74231",58 м²,650.0,4/10,58 м²,58.0,4,16,2867049569,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2867049569,272.0,3 700 000 ₽,63 793 ₽ за м²,63793,3700000,Apartment,2020-09-16T10:48:27.620875Z,78,Listing,2,2.0,2020-12-15T15:22:16.42112+03:00,2006282205,2020-09-16T13:38:58.139614+03:00,2020-11-19T20:21:05.049549+03:00,3.215,272.0,#008000,Золотая Нива,"2-комн. квартира, 58 м², 4/10 эт.",2020-11-19T17:32:35.477545Z
"Новосибирск, Киевская улица, 23",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-13T02:49:53.03354Z,"В продаже двухкомнатная квартира в уютном микрорайоне. В непосредственной близости находятся школа №45, два детских сада, мед. учреждения, продовольственные магазины, остановки общественного транспорта. Квартира в хорошем состоянии, пластиковые окна, натяжные потолки, утепленный балкон солнечная сторона, новая надежная входная дверь, заменена проводка, установлены приборы учета . Новому хозяину останутся два встроенных шкафа, кухонный гарнитур. Приглашаем на просмотр.<br>При звонке, пожалуйста, назовите номер объявления - 0<br>Консультируем подробно по телефону.",44 м²,654.0,7/9,44 м²,44.0,7,26,2925664203,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2925664203,267.0,3 150 000 ₽,71 591 ₽ за м²,71591,3150000,Apartment,2020-10-13T02:49:53.03354Z,78,Listing,2,2.0,2020-12-15T15:33:31.60862+03:00,1984212794,2020-10-13T05:35:05.398588+03:00,2020-12-07T05:24:08.392117+03:00,3.611,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 44 м², 7/9 эт.",2020-12-07T02:34:15.364694Z
"Новосибирская область, Новосибирский район, рабочий посёлок Краснообск, 6-й микрорайон, 23",152810530,Центральное агентство недвижимости,Resale,3287,2020-10-20T12:27:29.304792Z,"Эксклюзивная  квартира в продаже, с шикарной и неординарной планировкой и ремонтом.Тихое спокойное место, двор с шлакбаумом.Мало того что в этой квартире велликолепный ремонт и планировка, еще и встроена система умный Дом (входит в стоимость):<br>Автоматическое управление освещением,<br> Автоматическое управление рольставнями и эл карнизами,<br>Автоматическое управление климатом,<br>Автоматическое управление теплыми полами,<br>Автоматическое управление мультимедиа,<br>Автоматическое управление приточной и вытяжной вентиляцией,<br>Автоматичесская система антипротечки,<br> Охранно-пожарная сигнализация,<br>Автоматическое открытие входной двери,<br>Автоматическое открытие окна ванной на проветривание,<br>Дистанционный запуск набора воды в ванную,<br> Дистанционное включение/выключение бани,<br>Голосовое управление Siri и Яндекс.Алиса.<br>Добраться до пл.Маркса можно за 15 мин езды , до бугринского моста 10 мин.езды.В квартире установлена дорогостоящая техника и оборудование (не входит в стоимость)оговаривается с собственником по доп.плате.Остается вся мебель ,камин , вытяжка  и пр.Одна квартира на этаже, подъезд просторный чистый имеется возможность сделать табур для велика и всего прочего.Нет обременений, чистая продажа.<br>При звонке, пожалуйста, назовите номер объявления - 113 241<br>Консультируем подробно по телефону.",78 м²,,1/4,78 м²,78.0,1,36,2943680251,Sale,/kvartira-na-prodazhu-krasnoobsk-2943680251,,6 700 000 ₽,85 897 ₽ за м²,85897,6700000,Apartment,2020-10-20T12:27:29.304792Z,78,Listing,Студия,,2020-12-15T15:33:38.455878+03:00,2016065191,2020-10-20T15:14:16.500016+03:00,2020-12-07T05:24:00.560343+03:00,,,,,"Квартира-студия, 78 м², 1/4 эт.",2020-12-07T02:34:21.244944Z
