address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Твардовского, 22/6",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-14T13:08:42.272968Z,"Продается уютная и светлая, самая большая в этих домах, квартира-студия.<br>Ремонт в стиле «экология», делали для себя, никакого пластика и линолеума. Ванна с мозаикой, кафель полностью, полотенцесушитель, ванна – АКРИЛ. Ламинат 33класс, с подложкой 3мм.<br>Обои клеили на штукатуренные и шпаклеванные стены, после грунтования.<br>Квартира очень теплая, лоджия утеплена СИБИТ + хорошие окна от FOGEL с микро-проветриванием.  В коридоре керамогранит. Кухонная зона - фартук из кафеля. Общая площадь с учетом лоджии 30,5кв.м, без лоджии - 27.6кв.м. Рядом с домом развитая инфраструктура, все, что необходимо для комфортной жизни, находится в шаговой доступности. Прекрасный вариант для молодой семьи.<br>Подходит под любую форму расчета. Поможем с получением ипотечного решения. Контроль процесса сделки купли-продажи риелтором, доскональная проверка всех документов юристом. Безопасная схема расчетов.<br>Звоните. Просмотр устроим по договоренности.<br>При звонке, пожалуйста, назовите номер объявления - 106 223<br>Консультируем подробно по телефону.",27.6 м²,657.0,10/13,27.6 м²,27.6,10,18,2862285907,Sale,/kvartira-na-prodazhu-novosibirsk-2862285907,,1 800 000 ₽,65 217 ₽ за м²,65217,1800000,Apartment,2020-09-14T13:08:42.272968Z,78,Listing,Студия,,2020-12-15T15:34:31.248705+03:00,1984818296,2020-09-14T15:55:01.266044+03:00,2020-12-07T05:23:55.478028+03:00,,,,,"Квартира-студия, 27.6 м², 10/13 эт.",2020-12-07T02:37:26.851703Z
"Новосибирск, улица Залесского, 5",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:00:03.882268Z,"Одно из лучших предложений в этом ценовом сигменте. Квартира  находится в 7ми этажной кирпичной части дома . <br>Дворовая территория огорожена, заезд и выезд на территорию дома по индивидуальному ключу.<br>В доме находятся: кафе и столовая, салон красоты и термальный центр, аптека, медицинский центр и ветеренарная клиника, детский бассейн, прачечная.<br>Рядом сосновый бор, школа, детский сад, вузы, бассейн, стадион НИИЖТ (зимой на стадионе каток), горбольница, торговые центры, остановки общественного транспорта, 10 минут пешком до метро Заельцовская.<br>При звонке, пожалуйста, назовите номер объявления - 108 124<br>Консультируем подробно по телефону.",34 м²,653.0,3/17,34 м²,34.0,3,16,2864030376,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2864030376,260.0,3 200 000 ₽,94 118 ₽ за м²,94118,3200000,Apartment,2020-09-15T08:00:03.882268Z,78,Listing,1,1.0,2020-12-15T15:34:31.146647+03:00,1984693297,2020-09-15T10:50:35.992802+03:00,2020-12-07T05:23:57.348465+03:00,1.276,260.0,#FF0000,Заельцовская,"1-комн. квартира, 34 м², 3/17 эт.",2020-12-07T02:34:08.918072Z
"Новосибирск, улица Кирова, 346",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T02:25:29.354646Z,"Срочно.<br>В продаже полноценная однокомнатная квартира с ремонтом.<br>Квартира расположена в прекрасном месте - ЖК  Ключевой . Это современный жилой район со стремительно развивающейся инфраструктурой, оснащенный новейшим оборудованием, в то же время экологичный, спокойный, удаленный от суеты и загазованности и очень зеленый.<br>Индивидуальная система отопления и горячего водоснабжения от газового котла.<br>Звоните, записывайтесь на просмотр.<br>При звонке, пожалуйста, назовите номер объявления - 0<br>Консультируем подробно по телефону.",35.6 м²,650.0,2/3,35.6 м²,35.6,2,21,2863434898,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2863434898,,2 900 000 ₽,81 461 ₽ за м²,81461,2900000,Apartment,2020-09-15T02:25:29.354646Z,78,Listing,1,1.0,2020-12-15T15:34:32.162602+03:00,1984670990,2020-09-15T05:16:05.124538+03:00,2020-12-07T05:23:55.851297+03:00,4.894,265.0,#FF0000,Речной вокзал,"1-комн. квартира, 35.6 м², 2/3 эт.",2020-12-07T02:34:16.513293Z
"Новосибирск, Троллейная улица, 9/1",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-14T11:18:15.057125Z,"Инфраструктура района роскошная. Есть абсолютно всё. В шаговой доступности:  Пятёрочка ,  Ярче ,  Мария-ра ,  Монетка ,  Горожанка ,  Белый замок , магазин  Октябрьской птицефабрики ,  СПК , Fix Price ,  Чистый мир ,  Логос , ветеринарная клиника  Энималз ,  Спорттовары , Сбербанк, Почта России, Обувной магазин, магазин постельного белья и пошив штор, зоотовары  Мокрый нос ,  Белая аптека  (круглосуточно),  Фармакопейка ,  Аптека низких цен ,  ИНВИТРО , стоматологическая клиника, женская консультация, ЗАГС, салон-парикмахерская,   Обои ,  Сантехника ,  Мебель , Рынок, 3 детских сада, 2 школы. Это всё в пределах 10-400 метров от дома. <br>Есть площадка для выгула собак. Рядом три двора с богатыми детскими площадками. Территория дома огорожена с двух сторон автоматическими воротами, стоянка машин во дворе. Работает лифт и домофон. Адекватное ТСЖ. Дом чистый, ухоженные подъезды, доброжелательные соседи.<br>На машине до метро 8 минут. На транспорте 12 - 20, в зависимости от времени суток.<br>При звонке, пожалуйста, назовите номер объявления - 113 240<br>Консультируем подробно по телефону.",54.4 м²,654.0,2/6,54.4 м²,54.4,2,25,2861975319,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2861975319,267.0,4 000 000 ₽,73 529 ₽ за м²,73529,4000000,Apartment,2020-09-14T11:18:15.057125Z,78,Listing,2,2.0,2020-12-15T15:34:32.563506+03:00,1984249518,2020-09-14T14:08:36.430642+03:00,2020-12-07T05:23:54.721857+03:00,2.283,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 54.4 м², 2/6 эт.",2020-12-07T02:33:57.340141Z
"Новосибирск, улица Одоевского, 1/9",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:00:19.157956Z,"Пpедлагaетcя к прoдаже 1-комнатнaя кваpтирa-студия xороший ремoнт.Хорошо развита инфраструктура: средняя общеобразовательная школа № 213 и детский сад  Мозаика в 100 метрах от дома. Рядом с домом два супермаркета Ярче и Магнит, несколько продуктовых магазинов, аптеки, кафе, фитнес-клубы, салоны красоты - все в шаговой доступности. Отличное предложение для проживания, так и для сдачи в аренду. Хорошая транспортная развязка, остановка прямо у дома и электричка (20 минут и вы в центре). Возле дома всегда есть парковочные места для вашего автомобиля. В квартире есть остекленный балкон.<br>Окажем помощь в получении ипотечного решения.<br>При звонке, пожалуйста, назовите номер объявления - 105 626<br>Консультируем подробно по телефону.",23 м²,657.0,11/17,23 м²,23.0,11,11,2864031302,Sale,/kvartira-na-prodazhu-novosibirsk-2864031302,,1 450 000 ₽,63 043 ₽ за м²,63043,1450000,Apartment,2020-09-15T08:00:19.157956Z,78,Listing,Студия,,2020-12-15T15:42:44.647046+03:00,1984111180,2020-09-15T10:50:49.780516+03:00,2020-12-04T05:22:47.484637+03:00,,,,,"Квартира-студия, 23 м², 11/17 эт.",2020-12-04T02:32:33.944904Z
"Новосибирск, Кировский район, Затулинский жилмассив, улица Зорге, 90",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:00:21.191303Z,"В продаже квартира улучшенной планировки с хорошим ремонтом: ламинат,  пластик, в с/у - хороший кафель. Комната - 18,1  кв., кухня - 11,7 кв, с/у - 4,4 кв.,  + лоджия 6 кв на два окна  и гардеробная комната. Кухонный гарнитур остаётся.<br>В шаговой доступности:  Стадион Фламинго, Ледовый дворец спорта, Футбольный клуб, Поликлиники, школы, детские сады, парк развлечений.<br>1 взрослый собственник, Чистая продажа.<br>При звонке, пожалуйста, назовите номер объявления - 109 659<br>Консультируем подробно по телефону.",44 м²,655.0,7/10,44 м²,44.0,7,17,2864031398,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2864031398,,2 550 000 ₽,57 955 ₽ за м²,57955,2550000,Apartment,2020-09-15T08:00:21.191303Z,78,Listing,1,1.0,2020-12-15T15:42:45.945491+03:00,1984425380,2020-09-15T10:50:53.740933+03:00,2020-12-01T15:33:34.51365+03:00,,,,,"1-комн. квартира, 44 м², 7/10 эт.",2020-12-01T12:43:18.967976Z
"Новосибирск, улица Блюхера, 49",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:00:44.1264Z,"Предлагается к продаже отличная квартира.  Находится между двумя станциями метро  К.Маркса  и  Студенческая  совершенно все рядом.Есть парковочное место, остается кухня.В квартире произведена замена всей электропроводки. Имеется кладовая 2.6 м2. Вид из окон - на одну сторону<br>     Помощь в получении ипотеки, процентная ставка с Центральным агентством ниже, чем самостоятельное обращение в банк. Полное юридическое сопровождение.<br>    Подходит под любой вид расчетов.<br>При звонке, пожалуйста, назовите номер объявления - 111 319<br>Консультируем подробно по телефону.",44 м²,654.0,1/5,44 м²,44.0,1,14,2864032707,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2864032707,266.0,3 400 000 ₽,77 273 ₽ за м²,77273,3400000,Apartment,2020-09-15T08:00:44.1264Z,78,Listing,2,2.0,2020-12-15T15:42:47.090065+03:00,1984849129,2020-09-15T10:51:13.599661+03:00,2020-12-07T05:23:58.208744+03:00,0.665,266.0,#FF0000,Студенческая,"2-комн. квартира, 44 м², 1/5 эт.",2020-12-07T02:34:12.974141Z
"Новосибирск, улица Кирова, 114",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-15T08:00:27.386942Z,"Светлая, с хорошей аурой, квартира ждет своих новых хозяев.<br>Удачное месторасположение дома позволит вам добраться в любую точку нашего мегаполиса. В шаговой доступности Метро  Октябрьское , Метро  Речной вокзал , в 30 метрах от дома находиться остановка троллейбусов, автобусов и маршрутных такси.<br>Вблизи находятся Лицей №185 и школа №19, 6 детских садов, спортивные центры, секции. Через дорогу сквер  ГПНТБ , сад имени Кирова, Октябрьский рынок, магазины продовольственных товаров, супермаркет  Горожанка . В 2 минутах ходьбы находится университет связи СибГУТИ, строительный университет СибСТРИН. В районе развитая инфраструктура, есть все для полноценного проживания.<br>Бонус: кладовая в подвале дома.<br>При звонке, пожалуйста, назовите номер объявления - 107 876<br>Консультируем подробно по телефону.",33.3 м²,650.0,6/9,33.3 м²,33.3,6,25,2864031746,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2864031746,265.0,3 500 000 ₽,105 105 ₽ за м²,105105,3500000,Apartment,2020-09-15T08:00:27.386942Z,78,Listing,1,1.0,2020-12-15T15:42:47.789038+03:00,1984005495,2020-09-15T10:50:52.95382+03:00,2020-12-07T05:23:56.660072+03:00,1.18,265.0,#FF0000,Речной вокзал,"1-комн. квартира, 33.3 м², 6/9 эт.",2020-12-07T02:34:10.306798Z
"Новосибирская область, Обь, Геодезическая улица, 68/7",29896382,Галина,Resale,3277,2020-11-18T06:33:49.448202Z,"Срочно! Продам! Или обменяю (здесь же) на 1 комнатную квартиру с доплатой наличными.<br>Квартира полностью готова к проживанию,сделан капитальный ремонт,в том числе и шумоизоляция. Возможна продажа с мебелью, за дополнительную плату.",24.2 м²,,3/3,24.2 м²,24.2,3,7,3014383945,Sale,/kvartira-na-prodazhu-ob-3014383945,,1 550 000 ₽,64 050 ₽ за м²,64050,1550000,Apartment,2020-11-18T06:33:49.448202Z,78,Listing,Студия,,2020-12-18T09:25:12.237549+03:00,2043948443,2020-11-18T09:22:43.046062+03:00,2020-11-18T09:25:12.237549+03:00,,,,,"Квартира-студия, 24.2 м², 3/3 эт.",2020-11-18T06:34:17.280262Z
"Новосибирская область, Бердск, улица Свердлова, 57",22205107,"Агентство недвижимости ""Бердское бюро обмена""",Resale,3279,2020-09-14T03:11:44.331273Z,"Вашему вниманию предлагается уютная, с душой отделанная квартира, очень светлая, теплая, с изолированными комнатами. На лоджии - пластиковое остекление, обшита пробковым покрытием. Натяжные потолки, пластиковые окна, полностью кафель в ванной и в санузле. Полы: зал и одна из спален - современный высококачественный линолеум, вторая спальня - ковровое покрытие, которое при желании можно убрать, под ним - линолеум. Входная дверь - двойная. Звукоизоляция в доме хорошая, стены толстые, кирпичные. В цену квартиры остается кухонный гарнитур. По желанию можно приобрести за отдельную плату другие предметы обстановки. Обременений нет, квартира готова к продаже. Торг.",62.7 м²,,3/5,62.7 м²,62.7,3,17,2860890238,Sale,/3-komnatnaya-kvartira-na-prodazhu-berdsk-2860890238,,3 350 000 ₽,53 429 ₽ за м²,53429,3350000,Apartment,2020-09-14T03:11:44.331273Z,78,Listing,3,3.0,2020-12-15T15:52:07.550454+03:00,2001454801,2020-09-14T06:02:21.6783+03:00,2020-11-16T09:12:41.395535+03:00,,,,,"3-комн. квартира, 62.7 м², 3/5 эт.",2020-11-16T06:21:41.153825Z
