address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Якушева, 33",183262990,Агентство недвижимости ЖИЛФОНД,Resale,3285,2020-09-18T06:44:23.364564Z,"Октябрьский район, г.Новосибирск, ул. Якушева.  Предлагается к продаже замечательная 2-комнатная квартира с дизайнерским ремонтом, с великолепной планировкой в новом кирпичном доме, ЖК  Фианит  ( сдан в 2015 году ).<br>Сама квартира состоит из-<br>1) Большая и светлая кухня-гостинная, которая зонирована на обеденную зону и зону отдыха., <br>2) Просторная спальня,в которой есть отдельная гардеробная., <br>3) Сан.узел совмещен- две раковины,ванная,туалет,бойлер и шкафы под хранения вещей и средств.<br>4) Лоджия,которая соединяет спальню и кухню гостинную.В ней установлен просторный шкаф для хранения всего необходимо.Ширина лоджии позволяет сделать там личный кабинет или зону отдыха.<br>5) Гардеробная,в которой можно хранить как верхнюю одежду,так и другие вещи и принадлежности.<br>- Дом расположен внутри жилого квартала, в 5 минутах ходьбы от ст. метро  Речной Вокзал .<br>Закрытая ухоженная придомовая территория с видео наблюдением и охраной, с детской площадкой, зоной отдыха и кортом для взрослых.<br>  Подземная 2-уровневая парковка, лифты уходят на каждый уровень.<br>- В 12 минутах ходьбы ст. метро Октябрьская. Рядом находятся - супермаркет домашней еды Бахетле, супермаркет Ярче, аптеки, отделения банков, лицей №185, городская поликлиника №2, , ТЮЗ, ГПНТБ, университеты (СГУТИ и СибГУТИ), сквер, фонтаны, парк, набережная р. Обь, медицинские центры, кофейни, фитнес - клубы, бассейны для детей - всё необходимое для комфортной жизни!!<br>- В квартире готовы оставить всю мебель и технику.<br>  Подходит под все виды расчетов.<br>Возможен обмен на вашу недвижимость.<br>	<br>	При звонке, пожалуйста, сообщите номер варианта - <br>       JV000020072612",64.5 м²,,,,,650.0,5/15,64.5 м²,64.5,5,16,2871627232,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2871627232,265.0,7 300 000 ₽,113 178 ₽ за м²,113178,7300000,Apartment,2020-09-18T06:44:23.364564Z,78,Listing,2,2.0,2020-12-17T12:39:44.735181+03:00,1996484241,2020-09-18T09:34:55.073798+03:00,2020-11-17T12:39:44.735181+03:00,0.387,265.0,#FF0000,Речной вокзал,"2-комн. квартира, 64.5 м², 5/15 эт.",2020-11-17T09:48:52.951982Z
"Новосибирск, Нарымская улица, 25",183262990,Агентство недвижимости ЖИЛФОНД,Resale,3285,2020-09-18T06:44:34.837829Z,"Железнодорожный район, г.Новосибирск, ул. Нарымская.  Срочная продажа.<br>В кваритре пластиковые окна .<br>Территория дома огорожена шлагбаумом, много парковочных мест. Во дворе детская площадка. Очень удобная инфраструктура, рядом все, что важно для комфортного проживания. В шаговой доступности, детские сады, школы, лицей № 9, детская поликлиника, культурные учреждения. Множество различных продуктовых магазинов.<br>В свободное время, есть где отдохнуть с семьей, (Цирк, Нарымский сквер), в 10-ти минутах станция метро Красный Проспект.<br>И все это рядом, в шаговой доступности!<br>Хорошая транспортная развязка.<br>Отдельно есть овощехранилище , относящийся  именно к этой квартире <br>Обременений нет. Любой вид расчета. В собственности давно. Посмотреть квартиру можно в любое удобное для Вас время, по предварительной договоренности. Поможем Вам с продажей Вашей квартиры.<br>Возможен обмен на вашу недвижимость.<br>	<br>	При звонке, пожалуйста, сообщите номер варианта - <br>       JV000030026237",60.1 м²,,,,,652.0,9/9,60.1 м²,60.1,9,20,2871628103,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2871628103,262.0,4 650 000 ₽,77 371 ₽ за м²,77371,4650000,Apartment,2020-09-18T06:44:34.837829Z,78,Listing,3,3.0,2020-12-17T12:40:15.032831+03:00,1996685315,2020-09-18T09:34:58.470767+03:00,2020-11-18T23:21:40.950245+03:00,0.931,262.0,#FF0000,Красный проспект,"3-комн. квартира, 60.1 м², 9/9 эт.",2020-11-18T20:31:10.113563Z
"Новосибирск, Спортивная улица, 29",17535813,Наталья,Resale,3285,2020-11-16T10:18:41.253421Z,"В продаже полноценная однокомнатная квартира! Квартира в новом сданном доме, никто не жил. Качественный ремонт от застройщика.<br>Один собственник! Чистая продажа! Быстрый выход на сделку!<br>Просмотр в удобное для Вас время!",33.6 м²,,,,,654.0,6/10,33.6 м²,33.6,6,3,3009845349,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3009845349,,2 390 000 ₽,71 131 ₽ за м²,71131,2390000,Apartment,2020-11-16T10:18:41.253421Z,78,Listing,1,1.0,2020-12-16T13:09:55.035561+03:00,2019472980,2020-11-16T13:08:49.421744+03:00,2020-11-30T11:14:28.808219+03:00,,,,,"1-комн. квартира, 33.6 м², 6/10 эт.",2020-11-30T08:23:51.350991Z
"Новосибирск, Физкультурная улица, 4",186619795,Grand 21,Resale,3285,2020-11-19T05:36:05.267836Z,"Продается 3-х комнатная квартира. В центре Первомайского района, квартира в отличном состоянии, очень чистая, теплая, светлая. Район обжитой, Вся инфраструктура в пешем доступе: школы, детские сады, поликлиники, школа искусств, кружки, библиотеки все это на выбор, магазины всех торговых сетей буквально находятся через дом от вас. Пешком 5-7 минут и Вы в Первомайском парке, благоустроенном, чистом с новыми детскими площадками, лавочками и ровными дорожками. Сосны, белочки, все мило и приятно. <br>Отличная транспортная развязка, до станции Первомайская -2 минуты. В доме имеется два вида отопления на выбор, либо аккуратная печка, либо электричество! <br>Во дворе дома имеется собственный металлический гараж.",56 м²,,,,,657.0,1/2,56 м²,56.0,1,19,3016931327,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3016931327,,2 640 000 ₽,47 143 ₽ за м²,47143,2640000,Apartment,2020-11-19T05:36:05.267836Z,78,Listing,3,3.0,2020-12-19T08:27:03.488697+03:00,2033130982,2020-11-19T08:26:40.581287+03:00,2020-12-02T05:28:32.508294+03:00,,,,,"3-комн. квартира, 56 м², 1/2 эт.",2020-12-02T02:37:32.217531Z
"Новосибирск, Красный проспект, 175Б",161017885,Дометра,Resale,3285,2020-11-19T05:36:48.43934Z,Хорошая 2 комная квартира в кирпичном доме рядом с метро Заельцовская<br>Полность в квартире сделана новая электро-проводка и поменяны полы.<br>.,55 м²,,,,,653.0,1/3,55 м²,55.0,1,9,3016931970,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3016931970,260.0,3 500 000 ₽,63 636 ₽ за м²,63636,3500000,Apartment,2020-11-19T05:36:48.43934Z,78,Listing,2,2.0,2020-12-19T08:27:46.511747+03:00,2043047621,2020-11-19T08:27:25.182494+03:00,2020-11-19T08:27:46.511747+03:00,1.053,260.0,#FF0000,Заельцовская,"2-комн. квартира, 55 м², 1/3 эт.",2020-11-19T05:36:50.498773Z
"Новосибирская область, Искитим, микрорайон Подгорный, 43",16370777,"АН ""Альянс""",Resale,3252,2020-05-06T00:50:02.269114Z,Возможен обмен на 2-х горка южный.,58 м²,,,,,,5/5,58 м²,58.0,5,8,2537448659,Sale,/3-komnatnaya-kvartira-na-prodazhu-iskitim-2537448659,,2 000 000 ₽,34 483 ₽ за м²,34483,2000000,Apartment,2020-05-06T00:50:02.269114Z,78,Listing,3,3.0,2020-12-20T12:21:20.505057+03:00,1943396668,2020-05-05T15:17:46.683469+03:00,2020-11-20T12:21:20.505057+03:00,,,,,"3-комн. квартира, 58 м², 5/5 эт.",2020-11-20T09:30:25.507669Z
"Новосибирск, улица Надежды, 6",23167228,Александр,Resale,3285,2020-11-18T03:44:20.116216Z,"Продам квартиру 3 комнатную. Возможно с мебелью. Совмещённый санузел (перепланировка). Продажа по 2 договорам, ипотека 900 остаток. Риэлтерам не беспокоить.",72.1 м²,,,,,654.0,6/6,72.1 м²,72.1,6,6,3014134510,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3014134510,,4 650 000 ₽,64 494 ₽ за м²,64494,4650000,Apartment,2020-11-18T03:44:20.116216Z,78,Listing,3,3.0,2020-12-18T06:35:19.294729+03:00,2042268347,2020-11-18T06:34:55.971141+03:00,2020-11-18T06:41:22.269754+03:00,,,,,"3-комн. квартира, 72.1 м², 6/6 эт.",2020-11-18T03:50:46.424718Z
"Новосибирск, 1-я Механическая улица, 9",152810530,Центральное агентство недвижимости,Resale,3285,2020-11-18T12:23:32.749257Z,"Выставлена на продажу огромная 2к квартира в настоящем кирпичном доме. <br>Огромные светлые комнаты.   Высокие потолки (около 3,20м).   Можно сделать еще одну изолированную комнату. <br>Дом расположен в тихом месте в отдалении  от оживленных магистралей. <br>В доме отремонтированы кровля, системы электроснабжения, система водоснабжения и канализации.  В плане на этот год сделать ремонт в подъезде . В следующем году по плану ремонт фасада. <br>Недалеко от дома детский сад (в соседнем  дворе), школа в 500-х метрах от дома.  <br>Рядом: Стадион, Бассейн, ДЮСШ, Супермаркеты. <br>Отличная транспортная  доступность:  остановка наземного транспорта  пос. РМЗ  (16 маршрутов),  ЖД станция Сибирская (электрички). <br>Один собственник. Возможна ипотека, материнский капитал. <br>Показ по договоренности. <br>Звоните.<br>При звонке, пожалуйста, назовите номер объявления - 72 782<br>Консультируем подробно по телефону.",74 м²,,,,,657.0,1/2,74 м²,74.0,1,9,3015442291,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3015442291,,1 890 000 ₽,25 541 ₽ за м²,25541,1890000,Apartment,2020-11-18T12:23:32.749257Z,78,Listing,2,2.0,2020-12-18T15:14:31.405791+03:00,2016482403,2020-11-18T15:14:05.184312+03:00,2020-12-07T05:23:41.174679+03:00,,,,,"2-комн. квартира, 74 м², 1/2 эт.",2020-12-07T02:33:41.972212Z
"ул. Гоголя, д. 205",182504330,Милый Дом,New,3285,2020-06-20T02:29:23.608567Z,"🎬УНИКАЛЬНОЕ ПРЕДЛОЖЕНИЕ: квартира, как в кино - двухуровневый хайфлэт 114,74 м² с потолками 5,6 м и французскими окнами в пол<br>⠀<br>💥Один из последних свободных хайфлэтов в СДАННОМ доме ЖК «Расцветай на Гоголя»‼️<br>⠀<br>☑️Распашные двери на балкон<br>☑️Гардеробная в прихожей<br>☑️Панорамный вид на город<br>⠀<br>✅Узнать подробнее о комплексе, задать любые вопросы, записаться на экскурсию и забронировать квартиру можно, позвонив по телефону<br>Класс «Комфорт+»<br>Жилой комплекс расположен в Дзержинском районе, одном из самых динамично развивающихся в Новосибирске в пешей доступности от станции метро Берёзовая роща. Состоит из двух 25-этажных домов и одного дома переменной этажности.<br>На последних этажах расположены квартиры класса Премиум - хайфлэты. Они отличаются от обычных квартир более высокими потолками и расположением на последнем, клубном этаже. Смотрятся такие помещения более просторно и светло за счет панорамного остекления. Продуманная и удобная планировка позволяет грамотно зонировать квартиру. Есть возможность обустроить дополнительный кабинет или спальню, объединенную с ванной комнатой. Проживание на клубном этаже уже дает ряд своих преимуществ: вход исключительно для владельцев жилья по индивидуальному чип-ключу от лифта, всего шесть квартир на этаже, отличающаяся отделка холла от всего комплекса.<br>🌳Двор жилого комплекса тихий и спокойный — рядом нет шумных магистралей<br>⚽️Предусмотрены современные игровые площадки для детей, спортивная площадка воркаут, стритбольная площадка, а также зона для отдыха со скамейками и зелеными насаждениями<br>Квартира от застройщика. ДОМ СДАН! Предусмотрены Online-консультации и дистанционные сделки.<br>💰Способы покупки: наличные, ипотека, военная ипотека, материнский капитал, рассрочка<br>Покупая квартиру в ипотеку, каждому нашему клиенту предоставляется комплексное юридическое сопровождение на любом из этапов сделки - мы даем абсолютную гарантию безопасности сделки по покупке квартиры! Услуги по покупке квартир в новостройках АБСОЛЮТНО БЕСПЛАТНЫ‼<br>☎Звоните/пишите и мы подберем для Вас идеальную квартиру по самой выгодной цене!",114.7 м²,90132.0,ЖК «Расцветай на Гоголя»,90132.0,ЖК «Расцветай на Гоголя»,651.0,25/25,114.7 м²,114.7,25,7,2653936988,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2653936988,271.0,11 000 000 ₽,95 902 ₽ за м²,95902,11000000,Apartment,2020-06-20T02:29:23.608567Z,78,Listing,3,3.0,2020-12-19T08:58:07.114987+03:00,1928036173,2020-06-19T10:40:27.764506+03:00,2020-11-20T19:07:00.865102+03:00,1.061,271.0,#008000,Берёзовая роща,"3-комн. квартира, 114.7 м², 25/25 эт.",2020-11-20T16:16:24.833116Z
"Новосибирская область, Тогучинский район, деревня Кудрино, Сибирская улица, 2",30433954,Ирина и Валерий,Resale,3275,2020-10-21T06:43:00.088987Z,"Квартира после ремонта! Один собственник. Без обременений! Звоните, покажем в любое время.",39 м²,,,,,,1/2,39 м²,39.0,1,3,2945346180,Sale,/2-komnatnaya-kvartira-na-prodazhu-toguchin-2945346180,,660 000 ₽,16 923 ₽ за м²,16923,660000,Apartment,2020-10-21T06:43:00.088987Z,78,Listing,2,2.0,2020-12-20T12:40:47.040289+03:00,2016156194,2020-10-21T09:32:07.606243+03:00,2020-11-24T14:44:14.470807+03:00,,,,,"2-комн. квартира, 39 м², 1/2 эт.",2020-11-24T11:53:42.178571Z
