address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, улица Ключ-Камышенское Плато, 8/1",152810530,Центральное агентство недвижимости,Resale,3285,2020-05-02T01:23:29.061185Z,"Квартира улучшенной планировки, в новом кирпичном современном доме.<br>Чистая и ухоженная, на первом этаже.Пластиковые стеклопакеты,просторная прихожая 10 кв.метров. <br>Застекленная лоджия.<br>Большая кухня, что немаловажно для большой семьи. <br>Окна во двор, на детскую площадку.<br>Тамбур на две квартиры. Спокойные соседи. <br>В доме современные лифты, удобные пандусы. Система видео наблюдения снаружи дома и в подъезде.<br>Ответственная УК.Чистая и ухоженная придомовая территория (огороженная).  Много парковочных мест.<br>Инфраструктура: новая современная школа, 2 д/сада, много магазинов. В шаговой доступности<br>Планетарий, горнолыжный комплекс Иня , с беседками и теннисным кортом, где можно покататься на лыжах зимой, а летом отдохнуть на природе.<br>Хорошая транспортная развязка,<br>Выезд во все направления города.<br>Рядом остановка общественного транспорта.<br>При звонке, пожалуйста, назовите номер объявления - 112 775<br>Консультируем подробно по телефону.",61.1 м²,650.0,1/9,61.1 м²,61.1,1,15,2528189332,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2528189332,,3 790 000 ₽,62 029 ₽ за м²,62029,3790000,Apartment,2020-05-02T01:23:29.061185Z,78,Listing,2,2,2021-01-02T05:29:04.300673+03:00,1920685493,2020-05-01T16:19:01.782396+03:00,2020-12-07T05:23:42.892992+03:00,,,,,"2-комн. квартира, 61.1 м², 1/9 эт.",2020-12-07T02:33:52.163833Z
"Новосибирск, улица Тюленина, 24/1",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-30T02:37:36.769581Z,"Срочная продажа.<br>Цена действует только 2 недели.<br>В продаже отличная трехкомнатная квартира в живописном месте Калининского района. Состояние отличное. Квартира чистая, уютная, светлая с хорошим качественным ремонтом. Дом расположен внутри квартала на второй линии. Удобная парковка во дворе, закрытая двумя шлагбаумами, а также ведется видеонаблюдение в подъезде и по территории вокруг дома. Придомовая территория ухоженная. <br>Окна выходят на обе стороны. Две просторные лоджии не входят в площадь квартиры. Установлена надежная входная дверь Torex. Просторная кухня, гардеробная. В детской пол - паркетная доска из натурального ясеня. В подарок остается: кухонный гарнитур без техники, прихожая, два встроенных шкафа.<br>Хорошая транспортная развязка. В микрорайоне есть все для комфортного проживания: в шаговой доступности детский сад, школа, кружки для дошкольников, гипермаркет  Лента ,  Леруа Мерлен , ТЦ  Кристалл , фехтовальный центр с бассейном, банки, аптеки, Ледовая арена<br>При звонке, пожалуйста, назовите номер объявления - 81 399<br>Консультируем подробно по телефону.",73.4 м²,648.0,1/10,73.4 м²,73.4,1,16,2897746803,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2897746803,,4 700 000 ₽,64 033 ₽ за м²,64033,4700000,Apartment,2020-09-30T02:37:36.769581Z,78,Listing,3,3,2021-01-02T05:29:04.599205+03:00,1984823687,2020-09-30T05:28:01.189197+03:00,2020-12-07T05:23:30.901792+03:00,,,,,"3-комн. квартира, 73.4 м², 1/10 эт.",2020-12-07T02:33:10.789045Z
"Новосибирск, улица Шевченко, 15",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-02T02:49:24.313126Z,"Предлагается к продаже видовая 4-комнатная студия недалеко от метро Октябрьская. Район известен престижными жилыми домами и  средоточием банков, Рядом расплагаются высшие учебные заведения: РАНХиГС и СибГУТИ. библиотека ГПНТБ. Дворец творчества  Юниор . торговые центры, супермаркет домашней еды  Бахетле . несколько фитнес-клубов. <br>В квартире недавно выполнен ремонт из качественных дорогих материалов. Функциональный дизайн продуман до мелочей, организовано много мест хранения: от гардеробной до потайных полочек и ящичков. В гостиной оборудован биокамин. Из квартиры открываются замечательные виды на город. Приглашаем на просмотр. Квартиру надо смотреть, чтобы оценить её по достоинству. <br>При звонке, пожалуйста, назовите номер объявления - 93 600<br>Консультируем подробно по телефону.",89 м²,650.0,12/17,89 м²,89.0,12,40,2902393054,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2902393054,264.0,12 800 000 ₽,143 820 ₽ за м²,143820,12800000,Apartment,2020-10-02T02:49:24.313126Z,78,Listing,3,3,2021-01-02T05:29:07.65598+03:00,1983963342,2020-10-02T05:39:55.586832+03:00,2020-12-07T05:23:51.481615+03:00,0.428,264.0,#FF0000,Октябрьская,"3-комн. квартира, 89 м², 12/17 эт.",2020-12-07T02:33:54.808026Z
"Новосибирск, Кировский район, Затулинский жилмассив, улица Зорге, 98",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-02T02:49:21.394156Z,"Предлагается к продаже просторная полноценная двухкомнатная квартира улучшенной планировки в новом доме в центре Затулинского жилмассива. В квартире выполнен качественный ремонт. Хороший средний этаж , большая остекленная лоджия . Площадь квартиры указана без учета площади лоджии. <br>Большой ухоженный двор , детские игровые площадки . достаточное количество парковочных мест.<br>В шаговой доступности находятся детские сады, школы, гимназии, крупные сетевые супермаркеты и небольшие магазины у дома , парки для развлечения и отдыха, стадион   Фламинго ,  кинотеатр  Рассвет ,  бассейн, Ледовая арена.<br>Приглашаем на просмотры .<br>Помощь в получении кредитного решения в банках партнерах.<br>Полная финансовая ответственность агентства на всю стоимость объекта.<br>При звонке, пожалуйста, назовите номер объявления - 93 336<br>Консультируем подробно по телефону.",65 м²,655.0,7/10,65 м²,65.0,7,18,2902393027,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2902393027,,4 300 000 ₽,66 154 ₽ за м²,66154,4300000,Apartment,2020-10-02T02:49:21.394156Z,78,Listing,2,2,2021-01-02T05:29:07.704238+03:00,1984248192,2020-10-02T05:39:52.329779+03:00,2020-12-03T05:29:07.704238+03:00,,,,,"2-комн. квартира, 65 м², 7/10 эт.",2020-12-03T02:38:14.620581Z
"Новосибирск, Выборная улица, 115/2",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-02T02:49:21.425873Z,"Дом кирпичный. Толщина стен под метр<br>Летом прохладно, зимой тепло<br>Окна выходят на две стороны дома. Одна постоянно солнечная.<br>Высота потолков 2,86 м<br>Видеонаблюдение<br>Огромная парковка. Всегда есть места под камерами.<br>Балкон 3 кв.м<br>Ванная и сан узел очень большие и просторные<br>Натяжные потолки везде и очень много лампочек<br>Паркет в комнате<br>Помощь в получении ипотечного решения и финансовые гарантии на всю стоимость обьекта<br>При звонке, пожалуйста, назовите номер объявления - 95 171<br>Консультируем подробно по телефону.",65 м²,650.0,3/5,65 м²,65.0,3,21,2902393028,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2902393028,,4 600 000 ₽,70 769 ₽ за м²,70769,4600000,Apartment,2020-10-02T02:49:21.425873Z,78,Listing,2,2,2021-01-02T05:29:07.793437+03:00,1984414549,2020-10-02T05:39:52.82807+03:00,2020-12-07T05:23:50.606356+03:00,4.724,272.0,#008000,Золотая Нива,"2-комн. квартира, 65 м², 3/5 эт.",2020-12-07T02:33:49.05585Z
"Новосибирск, улица Пархоменко, 26",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-30T12:27:34.198628Z,"В кирпичном доме,3-комнатная квартира, современной планировки, все комнаты изолированы, большая кухня, лоджия 6 метров. Два лифта. Огороженная территория, во дворе новая детская площадка. Хоккейная коробка. До поликлиники 100 метров. Детский сад 350 метров. Гимназия №17 400 метров. В доме Сбербанк, салон красоты. Магазин «Ярче» 50 метров. Документы готовы к сделке. Любая форма расчёта. Помощь в получении ипотеки.<br>При звонке, пожалуйста, назовите номер объявления - 86 668<br>Консультируем подробно по телефону.",79 м²,654.0,7/9,79 м²,79.0,7,20,2899008181,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2899008181,267.0,4 200 000 ₽,53 165 ₽ за м²,53165,4200000,Apartment,2020-09-30T12:27:34.198628Z,78,Listing,3,3,2021-01-02T05:29:07.96221+03:00,1984270367,2020-09-30T15:18:06.069193+03:00,2020-12-03T05:29:07.96221+03:00,2.181,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 79 м², 7/9 эт.",2020-12-03T02:38:18.555254Z
"Новосибирск, Вокзальная магистраль, 4/1",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-02T13:26:30.854007Z,"Предлагаем 1 комнатную квартиру в кирпичном доме, в тихом месте, но в то же время с хорошей транспортной и пешей развязкой. В квартире есть вместительная гардеробная. Окна пластиковые, выходят в тихий двор. Большая лоджия. Просторный тамбур на две квартиры. Приглашаем на просмотр.<br>Помощь с получением ипотечного решения и финансовые гарантии Центрального агентства недвижимости на полную стоимость объекта.<br> <br>При звонке, пожалуйста, назовите номер объявления - 95 415<br>Консультируем подробно по телефону.",40 м²,652.0,2/10,40 м²,40.0,2,14,2903613541,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2903613541,268.0,4 100 000 ₽,102 500 ₽ за м²,102500,4100000,Apartment,2020-10-02T13:26:30.854007Z,78,Listing,1,1,2021-01-02T05:29:07.90152+03:00,1983983826,2020-10-02T16:16:57.346576+03:00,2020-12-07T05:23:51.98481+03:00,0.41,268.0,#008000,Площадь Гарина-Михайловского,"1-комн. квартира, 40 м², 2/10 эт.",2020-12-07T02:33:55.199092Z
"Новосибирск, улица Кропоткина, 128/3",152810530,Центральное агентство недвижимости,Resale,3285,2020-09-30T12:37:41.32727Z,"Обратите внимание на площадь трехкомнатной квартиры студии улучшенной планировки.  75 в.м. с учетом лоджий, всего их три. Комнаты 18, 13 кв.м и кухня-столовая 11 кв.м. Хороший ремонт, продуманная и узаконенная перепланировка. Большой и закрытый от посторонних двор, территория благоустроенная, оборудованная спортивная площадка. Рядом школа, престижный лицей, 3 муниципальных детских сада, ТЦ «Континент», аптеки, поликлиника, рынок, до остановки общественного транспорта 300 м. <br>Помощь с получением ипотечного решения и финансовые гарантии Центрального агентства недвижимости на полную стоимость объекта.<br>При звонке, пожалуйста, назовите номер объявления - 102 972<br>Консультируем подробно по телефону.",62 м²,653.0,1/9,62 м²,62.0,1,14,2899031851,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2899031851,270.0,4 250 000 ₽,68 548 ₽ за м²,68548,4250000,Apartment,2020-09-30T12:37:41.32727Z,78,Listing,2,2,2021-01-02T05:29:08.096332+03:00,1984087232,2020-09-30T15:23:45.177893+03:00,2020-12-07T05:23:47.604904+03:00,1.208,270.0,#008000,Маршала Покрышкина,"2-комн. квартира, 62 м², 1/9 эт.",2020-12-07T02:33:46.509605Z
"Новосибирск, Вилюйская улица, 17",152810530,Центральное агентство недвижимости,Resale,3285,2020-10-02T13:26:45.015711Z,"Продается двухкомнатная квартира  в ЖК  Гринвилл . Окна выходят на юго-запад, что обеспечивает естественное освещение. Света будет достаточно даже в холодные, ненастные и слякотные времена года. Солнечные лучи удачно освежат любой интерьер и будут прекрасно гармонировать в интерьере как темных, так и светлых оттенков. Ремонт сделан качественно и со вкусом. <br>   В квартире остаётся вместительный встроенный шкаф в прихожей и кухонный гарнитур. <br>   Дом повышенной комфортности, консьерж, наземный и подземный паркинги, чистые и качественно отделанные подъезды, бесшумные лифты. На первом этаже - объекты инфраструктуры. Отлично-оборудованная детская площадка, зона тренажеров для взрослых. Территория под видеонаблюдением. <br>  Очень развита инфраструктура: магазины, кафе, рестораны, детские площадки, баскетбольная и волейбольная площадки. Также в шаговой доступности школы, детские сады, остановка общественного транспорта. Экологический чистый район: рядом с домом горнолыжный подъемник зимой и красивый лес летом. В двух шагах Инюшенский бор, река. Горнолыжный спуск. Лыжная и горнолыжная база. Квартира не имеет обременений и подходит под любой вид расчета.<br>При звонке, пожалуйста, назовите номер объявления - 99 980<br>Консультируем подробно по телефону.",63.9 м²,650.0,14/15,63.9 м²,63.9,14,27,2903614317,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2903614317,,4 980 000 ₽,77 934 ₽ за м²,77934,4980000,Apartment,2020-10-02T13:26:45.015711Z,78,Listing,2,2,2021-01-02T05:29:08.094069+03:00,1984868304,2020-10-02T16:17:09.983939+03:00,2020-12-07T05:23:53.621685+03:00,4.541,265.0,#FF0000,Речной вокзал,"2-комн. квартира, 63.9 м², 14/15 эт.",2020-12-07T02:34:18.561Z
"Новосибирская область, Новосибирский район, посёлок Кудряшовский, Береговая улица, 2",152810530,Центральное агентство недвижимости,Resale,3282,2020-09-30T12:27:29.528622Z,"3 ая двухуровневая квартира  в живописном месте поселка Кудряши. Рядом школа, детский сад, храм, оздоровительный комплекс Лагуна , магазины, поликлиника, Ледовый дворец Спорта, администрация, аптека. Весь поселок окружен сосновым бором, рядом река, до пляжа всего 300 метров. До остановки 3-5 минут. <br> Квартира двухуровневая 5 и 6 этаж. <br> - На 5 этаже располагается просторная кухня с выходом на балкон, гостиная, кладовка и санузел<br> - На 6 этаже две просторные спальни, ванная комната с джакузи и окном, и вместительная гардеробная<br> Планировка на две стороны делают квартиру светлой в течении всего дня . Из окон раскрывается замечательный вид на реку.<br>В квартире остается встроенный кухонный гарнитур с бытовой техникой, шкаф-купе. <br>  Подходит любой способ расчета, на данный обьект распространяется Сельская ипотека.<br>  Приглашаем на просмотр. Уютная квартира для вашей семьи в экологически чистом районе ждет вас.<br>При звонке, пожалуйста, назовите номер объявления - 114 861<br>Консультируем подробно по телефону.",100.6 м²,,5/6,100.6 м²,100.6,5,17,2899008061,Sale,/3-komnatnaya-kvartira-na-prodazhu-kudryashovskiy-2899008061,,4 300 000 ₽,42 744 ₽ за м²,42744,4300000,Apartment,2020-09-30T12:27:29.528622Z,78,Listing,3,3,2021-01-02T05:29:08.135534+03:00,1984739039,2020-09-30T15:18:01.396233+03:00,2020-12-03T05:29:08.135534+03:00,,,,,"3-комн. квартира, 100.6 м², 5/6 эт.",2020-12-03T02:38:14.304058Z
