address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,roadId,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирская область, Бердск, улица Кирова, 1",168994882,"ООО КОМПАНИЯ ""ЛЕНИНГРАД""",Resale,3279,2020-11-05T10:46:07.818764Z,Организуем оперативный показ по предварительной договоренности. Можем рассмотреть вариант обмена. Предоставим полную информацию по объекту недвижимости при показе<br>#объект в нашей базе №9859305#,40.5 м²,,,,,,4/4,40.5 м²,40.5,4,3,2983608499,Sale,/2-komnatnaya-kvartira-na-prodazhu-berdsk-2983608499,,1 800 000 ₽,44 444 ₽ за м²,44444,1800000,Apartment,2020-11-05T10:46:07.818764Z,78,Listing,,2,2.0,2021-01-04T14:39:28.287958+03:00,2016898443,2020-11-05T13:33:24.339798+03:00,2020-12-05T14:39:28.287958+03:00,,,,,"2-комн. квартира, 40.5 м², 4/4 эт.",2020-12-05T11:49:46.976222Z
"Новосибирск, улица Виктора Шевелёва, 24",176123877,"ООО ""Новосибирскстрой-Недвижимость+""",Resale,3285,2020-06-02T02:22:33.71573Z,"Продам студию с ремонтом. Дом стоит на учете, ипотека любого банка. ",39 м²,,,,,655.0,10/10,39 м²,39.0,10,16,2606379961,Sale,/kvartira-na-prodazhu-novosibirsk-2606379961,,2 030 000 ₽,52 051 ₽ за м²,52051,2030000,Apartment,2020-06-02T02:22:33.71573Z,78,Listing,,Студия,,2021-01-03T09:18:29.264614+03:00,1923284969,2020-06-01T11:10:44.538343+03:00,2020-12-04T09:18:29.264614+03:00,,,,,"Квартира-студия, 39 м², 10/10 эт.",2020-12-04T06:27:40.883024Z
"Новосибирск, Бронная улица, 38/1",176123877,"ООО ""Новосибирскстрой-Недвижимость+""",Resale,3285,2020-09-03T13:01:54.686666Z,В продаже полнаценная двухкомнатная квартира. Расположение по центру двора. Продажа по переуступке.,58 м²,,,,,655.0,10/10,58 м²,58.0,10,12,2836584504,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2836584504,,2 600 000 ₽,44 828 ₽ за м²,44828,2600000,Apartment,2020-09-03T13:01:54.686666Z,78,Listing,,2,2.0,2021-01-03T09:18:30.758889+03:00,1987066586,2020-09-03T15:52:23.348181+03:00,2020-12-04T09:18:30.758889+03:00,,,,,"2-комн. квартира, 58 м², 10/10 эт.",2020-12-04T06:27:44.721248Z
"ул. Бульвар Молодежи, д. 40",101128040,Ольга,New,3285,2020-09-28T14:03:27.439775Z,"Двухуровневая квартира в новом кирпичном доме Академгородка, расположенная на 11-12 этажах. Квартира с высокими потолками, очень просторная и светлая, окна выходят на две стороны дома. Возможна перепланировка по своему желанию. Квартира находится в жилом комплексе «Молодежный"". Рядом с домом расположен спортивный комплекс, бассейн, детские сады, школы, поликлиника, кафе, торгово-развлекательный комплекс, магазины, банки. Территория жилого комплекса огорожена, есть современная детская площадка, подземная парковка (есть возможность приобретения парковочного места).",230 м²,66356.0,ЖК «Молодежный»,66356.0,ЖК «Молодежный»,656.0,11/12,230 м²,230.0,11,10,2894597946,Sale,/5-komnatnaya-kvartira-na-prodazhu-novosibirsk-2894597946,,15 499 000 ₽,67 387 ₽ за м²,67387,15499000,Apartment,2020-09-28T14:03:27.439775Z,78,Listing,54.0,5,5.0,2020-12-27T16:56:23.379162+03:00,1990841620,2020-09-28T16:54:03.588577+03:00,2020-11-27T16:56:23.379162+03:00,,,,,"5-комн. квартира, 230 м², 11/12 эт.",2020-11-27T14:06:17.12078Z
"Новосибирская область, Искитимский район, рабочий поселок Линёво, Коммунистический проспект, 5/5",26594768,ооо Гарант-Риэлт,Resale,3260,2020-11-30T07:48:25.273213Z,"В продаже квартира в отличном состоянии, в стоимость квартиры входит: кухонный гарнитур, духовой шкаф, варочная панель, стол, стулья, шкафы купе, прихожая, стиральная машинка, кондиционер.",54 м²,,,,,,8/9,54 м²,54.0,8,24,3041807721,Sale,/2-komnatnaya-kvartira-na-prodazhu-linevo-3041807721,,2 500 000 ₽,46 296 ₽ за м²,46296,2500000,Apartment,2020-11-30T07:48:25.273213Z,78,Listing,,2,2.0,2020-12-30T10:40:33.324896+03:00,2030233180,2020-11-30T10:38:49.15219+03:00,2020-11-30T10:40:33.324896+03:00,,,,,"2-комн. квартира, 54 м², 8/9 эт.",2020-11-30T07:49:36.343533Z
"Новосибирск, Кировский район, Северо-Чемской жилмассив, улица Герцена, 1/1",104716858,"АН ""Планета Недвижимости""",Resale,3285,2020-10-29T16:20:35.060795Z,"Новый дом. Срочная продажа. Вид из окна на новый мост. От метро Карла Маркса 10 минут на транспорте. Напротив дома река Обь, в доль которой тянуться песчаные пляжи. Школы, детские садыи, магазины в минутной доступности. Чистая продажа",31 м²,,,,,655.0,7/11,31 м²,31.0,7,13,2967614096,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2967614096,,2 300 000 ₽,74 194 ₽ за м²,74194,2300000,Apartment,2020-10-29T16:20:35.060795Z,78,Listing,,1,1.0,2020-12-28T21:06:41.366607+03:00,2040776836,2020-10-29T19:11:10.33648+03:00,2020-11-28T21:06:41.366607+03:00,,,,,"1-комн. квартира, 31 м², 7/11 эт.",2020-11-28T18:15:43.621167Z
"Новосибирск, улица Красина, 54/1, подъезд 1",94638173,по объявлению,New,3285,2020-11-30T07:51:51.114379Z,"Квартира у метро ""Березовая роща"". Развитая инфраструктура, напротив Сибирский молл. Дом на сдаче,  продажа по переуступке. Продажа от собственника, без лишних трат на агентство. Выполнен чистовой ремонт, установлена хорошая дверь. Огромная застекленная лоджия, более 20 м2. При желании можно переделать в 2-х комнатную квартиру, и площадь и строительные нормы позволяют.",58.5 м²,,,,,651.0,6/17,58.5 м²,58.5,6,18,3041816999,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3041816999,271.0,2 950 000 ₽,50 427 ₽ за м²,50427,2950000,Apartment,2020-11-30T07:51:51.114379Z,78,Listing,,1,1.0,2020-12-30T10:45:21.709394+03:00,1721823730,2018-11-20T11:27:03.363166+03:00,2020-11-30T12:57:31.742908+03:00,0.581,271.0,#008000,Берёзовая роща,"1-комн. квартира, 58.5 м², 6/17 эт.",2020-11-30T10:07:22.530548Z
"Новосибирская область, Черепановский район, рабочий посёлок Дорогино, Светлая улица, 18",19101980,Ольга,Resale,3263,2020-04-28T00:54:17.181138Z,"Продам трёхкомнатную квартиру.Р.п.Дорогино , примерно 87км.час езды на автомобиле от Новосибирска.Общая площадь 58.1кв.м,жилая39.1 кв.м,одна комната 16кв.м, вторая комната 12.5,третья комната 10.6,кухня 7.6. Тихий,чистый небольшой посёлок, экологически не загрязненный,рядом лес.Развивающийся посёлок.Вся инфраструктура для комфортного проживания имеется в шаговой доступности.Для детей и подростков : детский сад, общеобразовательная школа,школа искусств с множеством направлений и внимательными педагогами, стадион,спортзал, домкул туры, кинотеатр.Для более взрослого населения: Сбербанк,Почта России, пожарная часть, полицейский участок, парикмахерская,поликлинника,магазины мелкие и крупные сети Мария -Ра,Магнит.Есть церковь,пруд для рыбалки.Ближайшие  крупные населенные пункты Черепаново, Ложок, Искитим,Бердск.Дом обслуживает УК ЖКХ Дорогинское.В доме общедомовой тепловой счётчик.Парковочные места имеются.Территория чистая, зимой дороги чистят.В квартире незаконченный ремонт:в санузлах кафель(стены,пол),к сожалению горячего водоснабжения нет,всё жильцы многоквартирных домов,пользуются водонагревателями,установлен в туалете,на полу стяжка,стены выравнены,кроме  одной комнаты.Имеется отделочный материал: ламинат на все комнаты, напольная плитка (коридор, кухня),обои, фотообои, межкомнатные двери,стеклопакетов нет(на это скидка будет).Хорошее тихое место.Купили для личного пользования ,подарок для родителей.Изменились жизненные обстоятельства.Торг уместен.",58 м²,,,,,,2/5,58 м²,58.0,2,10,2518104237,Sale,/3-komnatnaya-kvartira-na-prodazhu-dorogino-2518104237,,1 100 000 ₽,18 966 ₽ за м²,18966,1100000,Apartment,2020-04-28T00:54:17.181138Z,78,Listing,,3,3.0,2020-12-27T17:03:31.576921+03:00,1914051066,2020-04-27T18:57:26.188138+03:00,2020-11-27T17:03:31.576921+03:00,,,,,"3-комн. квартира, 58 м², 2/5 эт.",2020-11-27T14:12:35.273209Z
"Новосибирск, улица Адриена Лежена, 23",8767444,Анна,Resale,3285,2020-11-29T16:32:45.212017Z,"Продам 1ку в 7минутах от метро Березовая Роща. Район с развитой инфраструктурой, в двух шагах Добрянка, садик, кинотеатр Горизонт. Просьба риэлтеров беспокоить с конкретными клиентами, договоры золотые не предлагать. Сама бывший риэлтер. Юридическое сопровождение за мой счет.В доме техэтаж. Не топило за 14 лет ни разу. Шумоизоляция норм. Квартплата недорогая. Занижений и прочей ерунды делать не надо, квартира в собственности более 5 лет.",35 м²,,,,,651.0,14/14,35 м²,35.0,14,10,3040772477,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3040772477,272.0,3 650 000 ₽,104 286 ₽ за м²,104286,3650000,Apartment,2020-11-29T16:32:45.212017Z,78,Listing,,1,1.0,2020-12-29T19:23:43.317803+03:00,2066336943,2020-11-29T19:23:21.461866+03:00,2020-11-29T19:26:26.201178+03:00,0.727,272.0,#008000,Золотая Нива,"1-комн. квартира, 35 м², 14/14 эт.",2020-11-29T16:35:29.301688Z
"ул. Писарева, стр. 131",94219807,Агентство недвижимости Золотой ключ Плюс,New,3285,2020-08-31T07:19:08.993736Z,"Внесен задаток! Сдан дом №1 – 4 квартал 2020 г. Дом на Писарева, 125 стр.<br>- Застекленные балконы и лоджии<br>- Подземный паркинг<br>- Бесшумные скоростные лифты в том числе, спускающиеся в парковку<br>- Высота потолков типового этажа 2,7 м.<br>- Горизонтальная разводка отопления.<br>- Огороженный двор<br>- Помещение для консьержа.<br>- Детские площадки",38.1 м²,91535.0,Дома по ул. Писарева,91535.0,Дома по ул. Писарева,649.0,9/25,38.1 м²,38.1,9,5,2828472068,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2828472068,270.0,3 700 000 ₽,97 113 ₽ за м²,97113,3700000,Apartment,2020-08-31T07:19:08.993736Z,78,Listing,,1,1.0,2020-12-30T10:48:23.271752+03:00,2013232424,2020-08-31T10:09:47.021923+03:00,2020-11-30T10:48:23.271752+03:00,0.839,270.0,#008000,Маршала Покрышкина,"1-комн. квартира, 38.1 м², 9/25 эт.",2020-11-30T07:57:26.919383Z
