address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, Ударная улица, 23/1",2499036,Пользователь,Resale,3285,2020-12-07T09:04:34.561367Z,"3-х комнатная кв. на втором этаже пятиэтажного дома, все комнаты изолированные, пластиковые окна, школа с торца дома, развитая инфраструктура, зеленый район, в доступности магазины и гипермаркет.",60 м²,,,,,654.0,2/5,60 м²,60.0,2,6,3058225530,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3058225530,267.0,3 299 000 ₽,54 983 ₽ за м²,54983,3299000,Apartment,2020-12-07T09:04:34.561367Z,78,Listing,3,3,2021-01-06T11:55:31.337281+03:00,2074491555,2020-12-07T11:55:08.275888+03:00,2020-12-07T11:55:31.337281+03:00,2.644,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 60 м², 2/5 эт.",2020-12-07T09:04:36.752227Z
"ул. Декабристов, д. 115",107238416,"Отдел продаж Застройщика ""Инвест-плюс""",New,3285,2020-11-30T11:25:42.694946Z,"Отличный вариант полноценной двухкомнатной квартиры.<br>ВЫСОКАЯ СТАДИЯ ГОТОВНОСТИ. В декабре сдача.<br>Надёжный объект с проектным финансированием ПАО СБЕРБАНК.<br>Квартира от застройщика. БЕЗ КОМИССИИ. Подходит под Гос. поддержку.<br>Безопасные расчёты через счёт ЭСКРОУ.<br>— Хорошее расположение. В пешей доступности станция метро Речной Вокзал.<br>— Красивый высокий дом. Отличный панорамный вид на реку, Бугринский и Коммунальный мост.<br>— Фасад С ПОДСВЕТКОЙ.<br>— Остеклённые лоджии.<br>Современный  высококомфортабельный комплекс с благоустроенной придомовой  территорией. Дизайнерское исполнение подъездов современном стиле.  УЛУЧШЕННАЯ ЧИСТОВАЯ ОТДЕЛКА. Кофе бар с камином и мягкими диванами. Три  скоростных лифта. Двор без машин. Огороженная территория. Наличие  беседки барбекю. Мини стадион. Уличные тренажеры и беговая дорожка.  Современная детская игровая площадка на высшем уровне.<br>Так же в продаже есть парковочные места 600 000 и 650 000 рублей.<br>ПОМОЩЬ В ПОЛУЧЕНИИ ИПОТЕКИ.",66 м²,91288.0,ЖК «Октябрьский квартал»,91288.0,ЖК «Октябрьский квартал»,650.0,18/22,66 м²,66.0,18,40,3042443169,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3042443169,265.0,5 500 000 ₽,83 333 ₽ за м²,83333,5500000,Apartment,2020-11-30T11:25:42.694946Z,78,Listing,2,2,2020-12-30T14:16:06.311803+03:00,2030663927,2020-11-30T14:15:36.051227+03:00,2020-11-30T14:16:06.311803+03:00,1.463,265.0,#FF0000,Речной вокзал,"2-комн. квартира, 66 м², 18/22 эт.",2020-11-30T11:26:12.620449Z
"Красный пр-кт, 157",20484605,По обьявлению,Resale,3285,2019-02-05T20:38:47.006602Z,"Квартира в семиэтажном доме с лифтом на пл.Калинина.Прекрасная транспортная развязка. Остановки любого транспорта в т.ч. метро ""Заельцовская"", магазины,школы,аптеки, банки , детский сад,микрорынки рядом.Огороженная и с охраной территория .Детская площадка. .В собственности квартира более 3 лет.  .Высокие потолки.Квартира расположена на 5 этаже окнами на 2 стороны в тч. и во двор..Квартира светлая.теплая .",86 м²,,,,,653.0,5/7,86 м²,86.0,5,2,182123918,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-182123918,260.0,8 000 000 ₽,93 023 ₽ за м²,93023,8000000,Apartment,2019-02-05T20:38:47.006602Z,78,Listing,3,3,2021-01-05T09:46:40.01168+03:00,958164308,2017-04-24T14:10:10+03:00,2020-12-06T09:46:40.01168+03:00,0.094,260.0,#FF0000,Заельцовская,"3-комн. квартира, 86 м², 5/7 эт.",2020-12-06T06:55:42.498538Z
"ул. Татьяны Снежиной, д. 42",147244801,Отдел Продаж Недвижимости,New,3285,2020-12-08T03:27:44.401398Z,"В продаже 3-к СТУДИЯ!!! Комиссия агенства 0%, Все виды расчетов ( мат кап, ипотека,... ). Квартиры с чистовой отделкой в комфортном доме с благоустроенной территорией. Сдача дома 1кв2023г",58.3 м²,1006283073.0,ЖК «На Снежиной»,1006283073.0,ЖК «На Снежиной»,650.0,4/10,58.3 м²,58.3,4,2,3060128253,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3060128253,272.0,3 265 000 ₽,56 003 ₽ за м²,56003,3265000,Apartment,2020-12-08T03:27:44.401398Z,78,Listing,3,3,2021-01-07T06:18:43.536733+03:00,2047243784,2020-12-08T06:18:18.784807+03:00,2020-12-08T06:19:25.823977+03:00,3.448,272.0,#008000,Золотая Нива,"3-комн. квартира, 58.3 м², 4/10 эт.",2020-12-08T03:28:50.190006Z
"ул Александра Чистякова, д. 20",76405347,"ООО ""Центр недвижимости""",New,3285,2020-05-14T01:00:33.545459Z,"Три дома жилого комплекса построены в новом микрорайоне, расположенном недалеко от развязки, ведущей с улицы Петухова на Советское шоссе. Поблизости есть вся необходимая инфраструктура: детские сады, школы, магазины и развлекательные центры. Расстояние до семейного ТРЦ «Мега» всего 5 км, а до площади Маркса – 8 км. Но главное не это – жители ЖК получают уникальную возможность жить в тихом, спокойном и экологически чистом районе.<br>Вокруг много зелени, а рядом раскинулся лесопарк имени Синягина – удивительное место, которое можно сравнить с Ботаническим садом в Академгородке. Небесного цвета дома комплекса расположены на комфортном расстоянии относительно друг друга, здесь же игровые и спортивные зоны, наземная парковка. Белый цвет стен в квартирах со свободной планировкой каждый житель изменит на свой любимый – всё уже готово к ремонту и отделке.<br>К плюсам комплекса относится подъёмник для людей с физическими недугами, а также собственная газовая котельная – эти дополнения вносят последние штрихи в картину комфортной жизни в ЖК.<br>Сдача март 2022г.",54.5 м²,91536.0,ЖК «Акварельный 2.0»,91536.0,ЖК «Акварельный 2.0»,655.0,17/17,54.5 м²,54.5,17,7,2557301328,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-2557301328,267.0,3 350 000 ₽,61 468 ₽ за м²,61468,3350000,Apartment,2020-05-14T01:00:33.545459Z,78,Listing,2,2,2021-01-02T10:45:16.825655+03:00,1921207586,2020-05-13T11:53:58.475816+03:00,2020-12-05T08:15:02.63941+03:00,,,,,"2-комн. квартира, 54.5 м², 17/17 эт.",2020-12-05T05:24:05.560534Z
"Новосибирск, Красный проспект, 153А",28346917,Денис,Resale,3285,2020-10-19T01:01:34.220908Z,"Цена снижена на 1 440 000 руб !!! и актуальна  с 07/12/2020  до 21/01/2021 <br>Квартира - 305,5 кв.м., четырехуровневая квартира (этаж 1, подвал 1, этаж 2, подвал 2) в 6-этажном (включая подземные 2 этажа) доме, кадастровый номер 54:35:032700:1060.<br>Адрес: г. Новосибирск, Красный пр., д. 153а, кв. 41.<br>Ограничения и обременения: зарегистрированных и проживающих, в т.ч. несовершеннолетних нет<br>НЕ ПОДХОДИТ ПОД МАТ.КАП, ИПОТЕКУ, КРЕДИТЫ !!!<br>Возможна отсрочка платежа  30 календарных дней с даты подписания договора купли продажи.<br>По Вашему запросу подберём и другие варианты движимого/недвижимого имущества в любом регионе РФ, база обновляется ежедневно !",305.5 м²,,,,,653.0,2/6,305.5 м²,305.5,2,8,2939978688,Sale,/5-komnatnaya-kvartira-na-prodazhu-novosibirsk-2939978688,260.0,12 900 000 ₽,42 226 ₽ за м²,42226,12900000,Apartment,2020-10-19T01:01:34.220908Z,78,Listing,5,5,2021-01-06T03:17:03.50554+03:00,2019427300,2020-10-19T03:51:10.226146+03:00,2020-12-07T03:37:12.41758+03:00,0.462,260.0,#FF0000,Заельцовская,"5-комн. квартира, 305.5 м², 2/6 эт.",2020-12-07T00:46:36.809315Z
"Новосибирская область, город Болотное, улица Пушкина, 34",112491001,Пользователь,Resale,3248,2019-09-01T10:14:11.198894Z,"Однокомнатная благоустроенная квартира на первом этаже двухэтажного дома в военном городке. Санузел совмещенный. Отопление центральное. Холодная и горячая вода. Установлены водосчетчики. Интернет, телевидение. До остановки общественного транспорта 2 минуты. Торг. Подходит под сельскую ипотеку",29.2 м²,,,,,,1/2,29.2 м²,29.2,1,14,1769388241,Sale,/1-komnatnaya-kvartira-na-prodazhu-bolotnoe-1769388241,,860 000 ₽,29 452 ₽ за м²,29452,860000,Apartment,2019-09-01T10:14:11.198894Z,78,Listing,1,1,2021-01-02T03:38:07.725939+03:00,1815573175,2019-09-01T13:02:33.879671+03:00,2020-12-03T10:49:56.168525+03:00,,,,,"1-комн. квартира, 29.2 м², 1/2 эт.",2020-12-03T07:59:53.781059Z
"Новосибирск, улица Богдана Хмельницкого, 11/3",166974045,Любовь,Resale,3285,2020-12-03T15:30:06.465673Z,"Срочная продажа!<br>Предлагаем трехкомнатную квартиру в ЖК ""ЭДЕМ"", дом класса De Luxe в 2012 году вошел в пятерку лучших домов в России. <br>Квартира под чистовую отделку, светлая, огромная гостиная с эркерным остеклением, потрясающий, панорамный вид на сосновый у бор. <br>Идеально подходит под офис. Можно сделать отдельный вход, спланировать внутреннее помещение под любой запрос. <br>На территории дома живописный парк, фонтан, дом окружен соснами, круглосуточная система безопасности, видеонаблюдение по периметру дома, подземный и наземный паркинг.<br>В шаговой доступности:<br>-Ледовый дворец ""Сибирь"", бассейн ""Нептун"", престижные университеты( СГУПС, медицинский)<br>Приглашаем Вас на просмотр этой замечательной квартиры. Организуем показ в любое удобное для Вас время.",127.8 м²,,,,,648.0,2/20,127.8 м²,127.8,2,14,3050531598,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3050531598,260.0,15 800 000 ₽,123 631 ₽ за м²,123631,15800000,Apartment,2020-12-03T15:30:06.465673Z,78,Listing,3,3,2021-01-02T18:21:04.071795+03:00,2075179021,2020-12-03T18:20:43.556724+03:00,2020-12-03T19:40:51.070007+03:00,2.031,260.0,#FF0000,Заельцовская,"3-комн. квартира, 127.8 м², 2/20 эт.",2020-12-03T16:50:19.502879Z
"Новосибирск, Планировочная улица, 3/1",104716858,"АН ""Планета Недвижимости""",Resale,3285,2020-10-30T02:15:25.49896Z,"Окна пластиковые, одно деревянное старое.<br>Трубы заменили, счётчики установлены.<br>Состояние обычное, без ремонта.<br>Окна выходят на юго западную сторону.<br>Есть балкон. Плита электро. До метро 10, 15 минут пешим шагом. Парк ""Сад Кирова"" в пяти минутной ходьбы. Школа и детский сад рядом. Обмен на однакомнатную в этом районе, с вашей доплатой. ",61 м²,,,,,654.0,3/5,61 м²,61.0,3,21,2968396525,Sale,/4-komnatnaya-kvartira-na-prodazhu-novosibirsk-2968396525,267.0,3 500 000 ₽,57 377 ₽ за м²,57377,3500000,Apartment,2020-10-30T02:15:25.49896Z,78,Listing,4,4,2021-01-02T03:41:52.352747+03:00,2040339806,2020-10-30T05:05:57.625424+03:00,2020-12-03T03:41:52.352747+03:00,1.469,267.0,#FF0000,Площадь Маркса,"4-комн. квартира, 61 м², 3/5 эт.",2020-12-03T00:50:58.293734Z
"Новосибирск, Железнодорожный район, Железнодорожная улица, 15/1",157321240,Агент 54,Resale,3285,2020-09-30T13:37:20.576967Z,"Актуально пока видите объявление!<br>Чистая продажа, обременений нет!<br>Универсальное помещение для жизни или сдачи в аренду от 20 до 25 тыс.в месяц.<br>Звоните!!!",26 м²,,,,,652.0,24/25,26 м²,26.0,24,7,2899186006,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2899186006,261.0,2 957 888 ₽,113 765 ₽ за м²,113765,2957888,Apartment,2020-09-30T13:37:20.576967Z,78,Listing,1,1,2020-12-29T18:52:47.924791+03:00,2006431297,2020-09-30T16:27:40.355987+03:00,2020-12-07T12:27:01.026652+03:00,0.76,261.0,#FF0000,Гагаринская,"1-комн. квартира, 26 м², 24/25 эт.",2020-12-07T09:36:04.944387Z
