address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирск, Спортивная улица, 23",28262606,Ольга,Resale,3285,2020-11-11T18:43:10.102064Z,"Квартира в Ленинском районе, ЖК Чистая Слобода.<br>Ремонт от застройщика.<br>Хорошо подойдет семейной паре с ребенком.<br>Удобный тихий и чистый район, магазины в шаговой доступности. Школа и сад также рядом.<br>Небольшой торг.<br>Либо обмен с моей доплатой на 2-к.",42 м²,,,,,654.0,6/10,42 м²,42.0,6,10,2998921987,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2998921987,,2 550 000 ₽,60 714 ₽ за м²,60714,2550000,Apartment,2020-11-11T18:43:10.102064Z,78,Listing,1,1.0,2020-12-11T21:34:07.650711+03:00,2028835546,2020-11-11T21:33:44.274175+03:00,2020-11-25T17:35:45.674201+03:00,,,,,"1-комн. квартира, 42 м², 6/10 эт.",2020-11-25T14:45:10.514021Z
"ул. 1-я Чулымская, д. 9",173701179,Макромир,New,3285,2020-11-19T09:03:15.199598Z,"Жилой комплекс ""Венеция"" расположен в живописном месте на левом берегу Оби, дома ориентированы на набережную, а из окон квартир открывается велико­лепный пейзаж на реку и огни города. До центра города 5 мин. на машине.",39.8 м²,1009192613.0,ЖК «Венеция-3»,1009192613.0,ЖК «Венеция-3»,654.0,2/11,39.8 м²,39.8,2,1,3017491296,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017491296,263.0,3 005 000 ₽,75 503 ₽ за м²,75503,3005000,Apartment,2020-11-19T09:03:15.199598Z,78,Listing,1,1.0,2020-12-19T11:54:12.700061+03:00,2041307774,2020-11-19T11:53:51.163324+03:00,2020-11-19T11:54:12.700061+03:00,1.987,268.0,#008000,Площадь Гарина-Михайловского,"1-комн. квартира, 39.8 м², 2/11 эт.",2020-11-19T09:03:17.291792Z
"Новосибирск, Дивногорская улица, 150/5",128581768,АН СФЕРА,Resale,3285,2020-11-12T09:31:05.598354Z,"Предлагается к продаже двухкомнатная квартиа  в  новом, семейном микрорайоне ""Дивногорский"".<br>Квартира уютная, большая с двумя окнами в большой комнате , что делает очень светлую комнату.<br>Расположена на 4 этаже шестиэтажного кирпичного дома, общая площадь квартиры 51,4  м.кв. Бесшумный лифт !<br> Остановка общественного транспорта в 3 минутах от дома. Кто устал от городской суеты самое время подумать о таком   выгодном варианте!<br>В «Дивногорском»  Развитая инфраструктура удобная транспортная развязка прямые маршруты до центра города, есть просторные обустроенные дворы, детские и спортивные площадки, хоккейная коробка,  дет. Сад,  школы, футбольное поле,  магазины, аптека,  и многое другое для удобной и комфортной жизни. собственная котельная и управляющая компания. <br>Квартира ждет своего покупателя!<br>Приглашаем на просмотр В УДОБНОЕ ДЛЯ ВАС  ВРЕМЯ!<br>Цена- Подарок к Новому Году, успей сделать для себя и своей семьи Праздник!!!<br>Есть обременение Сбер",51 м²,,,,,654.0,4/6,51 м²,51.0,4,32,3000269200,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3000269200,,3 550 000 ₽,69 608 ₽ за м²,69608,3550000,Apartment,2020-11-12T09:31:05.598354Z,78,Listing,2,2.0,2020-12-12T12:21:59.905144+03:00,2022787513,2020-11-12T12:21:22.859548+03:00,2020-12-08T11:09:43.768707+03:00,,,,,"2-комн. квартира, 51 м², 4/6 эт.",2020-12-08T08:21:02.864499Z
"ул. Обская, ЖК «Гранит»",153281337,"ООО ""ПикПро""",New,3285,2020-11-14T16:46:05.718803Z,"Квартира под с/о,  дом на сдаче! <br>Скоро передеча ключей. <br>Квартира продается с парковкой и кладовкой. <br>Только на 24 этаже - потолки 3,5 метров! <br>Все окна в пол, в спальне и комнате французский балкон, на кухне - лоджия. <br>Вид на набережную. <br>По запросу , вышлю на вотс ап подробное видео квартиры. <br>Продажа в связи с переездом в другой город. <br>Торг уместен.",60 м²,1006213290.0,ЖК «Гранит»,1006213290.0,ЖК «Гранит»,650.0,24/24,60 м²,60.0,24,16,3006247871,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3006247871,265.0,7 500 000 ₽,125 000 ₽ за м²,125000,7500000,Apartment,2020-11-14T16:46:05.718803Z,78,Listing,2,2.0,2020-12-14T19:37:28.167764+03:00,2039456339,2020-11-14T19:34:52.438641+03:00,2020-11-19T20:17:50.221844+03:00,0.835,265.0,#FF0000,Речной вокзал,"2-комн. квартира, 60 м², 24/24 эт.",2020-11-19T17:27:55.576637Z
"ул. 1-я Чулымская, д. 9",173701179,Макромир,New,3285,2020-11-19T09:08:29.728572Z,"Жилой комплекс ""Венеция"" расположен в живописном месте на левом берегу Оби, дома ориентированы на набережную, а из окон квартир открывается велико­лепный пейзаж на реку и огни города. До центра города 5 мин. на машине. Сдача 2 кв. .2022г",40 м²,1009192613.0,ЖК «Венеция-3»,1009192613.0,ЖК «Венеция-3»,654.0,6/17,40 м²,40.0,6,1,3017502871,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017502871,263.0,3 200 000 ₽,80 000 ₽ за м²,80000,3200000,Apartment,2020-11-19T09:08:29.728572Z,78,Listing,1,1.0,2020-12-19T11:59:26.279591+03:00,2041131022,2020-11-19T11:59:05.004303+03:00,2020-11-19T11:59:26.279591+03:00,1.987,268.0,#008000,Площадь Гарина-Михайловского,"1-комн. квартира, 40 м², 6/17 эт.",2020-11-19T09:08:35.879561Z
"пос. Октябрьский, ул. Лучезарная, д. 54",155843931,"Агенство недвижимости ""Е1""",New,3262,2020-07-23T12:31:36.505763Z,"Предложение до конца августа! Цена ниже чем у застройщика!<br>Квартира от физического лица.<br>Комфортный этаж!<br>Дом на сдаче! Ключи уже в августе.<br>Ремонт от застройщика.<br>Удобная планировка, с видом на две стороны. Большая просторная кухня-гостиная.<br>Отличный семейный вариант!",54 м²,1006338021.0,ЖК «Французский квартал»,1006338021.0,ЖК «Французский квартал»,,3/3,54 м²,54.0,3,4,2735278392,Sale,/3-komnatnaya-kvartira-na-prodazhu-sokur-2735278392,,2 060 000 ₽,38 148 ₽ за м²,38148,2060000,Apartment,2020-07-23T12:31:36.505763Z,78,Listing,3,3.0,2020-12-16T15:20:14.956466+03:00,1977261551,2020-07-23T15:22:22.062919+03:00,2020-11-16T15:20:20.48433+03:00,,,,,"3-комн. квартира, 54 м², 3/3 эт.",2020-11-16T12:29:46.05555Z
"ул. Сухарная, блок-секция 3, 4",155843931,"Агенство недвижимости ""Е1""",New,3285,2020-11-16T03:32:49.977966Z,"Продается однокомнатная квартира в ЖК ""Сосны"" которая при желании может быть перепланирована в 2-комнатную студию. Дом на сдаче (4 кв.2020г.)<br>Продажа по переуступке от физического лица, окна смотрят в сторону дома №96/2",40.7 м²,69054.0,ЖК «Сосны»,69054.0,ЖК «Сосны»,653.0,3/21,40.7 м²,40.7,3,2,3008936028,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3008936028,,3 250 000 ₽,79 853 ₽ за м²,79853,3250000,Apartment,2020-11-16T03:32:49.977966Z,78,Listing,1,1.0,2020-12-16T06:23:48.396777+03:00,2041645919,2020-11-16T06:23:28.511557+03:00,2020-11-16T06:23:48.396777+03:00,2.369,268.0,#008000,Площадь Гарина-Михайловского,"1-комн. квартира, 40.7 м², 3/21 эт.",2020-11-16T03:32:52.985492Z
"ул. 1-я Чулымская, д. 9",173701179,Макромир,New,3285,2020-11-19T09:16:36.931071Z,"Жилой комплекс ""Венеция"" расположен в живописном месте на левом берегу Оби, дома ориентированы на набережную, а из окон квартир открывается велико­лепный пейзаж на реку и огни города. До центра города 5 мин. на машине. Сдача дома 2 кв. 2022г.",87.8 м²,1009192613.0,ЖК «Венеция-3»,1009192613.0,ЖК «Венеция-3»,654.0,10/17,87.8 м²,87.8,10,1,3017517642,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3017517642,263.0,5 707 000 ₽,65 000 ₽ за м²,65000,5707000,Apartment,2020-11-19T09:16:36.931071Z,78,Listing,3,3.0,2020-12-19T12:07:35.401299+03:00,2040965782,2020-11-19T12:07:13.874902+03:00,2020-11-19T12:07:35.401299+03:00,1.987,268.0,#008000,Площадь Гарина-Михайловского,"3-комн. квартира, 87.8 м², 10/17 эт.",2020-11-19T09:16:37.941493Z
"Новосибирск, Кировский район, Северо-Чемской жилмассив, улица Саввы Кожевникова, 15",33376136,Агентство Новосибирской недвижимости,Resale,3285,2020-06-16T00:33:29.081353Z,"3- комнатная квартира в кооперативном доме, свое ТСЖ, ухоженные подъезды, двор, разумные коммунальные платежи. Сама квартира в отличном состоянии. Тихое место у реки. Из окон квартиры прекрасный вид на Обь. Один взрослый собственник, документы готовы, более 5 лет в собственности, без обременений. Квартира продаётся без мебели.<br>Местоположение: На берегу реки Обь.( 100м)<br>Дом стоит у реки. Напротив дома конечная остановка автобуса N96. До главной транспортной магистрали 7 мин. хотьбы.<br>На равном расстоянии от остановок Комсомольская или Северо- Чемской ж/м.<br>Развитая инфраструктура. В пешей доступности :Река, оборудованные детская и спортивная площадки под окнами. Школа,  Детские сады 2 шт. Поликлиника № 13, Библиотека,  Школа искусств.  Крытый каток общего пользования. Рынок, Торговый центр,, Магелан""<br>Продуктовые магазины:<br>Горожанка, Пятерочка, Мария Ра, Магнит, Холди, Лидер Экономии, Ярче.<br>На расстоянии 2-3 остановок :Парк,, Бугринская роща"", Лыжная база, Бассейн, <br>Быстроном, Светофор, Торговый центр,, Мега""( Икея, Ашан, Леруа-Мерлен), Посудо-центр.<br>Рекреационная зона города.<br>Чистый воздух и большое количество транспорта",60 м²,,,,,655.0,4/9,60 м²,60.0,4,26,2641345870,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2641345870,,3 900 000 ₽,65 000 ₽ за м²,65000,3900000,Apartment,2020-06-16T00:33:29.081353Z,78,Listing,3,3.0,2020-12-12T12:33:15.554113+03:00,1926074465,2020-06-15T08:56:40.091982+03:00,2020-11-25T05:18:39.223864+03:00,,,,,"3-комн. квартира, 60 м², 4/9 эт.",2020-11-25T02:27:40.829195Z
"Новосибирск, улица Петухова, 14А",33399958,Елена,Resale,3285,2020-11-13T08:43:29.928272Z,"Всё что из мебели видите на фото остаётся новому хозяину! Желательно наличный расчёт, все подробности по телефону. Собственник!!",62 м²,,,,,655.0,12/17,62 м²,62.0,12,12,3002789431,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-3002789431,267.0,4 550 000 ₽,73 387 ₽ за м²,73387,4550000,Apartment,2020-11-13T08:43:29.928272Z,78,Listing,3,3.0,2020-12-13T11:34:27.567281+03:00,2036881084,2020-11-13T11:33:55.794113+03:00,2020-12-02T07:31:58.373675+03:00,4.662,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 62 м², 12/17 эт.",2020-12-02T04:40:58.537754Z
