address,agencyId,agencyName,apartmentSaleType,cityId,createdAt,description,details,developmentId,developmentName,developmentParentId,developmentParentName,districtId,floor,floorArea,floorAreaCalculated,floorInt,galleryImagesCount,id,itemType,itemUrl,metroId,price,pricePerArea,pricePerAreaValue,priceValue,propertyType,publishDate,regionId,resultType,rooms,roomsOrdinal,sourceFinishTime,sourceId,sourceStartTime,sourceUpdateTime,station_distance,station_id,station_lineColors,station_name,title,updatedAt
"Новосибирская область, Мошковский район, посёлок Октябрьский, Локтинская улица, 6/2",124024145,"ЖР ""Светлый"" отдел продаж",Resale,3262,2020-06-25T10:49:55.938277Z,"Уютная 3-х комнатная, двухуровневая квартира в 25 минутах от площади Калинина (метро Заельцовская). Чистая, со свежим ремонтом и мебелью. Два больших больших сан. узла, две спальни и просторная, светлая кухня-гостиная. Встроенная кладовая под лестницей. <br>Жилой район Светлый - это чистый воздух; развитая инфраструктура; новая, современная школа в шаговой доступности; два детских сада; магазины и удобная транспортная развязка.<br>В профиле вы найдете много других, выгодных предложений агентства недвижимости ""Светлый""",57.2 м²,,,,,,3/3,57.2 м²,57.2,3,15,2667496601,Sale,/3-komnatnaya-kvartira-na-prodazhu-sokur-2667496601,,2 550 000 ₽,44 580 ₽ за м²,44580,2550000,Apartment,2020-06-25T10:49:55.938277Z,78,Listing,3,3.0,2020-12-30T13:57:39.790264+03:00,1935231870,2020-06-25T13:35:28.192886+03:00,2020-11-30T13:57:39.790264+03:00,,,,,"3-комн. квартира, 57.2 м², 3/3 эт.",2020-11-30T11:06:45.025061Z
"Новосибирск, 2-й переулок Танкистов, 3",63299747,"ООО ""Новосибирск Недвижимость""",Resale,3285,2020-12-07T10:49:14.974763Z,"Предлагаю к продаже 1/2 дома . Хорошее местоположение, Центральное, газовое отопление, центральная холодная и горячая вода. Две смежные комнаты, дом очень теплый, есть баня и хозпостройки. Вода в доме и холодная и горячая, на улице выведена вода для полива. Документы все правильно оформлены и на дом и на землю. Просмотр в удобное для вас время по договоренности.Разумный торг уместен. Звоните!!!",78 м²,,,,,654.0,1/1,78 м²,78.0,1,8,3058512666,Sale,/2-komnatnaya-kvartira-na-prodazhu-novosibirsk-3058512666,267.0,2 300 000 ₽,29 487 ₽ за м²,29487,2300000,Apartment,2020-12-07T10:49:14.974763Z,78,Listing,2,2.0,2021-01-06T13:40:11.937086+03:00,2049150522,2020-12-07T13:39:49.282044+03:00,2020-12-07T13:40:11.937086+03:00,3.784,267.0,#FF0000,Площадь Маркса,"2-комн. квартира, 78 м², 1/1 эт.",2020-12-07T10:50:25.3111Z
"Новосибирск, Калининский район, микрорайон Родники, улица Гребенщикова, 6/1",152810530,Центральное агентство недвижимости,Resale,3285,2020-12-03T02:56:50.742844Z,"В продаже квартира, с ремонтом, и мебелью, в санузле кафель, любая форма расчета.<br>При звонке, пожалуйста, назовите номер объявления - 116 331<br>Консультируем подробно по телефону.",34 м²,,,,,648.0,2/10,34 м²,34.0,2,6,3048772096,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3048772096,,3 000 000 ₽,88 235 ₽ за м²,88235,3000000,Apartment,2020-12-03T02:56:50.742844Z,78,Listing,1,1.0,2021-01-02T05:47:49.387561+03:00,2048136115,2020-12-03T05:47:26.942664+03:00,2020-12-09T05:19:47.188181+03:00,,,,,"1-комн. квартира, 34 м², 2/10 эт.",2020-12-09T02:29:17.346617Z
"Новосибирск, улица Чкалова, 74",180973242,TT,Resale,3285,2020-09-08T06:03:09.25616Z,"4-х комнатная улучшенной планировки квартира в районе ""Дом одежды"" (продажа от<br>собственника). Кирпичный дом. Бонус - гараж возле дома.",74 м²,,,,,651.0,3/10,74 м²,74.0,3,1,2846687045,Sale,/4-komnatnaya-kvartira-na-prodazhu-novosibirsk-2846687045,271.0,4 350 000 ₽,58 784 ₽ за м²,58784,4350000,Apartment,2020-09-08T06:03:09.25616Z,78,Listing,4,4.0,2021-01-06T13:47:15.724505+03:00,2008193044,2020-09-08T08:08:03.410053+03:00,2020-12-07T13:47:15.724505+03:00,2.875,271.0,#008000,Берёзовая роща,"4-комн. квартира, 74 м², 3/10 эт.",2020-12-07T11:03:33.426298Z
"Новосибирск, улица Галущака, 15",174587903,Жилфонд,Resale,3285,2020-06-17T01:20:02.312981Z,"ИПОТЕКА! МАТЕРИНСКИЙ КАПИТАЛ! <br>Тёплая светлая квартира с отличным видом на город. Вход во все комнаты из большой квадратной прихожей. Планировка квартиры позволяет сделать кухню в любой из комнат. КВАРТИРА В СДАННОЙ ЧАСТИ ДОМА! Огороженная территория дома, въезд через шлагбаум, камеры видеонаблюдения. Во дворе детская площадка. Подземный паркинг. Возможно приобрести парковочное место на верхнем уровне. Транспортная доступность до ТЦ Ройял Парк и магазина Бахетле 5 минут пешком, до метро Заельцовская и Гагаринская 7 минут. Рядом с домом две школы и три детских сада. <br>ЧИСТАЯ ПРОДАЖА! БЕЗ ОБРЕМЕНЕНИЯ! ПОКАЖЕМ ВСЕГДА!<br>ТОРГ!",86.2 м²,,,,,653.0,9/24,86.2 м²,86.2,9,14,2644722096,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-2644722096,261.0,6 800 000 ₽,78 886 ₽ за м²,78886,6800000,Apartment,2020-06-17T01:20:02.312981Z,78,Listing,3,3.0,2020-12-30T14:11:49.434959+03:00,1949752207,2020-06-16T13:38:00.054277+03:00,2020-11-30T14:11:49.434959+03:00,0.557,261.0,#FF0000,Гагаринская,"3-комн. квартира, 86.2 м², 9/24 эт.",2020-11-30T11:20:53.731088Z
"Новосибирск, улица Титова, 27",130694841,"ООО ""Твоя Планета""",Resale,3285,2019-11-01T01:42:55.238449Z,"Продается квартира в доме комфорт-класса 2007года в пешеходной доступности от метро К.Маркса (20 минут пешком).<br>Огороженная территория дома с видеонаблюдением и охраной по всему периметру дома, въезд на территорию через ворота, на первом этаже консьерж, подземные паркинг.<br>Квартира в свободной продаже, возможна любая форма расчета, обременений нет.<br>Квартира с удобной и максимально комфортной для проживания планировкой. Установлены 2 кондиционера (в гостиной и спальне). Балкон и лоджия застеклены в едином стиле остекления дома и отделаны изнутри. Сделан ремонт из качественных импортных брендовых (Италия, Финляндия) материалов. Полы в комнатах настелены паркетной доской, в коридоре и кухне на полу выложена напольная плитка. В квартире во всех комнатах и коридоре встроены шкафы-купе с наполнением. В стоимость включен кухонный гарнитур с встроенной бытовой техникой Gorenje (варочная панель, духовой шкаф, вытяжка). <br>Внизу дома расположено парковочное место - 1й уровень. Парковочное место продается отдельно цена 500 000 т.р. <br>Показ в любое удобное для вас время.",91 м²,,,,,654.0,8/16,91 м²,91.0,8,30,1967549602,Sale,/3-komnatnaya-kvartira-na-prodazhu-novosibirsk-1967549602,267.0,8 000 000 ₽,87 912 ₽ за м²,87912,8000000,Apartment,2019-11-01T01:42:55.238449Z,78,Listing,3,3.0,2020-12-30T14:17:19.540187+03:00,1847491086,2019-10-31T11:34:39.555319+03:00,2020-11-30T14:17:19.540187+03:00,1.473,267.0,#FF0000,Площадь Маркса,"3-комн. квартира, 91 м², 8/16 эт.",2020-11-30T11:27:42.002911Z
"ул. Ядринцевская, ЖК «Расцветай на Ядринцевской»",71368327,Открытый Город,New,3285,2020-11-20T03:19:35.961268Z,"Предлагаем 1–комнатную квартиру-студию класса «Бизнес-лайт» в ЖК «Расцветай на Ядринцевской». Сдача 3 кв 2022 года! Комиссия агентства 0 %!<br>Дом расположен в «тихом центре», в 7 минутах от пл. Ленина, а поэтому обеспечен хорошей инфраструктурой и транспортной доступностью: В 3 минутах ходьбы – Центральный парк с Новосибирским музыкальным театром; В 5 минутах – ТРЦ «Аура»; В 7 минутах – Новосибирский театр оперы и балета.<br>25-этажный монолитно-кирпичный дом в центре Новосибирска расположен на пересечении улиц Ядринцевская и Семьи Шамшиных.<br>В квартирах увеличенные оконные проемы, с верхних этажей открываются красивые виды на Площадь Ленина, Оперный театр и Центральный парк. На последнем этаже расположены квартиры свободной планировки с высотой потолков 3,4 метра.<br>Комплексное благоустройство территории включает в себя ландшафтное оформление, современную детскую площадку, «воркаут», место для отдыха. Закрытый двор без машин, велопарковка возле входной группы. В доме круглосуточная охрана и видеонаблюдение. Для владельцев автомобилей предусмотрена двухуровневая подземная парковка.<br>Помощь в получении ипотеки!",42.6 м²,1031398824.0,ЖК «Расцветай на Ядринцевской»,1031398824.0,ЖК «Расцветай на Ядринцевской»,649.0,9/25,42.6 м²,42.6,9,7,3019286226,Sale,/kvartira-na-prodazhu-novosibirsk-3019286226,263.0,5 000 000 ₽,117 371 ₽ за м²,117371,5000000,Apartment,2020-11-20T03:19:35.961268Z,78,Listing,Студия,,2021-01-01T05:19:18.346429+03:00,2021699813,2020-11-17T08:20:24.193899+03:00,2020-12-02T05:19:18.346429+03:00,0.818,263.0,#FF0000,Площадь Ленина,"Квартира-студия, 42.6 м², 9/25 эт.",2020-12-02T02:28:22.352805Z
"Новосибирск, проспект Дзержинского, 34/2",183262990,Агентство недвижимости ЖИЛФОНД,Resale,3285,2020-08-03T13:14:17.520822Z,"Дзержинский район, г.Новосибирск, ул. Дзержинского проспект.  Новый дом комфорт-класса. <br>Управляющая компания установила видеонаблюдение по периметру дома в подъездах и лифтах.<br>Квартира светлая, просторная, тёплая и уютная. Жилая комната 20 кв.м., с правильной планировкой позволила выполнить зонирование пространства по дизайн проекту на две функциональных зоны - спальная зона и уютная гостиная.<br>Ремонт сделали качественными материалами и продумали всё до мелочей.  <br>Парковка гостевая и подземная. Огороженная, функциональная детская площадка. <br>Тип дома- монолитно-кирпичный. Французское остекление балкона. Окна квартиры выходят во двор и открывают красивый вид на город.<br>Рядом с домом для комфорта жителей построили и открыли два частных детских сада и два муниципальных №281 и №362, две школы №18 и №178.<br>Дом Культуры имени Чкалова.  Секции по боксу, футболу, тхэквандо, детская художественная студия. Супермаркеты Лента, Магнит, кафе Бузомания и Густо пряно, ресторан Царская охота в шаговой доступности, поликлиника напротив дома через дорогу. <br>Рядом с домом находятся две парковые зеленые территории  это парк имени Дзержинского – где бегают по утрам, а вечером гуляют с детьми. На выходных горожане отдыхают в парке Березовая роща.<br>Отличная транспортная развязка в любую точку города.<br> До метро Березовая Роща три остановки. <br>Подходит под ипотеку. Один совершеннолетний собственник. Обременений и долгов по коммуналке нет.<br>Звоните согласуем показ или пишите в директ<br>Instаgrаm- ivаn.а.sеrgееv<br>Возможен обмен на вашу недвижимость.<br>	<br>	При звонке, пожалуйста, сообщите номер варианта - <br>       JV000010011277",36.6 м²,,,,,651.0,5/17,36.6 м²,36.6,5,20,2761635821,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-2761635821,272.0,3 800 000 ₽,103 825 ₽ за м²,103825,3800000,Apartment,2020-08-03T13:14:17.520822Z,78,Listing,1,1.0,2021-01-01T13:33:00.492678+03:00,1964616459,2020-08-03T16:04:45.332186+03:00,2020-12-02T13:33:00.492678+03:00,2.346,272.0,#008000,Золотая Нива,"1-комн. квартира, 36.6 м², 5/17 эт.",2020-12-02T10:42:05.007832Z
"Новосибирск, улица Татьяны Снежиной, 39/1",147244801,Отдел Продаж Недвижимости,Resale,3285,2020-12-01T10:41:44.602757Z,"В продаже студия на удобном 4 этаже. Вся инфраструктура (детские сады, школа, магазины, остановка) находится в шаговой доступности от дома. Ни каких ограничений нет, чистая продажа. Быстрый выход на сделку. Прекрасный вариант для проживания самим, или сдачи квартиры в аренду. Ключи в агентстве, просмотр по звонку.",32.7 м²,,,,,650.0,4/10,32.7 м²,32.7,4,6,3044902396,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3044902396,272.0,2 100 000 ₽,64 220 ₽ за м²,64220,2100000,Apartment,2020-12-01T10:41:44.602757Z,78,Listing,1,1.0,2020-12-31T13:32:42.808142+03:00,2047757243,2020-12-01T13:32:19.207986+03:00,2020-12-01T13:32:42.808142+03:00,3.331,272.0,#008000,Золотая Нива,"1-комн. квартира, 32.7 м², 4/10 эт.",2020-12-01T10:41:46.938201Z
"Новосибирск, улица Краузе, 808",122634585,Академия Недвижимости,Resale,3285,2020-11-30T04:37:57.876225Z,"Продаётся однокомнатная квартира в жилом комплексе «Инфинити» по адресу Краузе 808<br>Сдача дома 2 квартал 2022 года. <br>Экскурсия в удобное для вас время! Запись по телефону. <br>В квартире будет выполнен ремонт!!<br>Удачное расположение жилого комплекса. Тихий район. До центра города 15 мин на машине, до остановки транспорта 5 мин пешком, до метро «Заельцовская» 15 мин на машине.<br>В радиусе 1 километра расположены несколько школ и детских садиков, так же магазины, аптеки, банки и ТРЦ.<br>Квартиру можно приобрести в ипотеку. И в ипотеку БЕЗ ПЕРВОНАЧАЛЬНОГО ВЗНОСА!<br>ЗВОНИТЕ!! И УТОЧНЯЙТЕ ВСЮ ИНФОРМАЦИЮ ПО ТЕЛЕФОНУ!",41 м²,,,,,648.0,6/14,41 м²,41.0,6,9,3041403627,Sale,/1-komnatnaya-kvartira-na-prodazhu-novosibirsk-3041403627,,3 300 000 ₽,80 488 ₽ за м²,80488,3300000,Apartment,2020-11-30T04:37:57.876225Z,78,Listing,1,1.0,2020-12-30T07:28:56.907485+03:00,2071076339,2020-11-30T07:28:32.798176+03:00,2020-11-30T07:28:56.907485+03:00,,,,,"1-комн. квартира, 41 м², 6/14 эт.",2020-11-30T04:38:18.446757Z
